Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",38,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","8,563",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,"2,072",,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,88,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","45,076",,,24,24,,,Russian Federation
040490 - Other,"61,650",,,6,6,,,Russian Federation
040510 - Butter,"5,223",,,5,5,,,Russian Federation
040520 - Dairy spreads,502,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"42,088",7.70,7.70,34,33,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,389,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"20,667",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2005,"143,183",5.34,5.34,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%","3,795",,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","8,199",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,162,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,,,,6,6,,,Russian Federation
040310 - Yogurt,759,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,"7,589",,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","4,603",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"2,600",7.70,7.70,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,"11,471",0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"104,007",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2004,"265,125",5.34,5.34,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",473,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","3,781",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,"2,177",,,6,6,,,Russian Federation
040310 - Yogurt,"1,455",,,12,12,,,Russian Federation
040390 - Other,"1,903",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",945,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","1,605",,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"87,048",7.70,7.70,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",721,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,"117,573",0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"47,442",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2003,"14,253",5.34,5.34,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,79,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,"1,403",,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,656,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",90,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds","3,020",7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"1,640",7.70,7.70,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"2,319",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","5,045",7.70,7.70,1,,,,Russian Federation
,2002,"1,319,920",5.34,5.34,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,310,320",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,"5,684",,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"3,159",7.70,7.70,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,757,17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2001,"9,421,841",5.34,5.34,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","9,316,656",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,"33,724",,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,,,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","10,218",,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,"31,871",,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,,7.70,7.70,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,7.70,7.70,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,"29,372",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,7.70,7.70,1,,,,Russian Federation
,2000,"10,846,808",5.59,5.59,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","10,667,178",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,"105,774",,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,"3,024",,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,8.05,8.05,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,,8.05,8.05,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,8.05,8.05,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,"66,167",0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,"4,665",18.10,18.10,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,8.05,8.05,1,,,,Russian Federation
,1999,"1,615,872",6.08,6.08,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",330,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,435,392",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,"19,738",,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,"1,695",,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,8.75,8.75,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,,8.75,8.75,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,8.75,8.75,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,"102,517",0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,"56,199",19.70,19.70,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,8.75,8.75,1,,,,Russian Federation
,1998,"1,007,941",6.32,6.32,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,007,868",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,73,,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,,,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,9.10,9.10,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,,9.10,9.10,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,9.10,9.10,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,,20.50,20.50,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,9.10,9.10,1,,,,Russian Federation
,1997,"5,132,291",6.81,6.81,175,166,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","5,128,764",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,805,,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,,,,6,6,,,Russian Federation
040310 - Yogurt,"2,722",,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,9.80,9.80,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,,9.80,9.80,39,38,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,9.80,9.80,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,,22.10,22.10,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,9.80,9.80,1,,,,Russian Federation
,1996,"8,305,435",7.36,7.36,178,169,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","8,167,413",,,4,4,,,Russian Federation
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 - - Other,,,,5,5,,,Russian Federation
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 - - Other,,,,6,6,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,"6,006",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,10.60,10.60,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese,,,,3,3,,,Russian Federation
040690 - Other cheese,"57,393",10.60,10.60,42,41,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked","71,436",10.60,10.60,4,3,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey,"3,187",23.80,23.80,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included",,10.60,10.60,1,,,,Russian Federation
