Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
300490 - Other,,10.34,10.34,65,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Japan
300590 - Other,,8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Japan
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2017,"83,851,603",7.91,7.91,401,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
300211 - - Malaria diagnostic test kits,,2.00,2.00,1,,,,Japan
300212 - - Antisera and other blood fractions,"2,071,839",3.37,3.37,19,,,,Japan
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,2.00,2.00,1,,,,Japan
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","1,848",2.00,2.00,2,,,,Japan
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","34,040,764",0.67,0.67,3,,,,Japan
300219 - - Other,,2.00,2.00,1,,,,Japan
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"124,156",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
"300320 - Other, containing antibiotics",,6.69,6.69,26,,,,Japan
300331 - - Containing insulin,,14.00,14.00,1,,,,Japan
300339 - - Other,,7.25,7.25,32,,,,Japan
300341 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,Japan
300342 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,Japan
300343 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,Japan
300349 - - Other,,7.33,7.33,6,,,,Japan
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,Japan
300390 - Other,"304,381",10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","546,587",11.43,11.43,7,,,,Japan
"300420 - Other, containing antibiotics","20,872,716",6.69,6.69,26,,,,Japan
300431 - - Containing insulin,,14.00,14.00,1,,,,Japan
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 - - Other,"6,953,046",7.06,7.06,32,,,,Japan
300441 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,Japan
300442 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,Japan
300443 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,Japan
300449 - - Other,,7.33,7.33,6,,,,Japan
"300450 - Other, containing vitamins or other products of heading 29.36","211,055",9.43,9.43,7,,,,Japan
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,Japan
300490 - Other,"12,103,280",10.81,10.81,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"3,991,511",8.67,8.67,6,,,,Japan
300590 - Other,"153,319",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,451,000",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"26,101",14.00,14.00,1,,,,Japan
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2016,"58,336,012",7.96,7.96,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","23,558,991",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"284,632",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.25,7.25,32,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","791,829",11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"12,570,207",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"5,813,262",7.06,7.06,32,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"11,181,638",10.50,10.50,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"2,428,820",8.67,8.67,6,,,,Japan
300590 - Other,"89,550",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","24,920",5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,104,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,569,842",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"22,217",14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2015,"54,355,130",7.96,7.96,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","25,168,697",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"775,107",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.25,7.25,32,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","824,676",11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"7,955,810",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"2,965,679",7.06,7.06,32,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"8,241,355",10.50,10.50,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"5,670,194",8.67,8.67,6,,,,Japan
300590 - Other,"209,959",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,540,675",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,978",14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2014,"53,656,270",7.93,7.93,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","16,279,630",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"1,240,172",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.25,7.25,32,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","468,879",11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"6,498,034",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"7,639,436",7.06,7.06,32,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"14,438,984",10.53,10.53,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"4,430,375",8.67,8.67,6,,,,Japan
300590 - Other,"391,254",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,228,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,269,278",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2013,"72,580,787",7.93,7.93,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","39,507,433",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"1,198,413",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,"1,409",6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.25,7.25,32,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","876,915",11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"4,478,043",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"4,896,177",7.06,7.06,32,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"16,233,574",10.53,10.53,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"4,017,869",8.67,8.67,6,,,,Japan
300590 - Other,"504,311",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"866,643",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2012,"50,564,949",7.93,7.93,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","15,305,809",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,"124,173",2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"546,994",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,"2,089",6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.25,7.25,32,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.53,10.53,72,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","490,547",11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"3,794,957",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"8,108,790",7.06,7.06,32,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"15,892,127",10.53,10.53,64,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"2,080,915",8.67,8.67,6,,,,Japan
300590 - Other,"324,772",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,893,776",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2011,"49,066,000",7.96,7.96,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","14,479,000",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,"1,489,000",2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"1,300,000",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.45,7.45,33,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.48,10.48,71,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"2,564,000",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"4,497,000",7.27,7.27,33,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"21,750,000",10.44,10.44,63,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"1,255,000",8.67,8.67,6,,,,Japan
300590 - Other,"285,000",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,447,000",5.33,5.33,3,,,,Japan
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Japan
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Japan
,2010,"42,874,000",7.96,7.96,388,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Japan
300190 - Other,,4.00,4.00,5,,,,Japan
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","7,335,000",3.00,3.00,22,,,,Japan
300220 - Vaccines for human medicine,"937,000",2.22,2.22,18,,,,Japan
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Japan
300290 - Other,"1,843,000",6.25,6.25,8,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Japan
300331 -- Containing insulin,,14.00,14.00,1,,,,Japan
300339 -- Other,,7.45,7.45,33,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Japan
300390 - Other,,10.48,10.48,71,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Japan
300420 - Containing other antibiotics,"2,401,000",6.69,6.69,26,,,,Japan
300431 -- Containing insulin,,14.00,14.00,1,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Japan
300439 -- Other,"3,284,000",7.27,7.27,33,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Japan
300490 - Other,"25,430,000",10.44,10.44,63,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"498,000",8.67,8.67,6,,,,Japan
300590 - Other,"108,000",8.00,8.00,5,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
