Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
392119 -- Of other plastics,"1,193,014",10.00,5.00,1,,1,,Nepal
392190 - Other,"92,431",10.00,5.00,22,,22,,Nepal
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,9.00,1,,1,,Nepal
392220 - Lavatory seats and covers,,10.00,9.00,1,,1,,Nepal
392290 - Other,,10.00,9.00,1,,1,,Nepal
"392310 - Boxes, cases, crates and similar articles","339,115",10.00,5.00,5,,5,,Nepal
392321 -- Of polymers of ethylene,,10.00,5.00,1,,1,,Nepal
392329 -- Of other plastics,"26,046",10.00,5.00,2,,2,,Nepal
"392330 - Carboys, bottles, flasks and similar articles","1,962,454",10.00,5.00,2,,2,,Nepal
"392340 - Spools, cops, bobbins and similar supports",,10.00,5.00,1,,1,,Nepal
"392350 - Stoppers, lids, caps and other closures","2,993,735",10.00,5.00,2,,2,,Nepal
392390 - Other,,10.00,5.00,3,,3,,Nepal
392410 - Tableware and kitchenware,,10.00,5.00,2,,2,,Nepal
392490 - Other,"14,615",10.00,5.00,3,,3,,Nepal
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,5.00,1,,1,,Nepal
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,5.00,1,,1,,Nepal
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,5.00,1,,1,,Nepal
392590 - Other,,10.00,5.00,2,,2,,Nepal
392610 - Office or school supplies,,10.00,5.00,4,,4,,Nepal
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,5.00,10,,10,,Nepal
"392630 - Fittings for furniture, coachwork or the like",,10.00,5.00,2,,2,,Nepal
392640 - Statuettes and other ornamental articles,,10.00,5.00,13,,13,,Nepal
392690 - Other,"44,443,805",10.00,5.00,16,,16,,Nepal
,2012,"76,006,374",9.03,9.03,411,,,,Nepal
390110 - Polyethylene having a specific gravity of less than 0.94,"16,604",6.25,6.25,2,,,,Nepal
390120 - Polyethylene having a specific gravity of 0.94 or more,"210,832",7.50,7.50,1,,,,Nepal
390130 - Ethylene-vinyl acetate copolymers,,5.00,5.00,1,,,,Nepal
390190 - Other,,6.25,6.25,2,,,,Nepal
390210 - Polypropylene,,5.00,5.00,1,,,,Nepal
390220 - Polyisobutylene,,7.50,7.50,1,,,,Nepal
390230 - Propylene copolymers,,5.00,5.00,1,,,,Nepal
390290 - Other,,5.00,5.00,1,,,,Nepal
390311 -- Expansible,,5.00,5.00,1,,,,Nepal
390319 -- Other,,5.00,5.00,2,,,,Nepal
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,5.00,1,,,,Nepal
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,5.00,5.00,1,,,,Nepal
390390 - Other,,5.00,5.00,3,,,,Nepal
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,7.50,2,,,,Nepal
390421 -- Non-plasticised,,7.50,7.50,2,,,,Nepal
390422 -- Plasticised,,7.50,7.50,2,,,,Nepal
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,7.50,2,,,,Nepal
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,Nepal
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,Nepal
390461 -- Polytetrafluoroethylene,,7.50,7.50,1,,,,Nepal
390469 -- Other,,7.50,7.50,2,,,,Nepal
390490 - Other,,7.50,7.50,1,,,,Nepal
390512 -- In aqueous dispersion,,7.50,7.50,3,,,,Nepal
390519 -- Other,"64,774",7.50,7.50,3,,,,Nepal
390521 -- In aqueous dispersion,,7.50,7.50,1,,,,Nepal
390529 -- Other,,7.50,7.50,1,,,,Nepal
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,Nepal
390591 -- Copolymers,,7.50,7.50,1,,,,Nepal
390599 -- Other,,7.50,7.50,2,,,,Nepal
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,Nepal
390690 - Other,,7.50,7.50,4,,,,Nepal
390710 - Polyacetals,,7.50,7.50,1,,,,Nepal
390720 - Other polyethers,,7.50,7.50,2,,,,Nepal
390730 - Epoxide resins,,7.50,7.50,2,,,,Nepal
390740 - Polycarbonates,,7.50,7.50,1,,,,Nepal
390750 - Alkyd resins,,7.50,7.50,1,,,,Nepal
390760 - Poly(ethylene terephthalate),,7.50,7.50,3,,,,Nepal
390770 - Poly(lactic acid),,7.50,7.50,1,,,,Nepal
390791 -- Unsaturated,,7.50,7.50,6,,,,Nepal
390799 -- Other,,7.50,7.50,3,,,,Nepal
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",37,10.00,10.00,2,,,,Nepal
390890 - Other,,10.00,10.00,3,,,,Nepal
390910 - Urea resins; thiourea resins,,7.50,7.50,2,,,,Nepal
390920 - Melamine resins,,7.50,7.50,2,,,,Nepal
390930 - Other amino-resins,,7.50,7.50,2,,,,Nepal
390940 - Phenolic resins,,7.50,7.50,7,,,,Nepal
390950 - Polyurethanes,,7.50,7.50,1,,,,Nepal
391000 Silicones in primary forms.,,7.50,7.50,3,,,,Nepal
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,Nepal
391190 - Other,,7.50,7.50,2,,,,Nepal
391211 -- Non-plasticised,,7.50,7.50,5,,,,Nepal
391212 -- Plasticised,,7.50,7.50,4,,,,Nepal
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,Nepal
391231 -- Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,Nepal
391239 -- Other,,7.50,7.50,6,,,,Nepal
391290 - Other,,7.50,7.50,3,,,,Nepal
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,Nepal
391390 - Other,,7.50,7.50,5,,,,Nepal
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,Nepal
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,Nepal
391520 - Of polymers of styrene,,7.50,7.50,1,,,,Nepal
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,Nepal
391590 - Of other plastics,"10,731",7.50,7.50,17,,,,Nepal
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Nepal
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Nepal
391690 - Of other plastics,,10.00,10.00,17,,,,Nepal
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"31,355",10.00,10.00,2,,,,Nepal
391721 -- Of polymers of ethylene,"822,998",10.00,10.00,2,,,,Nepal
391722 -- Of polymers of propylene,,10.00,10.00,1,,,,Nepal
391723 -- Of polymers of vinyl chloride,"154,072",10.00,10.00,2,,,,Nepal
391729 -- Of other plastics,"22,782",10.00,10.00,6,,,,Nepal
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,Nepal
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,Nepal
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,Nepal
391739 -- Other,,10.00,10.00,3,,,,Nepal
391740 - Fittings,"134,757",10.00,10.00,1,,,,Nepal
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Nepal
391890 - Of other plastics,,10.00,10.00,3,,,,Nepal
391910 - In rolls of a width not exceeding 20 cm,"150,283",10.00,10.00,1,,,,Nepal
391990 - Other,"314,433",10.00,10.00,3,,,,Nepal
392010 - Of polymers of ethylene,"1,003,848",10.00,10.00,6,,,,Nepal
392020 - Of polymers of propylene,"1,876,567",10.00,10.00,3,,,,Nepal
392030 - Of polymers of styrene,"30,094",10.00,10.00,3,,,,Nepal
392043 -- Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,Nepal
392049 -- Other,,10.00,10.00,1,,,,Nepal
392051 -- Of poly(methyl methacrylate),,10.00,10.00,6,,,,Nepal
392059 -- Other,,10.00,10.00,6,,,,Nepal
392061 -- Of polycarbonates,,10.00,10.00,3,,,,Nepal
392062 -- Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Nepal
392063 -- Of unsaturated polyesters,,10.00,10.00,3,,,,Nepal
392069 -- Of other polyesters,,10.00,10.00,12,,,,Nepal
392071 -- Of regenerated cellulose,,10.00,10.00,7,,,,Nepal
392073 -- Of cellulose acetate,,10.00,10.00,9,,,,Nepal
392079 -- Of other cellulose derivatives,,10.00,10.00,6,,,,Nepal
392091 -- Of poly(vinyl butyral),"23,945",10.00,10.00,3,,,,Nepal
392092 -- Of polyamides,,10.00,10.00,6,,,,Nepal
392093 -- Of amino-resins,"17,232",10.00,10.00,3,,,,Nepal
392094 -- Of phenolic resins,,10.00,10.00,3,,,,Nepal
392099 -- Of other plastics,"17,808",10.00,10.00,19,,,,Nepal
392111 -- Of polymers of styrene,"15,302",10.00,10.00,1,,,,Nepal
392112 -- Of polymers of vinyl chloride,,10.00,10.00,1,,,,Nepal
392113 -- Of polyurethanes,"45,002",10.00,10.00,2,,,,Nepal
392114 -- Of regenerated cellulose,,10.00,10.00,1,,,,Nepal
392119 -- Of other plastics,"1,002,126",10.00,10.00,1,,,,Nepal
392190 - Other,"108,532",10.00,10.00,22,,,,Nepal
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Nepal
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Nepal
392290 - Other,231,10.00,10.00,1,,,,Nepal
"392310 - Boxes, cases, crates and similar articles","128,412",10.00,10.00,5,,,,Nepal
392321 -- Of polymers of ethylene,,10.00,10.00,1,,,,Nepal
392329 -- Of other plastics,"76,854",10.00,10.00,2,,,,Nepal
"392330 - Carboys, bottles, flasks and similar articles","3,537,755",10.00,10.00,2,,,,Nepal
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,Nepal
"392350 - Stoppers, lids, caps and other closures","2,864,268",10.00,10.00,2,,,,Nepal
392390 - Other,"60,924",10.00,10.00,3,,,,Nepal
392410 - Tableware and kitchenware,"8,934",10.00,10.00,2,,,,Nepal
392490 - Other,"18,567",10.00,10.00,3,,,,Nepal
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,Nepal
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,Nepal
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,Nepal
392590 - Other,,10.00,10.00,2,,,,Nepal
392610 - Office or school supplies,"382,086",10.00,10.00,4,,,,Nepal
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","398,663",10.00,10.00,10,,,,Nepal
"392630 - Fittings for furniture, coachwork or the like","1,344",10.00,10.00,2,,,,Nepal
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,Nepal
392690 - Other,"62,454,222",10.00,10.00,16,,,,Nepal
,2011,"61,741,743",9.03,9.03,411,,,,Nepal
390110 - Polyethylene having a specific gravity of less than 0.94,,6.25,6.25,2,,,,Nepal
390120 - Polyethylene having a specific gravity of 0.94 or more,,7.50,7.50,1,,,,Nepal
390130 - Ethylene-vinyl acetate copolymers,,5.00,5.00,1,,,,Nepal
390190 - Other,,6.25,6.25,2,,,,Nepal
390210 - Polypropylene,,5.00,5.00,1,,,,Nepal
390220 - Polyisobutylene,,7.50,7.50,1,,,,Nepal
390230 - Propylene copolymers,,5.00,5.00,1,,,,Nepal
390290 - Other,,5.00,5.00,1,,,,Nepal
390311 -- Expansible,,5.00,5.00,1,,,,Nepal
390319 -- Other,,5.00,5.00,2,,,,Nepal
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,5.00,1,,,,Nepal
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,5.00,5.00,1,,,,Nepal
390390 - Other,,5.00,5.00,3,,,,Nepal
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,7.50,2,,,,Nepal
390421 -- Non-plasticised,,7.50,7.50,2,,,,Nepal
390422 -- Plasticised,,7.50,7.50,2,,,,Nepal
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,7.50,2,,,,Nepal
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,Nepal
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,Nepal
390461 -- Polytetrafluoroethylene,,7.50,7.50,1,,,,Nepal
390469 -- Other,,7.50,7.50,2,,,,Nepal
390490 - Other,,7.50,7.50,1,,,,Nepal
390512 -- In aqueous dispersion,,7.50,7.50,3,,,,Nepal
390519 -- Other,"27,433",7.50,7.50,3,,,,Nepal
390521 -- In aqueous dispersion,,7.50,7.50,1,,,,Nepal
390529 -- Other,,7.50,7.50,1,,,,Nepal
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,Nepal
390591 -- Copolymers,,7.50,7.50,1,,,,Nepal
390599 -- Other,,7.50,7.50,2,,,,Nepal
390610 - Poly(methyl methacrylate),"27,403",7.50,7.50,2,,,,Nepal
390690 - Other,,7.50,7.50,4,,,,Nepal
390710 - Polyacetals,,7.50,7.50,1,,,,Nepal
390720 - Other polyethers,,7.50,7.50,2,,,,Nepal
390730 - Epoxide resins,"18,145",7.50,7.50,2,,,,Nepal
390740 - Polycarbonates,,7.50,7.50,1,,,,Nepal
390750 - Alkyd resins,,7.50,7.50,1,,,,Nepal
390760 - Poly(ethylene terephthalate),,7.50,7.50,3,,,,Nepal
390770 - Poly(lactic acid),,7.50,7.50,1,,,,Nepal
390791 -- Unsaturated,,7.50,7.50,6,,,,Nepal
390799 -- Other,,7.50,7.50,3,,,,Nepal
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,Nepal
390890 - Other,,10.00,10.00,3,,,,Nepal
390910 - Urea resins; thiourea resins,,7.50,7.50,2,,,,Nepal
390920 - Melamine resins,,7.50,7.50,2,,,,Nepal
390930 - Other amino-resins,"2,959",7.50,7.50,2,,,,Nepal
390940 - Phenolic resins,,7.50,7.50,7,,,,Nepal
390950 - Polyurethanes,,7.50,7.50,1,,,,Nepal
391000 Silicones in primary forms.,,7.50,7.50,3,,,,Nepal
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,Nepal
391190 - Other,,7.50,7.50,2,,,,Nepal
391211 -- Non-plasticised,,7.50,7.50,5,,,,Nepal
391212 -- Plasticised,,7.50,7.50,4,,,,Nepal
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,Nepal
391231 -- Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,Nepal
391239 -- Other,,7.50,7.50,6,,,,Nepal
391290 - Other,,7.50,7.50,3,,,,Nepal
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,Nepal
391390 - Other,,7.50,7.50,5,,,,Nepal
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,Nepal
391510 - Of polymers of ethylene,"21,864",7.50,7.50,1,,,,Nepal
391520 - Of polymers of styrene,,7.50,7.50,1,,,,Nepal
391530 - Of polymers of vinyl chloride,"1,205",7.50,7.50,2,,,,Nepal
391590 - Of other plastics,"4,480",7.50,7.50,17,,,,Nepal
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Nepal
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Nepal
391690 - Of other plastics,,10.00,10.00,17,,,,Nepal
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"14,405",10.00,10.00,2,,,,Nepal
391721 -- Of polymers of ethylene,"376,257",10.00,10.00,2,,,,Nepal
391722 -- Of polymers of propylene,,10.00,10.00,1,,,,Nepal
391723 -- Of polymers of vinyl chloride,"84,381",10.00,10.00,2,,,,Nepal
391729 -- Of other plastics,"83,558",10.00,10.00,6,,,,Nepal
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,Nepal
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","20,309",10.00,10.00,3,,,,Nepal
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","5,413",10.00,10.00,1,,,,Nepal
391739 -- Other,,10.00,10.00,3,,,,Nepal
391740 - Fittings,"20,199",10.00,10.00,1,,,,Nepal
391810 - Of polymers of vinyl chloride,"144,319",10.00,10.00,2,,,,Nepal
391890 - Of other plastics,,10.00,10.00,3,,,,Nepal
391910 - In rolls of a width not exceeding 20 cm,"159,446",10.00,10.00,1,,,,Nepal
391990 - Other,"289,573",10.00,10.00,3,,,,Nepal
392010 - Of polymers of ethylene,"1,082,312",10.00,10.00,6,,,,Nepal
392020 - Of polymers of propylene,"7,547,944",10.00,10.00,3,,,,Nepal
392030 - Of polymers of styrene,"47,854",10.00,10.00,3,,,,Nepal
392043 -- Containing by weight not less than 6 % of plasticisers,"70,083",10.00,10.00,1,,,,Nepal
392049 -- Other,,10.00,10.00,1,,,,Nepal
392051 -- Of poly(methyl methacrylate),"41,073",10.00,10.00,6,,,,Nepal
392059 -- Other,,10.00,10.00,6,,,,Nepal
392061 -- Of polycarbonates,,10.00,10.00,3,,,,Nepal
392062 -- Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Nepal
392063 -- Of unsaturated polyesters,,10.00,10.00,3,,,,Nepal
392069 -- Of other polyesters,,10.00,10.00,12,,,,Nepal
392071 -- Of regenerated cellulose,,10.00,10.00,7,,,,Nepal
392073 -- Of cellulose acetate,,10.00,10.00,9,,,,Nepal
392079 -- Of other cellulose derivatives,,10.00,10.00,6,,,,Nepal
392091 -- Of poly(vinyl butyral),,10.00,10.00,3,,,,Nepal
392092 -- Of polyamides,,10.00,10.00,6,,,,Nepal
392093 -- Of amino-resins,,10.00,10.00,3,,,,Nepal
392094 -- Of phenolic resins,,10.00,10.00,3,,,,Nepal
392099 -- Of other plastics,"10,093",10.00,10.00,19,,,,Nepal
392111 -- Of polymers of styrene,,10.00,10.00,1,,,,Nepal
392112 -- Of polymers of vinyl chloride,,10.00,10.00,1,,,,Nepal
392113 -- Of polyurethanes,,10.00,10.00,2,,,,Nepal
392114 -- Of regenerated cellulose,,10.00,10.00,1,,,,Nepal
392119 -- Of other plastics,"741,886",10.00,10.00,1,,,,Nepal
392190 - Other,"14,139",10.00,10.00,22,,,,Nepal
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Nepal
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Nepal
392290 - Other,,10.00,10.00,1,,,,Nepal
"392310 - Boxes, cases, crates and similar articles","10,274",10.00,10.00,5,,,,Nepal
392321 -- Of polymers of ethylene,"13,758",10.00,10.00,1,,,,Nepal
392329 -- Of other plastics,"173,033",10.00,10.00,2,,,,Nepal
"392330 - Carboys, bottles, flasks and similar articles","2,481,707",10.00,10.00,2,,,,Nepal
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,Nepal
"392350 - Stoppers, lids, caps and other closures","1,728,224",10.00,10.00,2,,,,Nepal
392390 - Other,"34,957",10.00,10.00,3,,,,Nepal
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,Nepal
392490 - Other,,10.00,10.00,3,,,,Nepal
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,Nepal
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,Nepal
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,Nepal
392590 - Other,,10.00,10.00,2,,,,Nepal
392610 - Office or school supplies,"106,025",10.00,10.00,4,,,,Nepal
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,Nepal
"392630 - Fittings for furniture, coachwork or the like","10,989",10.00,10.00,2,,,,Nepal
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,Nepal
392690 - Other,"46,326,043",10.00,10.00,16,,,,Nepal
,2010,"63,340,452",9.02,0.89,411,,385,,Nepal
390110 - Polyethylene having a specific gravity of less than 0.94,"31,933",6.25,0.00,2,,2,,Nepal
390120 - Polyethylene having a specific gravity of 0.94 or more,"85,648",7.50,0.00,1,,1,,Nepal
390130 - Ethylene-vinyl acetate copolymers,,5.00,0.00,1,,1,,Nepal
390190 - Other,"68,326",6.25,0.00,2,,2,,Nepal
390210 - Polypropylene,"34,421",5.00,0.00,1,,1,,Nepal
390220 - Polyisobutylene,,7.50,0.00,1,,1,,Nepal
390230 - Propylene copolymers,,5.00,0.00,1,,1,,Nepal
390290 - Other,,5.00,0.00,1,,1,,Nepal
390311 -- Expansible,,5.00,0.00,1,,1,,Nepal
390319 -- Other,,5.00,0.00,2,,2,,Nepal
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,0.00,1,,1,,Nepal
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,5.00,0.00,1,,1,,Nepal
390390 - Other,,5.00,0.00,3,,3,,Nepal
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,0.00,2,,2,,Nepal
390421 -- Non-plasticised,"6,775",7.50,0.00,2,,2,,Nepal
390422 -- Plasticised,,7.50,0.00,2,,2,,Nepal
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,0.00,2,,2,,Nepal
390440 - Other vinyl chloride copolymers,,7.50,0.00,1,,1,,Nepal
390450 - Vinylidene chloride polymers,,7.50,0.00,2,,2,,Nepal
390461 -- Polytetrafluoroethylene,,7.50,0.00,1,,1,,Nepal
390469 -- Other,,7.50,0.00,2,,2,,Nepal
390490 - Other,,7.50,0.00,1,,1,,Nepal
390512 -- In aqueous dispersion,,7.50,0.00,3,,3,,Nepal
390519 -- Other,"67,540",7.50,0.00,3,,3,,Nepal
390521 -- In aqueous dispersion,,7.50,0.00,1,,1,,Nepal
390529 -- Other,,7.50,0.00,1,,1,,Nepal
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,0.00,1,,1,,Nepal
390591 -- Copolymers,,7.50,0.00,1,,1,,Nepal
390599 -- Other,,7.50,0.00,2,,2,,Nepal
390610 - Poly(methyl methacrylate),,7.50,0.00,2,,2,,Nepal
390690 - Other,,7.50,0.00,4,,4,,Nepal
390710 - Polyacetals,,7.50,0.00,1,,1,,Nepal
390720 - Other polyethers,,7.50,0.00,2,,2,,Nepal
390730 - Epoxide resins,,7.50,0.00,2,,2,,Nepal
390740 - Polycarbonates,,5.00,0.00,1,,1,,Nepal
390750 - Alkyd resins,,7.50,0.00,1,,1,,Nepal
390760 - Poly(ethylene terephthalate),,7.50,0.00,3,,3,,Nepal
390770 - Poly(lactic acid),,7.50,0.00,1,,1,,Nepal
390791 -- Unsaturated,,7.50,0.00,6,,6,,Nepal
390799 -- Other,,7.50,0.00,3,,3,,Nepal
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,0.00,2,,2,,Nepal
390890 - Other,,10.00,0.00,3,,3,,Nepal
390910 - Urea resins; thiourea resins,490,7.50,0.00,2,,2,,Nepal
390920 - Melamine resins,,7.50,0.00,2,,2,,Nepal
390930 - Other amino-resins,,7.50,0.00,2,,2,,Nepal
390940 - Phenolic resins,,7.50,0.00,7,,7,,Nepal
390950 - Polyurethanes,,7.50,0.00,1,,1,,Nepal
391000 Silicones in primary forms.,"3,742",7.50,0.00,3,,3,,Nepal
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,0.00,2,,2,,Nepal
391190 - Other,,7.50,0.00,2,,2,,Nepal
391211 -- Non-plasticised,,7.50,0.00,5,,5,,Nepal
391212 -- Plasticised,,7.50,0.00,4,,4,,Nepal
391220 - Cellulose nitrates (including collodions),,7.50,0.00,4,,4,,Nepal
391231 -- Carboxymethylcellulose and its salts,,7.50,0.00,1,,1,,Nepal
391239 -- Other,,7.50,0.00,6,,6,,Nepal
391290 - Other,,7.50,0.00,3,,3,,Nepal
"391310 - Alginic acid, its salts and esters",,7.50,0.00,2,,2,,Nepal
391390 - Other,,7.50,0.00,5,,5,,Nepal
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,0.00,3,,3,,Nepal
391510 - Of polymers of ethylene,,7.50,0.00,1,,1,,Nepal
391520 - Of polymers of styrene,,7.50,0.00,1,,1,,Nepal
391530 - Of polymers of vinyl chloride,,7.50,0.00,2,,2,,Nepal
391590 - Of other plastics,"1,676",7.50,0.00,17,,17,,Nepal
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Nepal
391620 - Of polymers of vinyl chloride,"32,971",10.00,10.00,4,,,,Nepal
391690 - Of other plastics,,10.00,10.00,17,,,,Nepal
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"75,710",10.00,0.00,2,,2,,Nepal
391721 -- Of polymers of ethylene,"372,707",10.00,0.00,2,,2,,Nepal
391722 -- Of polymers of propylene,23,10.00,0.00,1,,1,,Nepal
391723 -- Of polymers of vinyl chloride,"149,470",10.00,0.00,2,,2,,Nepal
391729 -- Of other plastics,"305,527",10.00,0.00,6,,6,,Nepal
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,0.00,1,,1,,Nepal
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","3,836",10.00,6.67,3,,1,,Nepal
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,0.00,1,,1,,Nepal
391739 -- Other,"82,243",10.00,0.00,3,,3,,Nepal
391740 - Fittings,"24,454",10.00,0.00,1,,1,,Nepal
391810 - Of polymers of vinyl chloride,"76,179",10.00,0.00,2,,2,,Nepal
391890 - Of other plastics,"18,175",10.00,0.00,3,,3,,Nepal
391910 - In rolls of a width not exceeding 20 cm,"179,424",10.00,0.00,1,,1,,Nepal
391990 - Other,"274,319",10.00,0.00,3,,3,,Nepal
392010 - Of polymers of ethylene,"1,458,233",10.00,0.00,6,,6,,Nepal
392020 - Of polymers of propylene,"1,949,143",10.00,0.00,3,,3,,Nepal
392030 - Of polymers of styrene,"25,797",10.00,0.00,3,,3,,Nepal
392043 -- Containing by weight not less than 6 % of plasticisers,"273,484",10.00,0.00,1,,1,,Nepal
392049 -- Other,"86,382",10.00,0.00,1,,1,,Nepal
392051 -- Of poly(methyl methacrylate),"39,491",10.00,0.00,6,,6,,Nepal
392059 -- Other,,10.00,0.00,6,,6,,Nepal
392061 -- Of polycarbonates,,10.00,0.00,3,,3,,Nepal
392062 -- Of poly(ethylene terephthalate),,10.00,0.00,3,,3,,Nepal
392063 -- Of unsaturated polyesters,,10.00,0.00,3,,3,,Nepal
392069 -- Of other polyesters,,10.00,2.50,12,,12,,Nepal
392071 -- Of regenerated cellulose,,10.00,2.50,7,,7,,Nepal
392073 -- Of cellulose acetate,,10.00,0.00,9,,9,,Nepal
392079 -- Of other cellulose derivatives,,10.00,0.00,6,,6,,Nepal
392091 -- Of poly(vinyl butyral),,10.00,0.00,3,,3,,Nepal
392092 -- Of polyamides,,10.00,0.00,6,,6,,Nepal
392093 -- Of amino-resins,,10.00,0.00,3,,3,,Nepal
392094 -- Of phenolic resins,,10.00,0.00,3,,3,,Nepal
392099 -- Of other plastics,"34,776",10.00,2.50,19,,19,,Nepal
392111 -- Of polymers of styrene,"3,650",10.00,0.00,1,,1,,Nepal
392112 -- Of polymers of vinyl chloride,,10.00,0.00,1,,1,,Nepal
392113 -- Of polyurethanes,"41,036",10.00,0.00,2,,2,,Nepal
