Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,10.00,10.00,1,,,,Cambodia
170390 - Other,,10.00,10.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2016,,35.37,6.59,41,,41,,Cambodia
170112 -- Beet sugar,,60.00,0.00,1,,1,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Cambodia
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Cambodia
170199 -- Other,,60.00,30.00,2,,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Cambodia
170219 -- Other,,25.00,0.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,0.00,1,,1,,Cambodia
170390 - Other,,10.00,0.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Cambodia
170490 - Other,,30.00,0.00,4,,4,,Cambodia
,2015,,35.37,6.59,41,,41,,Cambodia
170112 -- Beet sugar,,60.00,0.00,1,,1,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Cambodia
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Cambodia
170199 -- Other,,60.00,30.00,2,,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Cambodia
170219 -- Other,,25.00,0.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,0.00,1,,1,,Cambodia
170390 - Other,,10.00,0.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Cambodia
170490 - Other,,30.00,0.00,4,,4,,Cambodia
,2014,,35.37,6.59,41,,41,,Cambodia
170112 -- Beet sugar,,60.00,0.00,1,,1,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Cambodia
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Cambodia
170199 -- Other,,60.00,30.00,2,,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Cambodia
170219 -- Other,,25.00,0.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,0.00,1,,1,,Cambodia
170390 - Other,,10.00,0.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Cambodia
170490 - Other,,30.00,0.00,4,,4,,Cambodia
,2013,,35.37,7.32,41,,41,,Cambodia
170112 -- Beet sugar,,60.00,30.00,1,,1,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Cambodia
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Cambodia
170199 -- Other,,60.00,30.00,2,,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Cambodia
170219 -- Other,,25.00,0.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,0.00,1,,1,,Cambodia
170390 - Other,,10.00,0.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Cambodia
170490 - Other,,30.00,0.00,4,,4,,Cambodia
,2012,,35.37,7.32,41,,41,,Cambodia
170112 -- Beet sugar,,60.00,30.00,1,,1,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Cambodia
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Cambodia
170199 -- Other,,60.00,30.00,2,,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Cambodia
170219 -- Other,,25.00,0.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,0.00,1,,1,,Cambodia
170390 - Other,,10.00,0.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Cambodia
170490 - Other,,30.00,0.00,4,,4,,Cambodia
,2011,,35.37,35.37,41,,,,Cambodia
170112 -- Beet sugar,,60.00,60.00,1,,,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Cambodia
170114 -- Other cane sugar,,60.00,60.00,3,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Cambodia
170199 -- Other,,60.00,60.00,2,,,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Cambodia
170219 -- Other,,25.00,25.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,10.00,10.00,1,,,,Cambodia
170390 - Other,,10.00,10.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2010,,33.42,16.68,38,,38,,Cambodia
170111 -- Cane sugar,,60.00,42.00,3,,3,,Cambodia
170112 -- Beet sugar,,60.00,42.00,1,,1,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,42.00,1,,1,,Cambodia
170199 -- Other,,60.00,42.00,2,,2,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,10.00,2,,2,,Cambodia
170219 -- Other,,25.00,10.00,2,,2,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,12.00,2,,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,12.00,4,,4,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,12.00,4,,4,,Cambodia
170250 - Chemically pure fructose,,30.00,12.00,1,,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,12.00,2,,2,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,12.00,6,,6,,Cambodia
170310 - Cane molasses,,10.00,4.00,1,,1,,Cambodia
170390 - Other,,10.00,4.00,2,,2,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,12.00,1,,1,,Cambodia
170490 - Other,,30.00,12.00,4,,4,,Cambodia
,2009,,40.90,40.90,39,,,,Cambodia
170111 -- Cane sugar,,100.00,100.00,3,,,,Cambodia
170112 -- Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 -- Other,,60.00,60.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Cambodia
170219 -- Other,,30.00,30.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,30.00,30.00,1,,,,Cambodia
170390 - Other,,30.00,30.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,33.00,33.00,5,,,,Cambodia
,2008,,33.42,33.42,38,,,,Cambodia
170111 -- Cane sugar,,60.00,60.00,3,,,,Cambodia
170112 -- Beet sugar,,60.00,60.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Cambodia
170199 -- Other,,60.00,60.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Cambodia
170219 -- Other,,25.00,25.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,10.00,10.00,1,,,,Cambodia
170390 - Other,,10.00,10.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2007,,33.42,33.42,38,,,,Cambodia
170111 -- Cane sugar,,60.00,60.00,3,,,,Cambodia
170112 -- Beet sugar,,60.00,60.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Cambodia
170199 -- Other,,60.00,60.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Cambodia
170219 -- Other,,25.00,25.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,10.00,10.00,1,,,,Cambodia
170390 - Other,,10.00,10.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2006,,33.42,33.42,38,,,,Cambodia
170111 -- Cane sugar,,60.00,60.00,3,,,,Cambodia
170112 -- Beet sugar,,60.00,60.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Cambodia
170199 -- Other,,60.00,60.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Cambodia
170219 -- Other,,25.00,25.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,10.00,10.00,1,,,,Cambodia
170390 - Other,,10.00,10.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2005,,43.29,43.29,38,,,,Cambodia
170111 -- Cane sugar,,100.00,100.00,3,,,,Cambodia
170112 -- Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 -- Other,,100.00,100.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Cambodia
170219 -- Other,,30.00,30.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,30.00,30.00,1,,,,Cambodia
170390 - Other,,30.00,30.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2004,,43.29,43.29,38,,,,Cambodia
170111 -- Cane sugar,,100.00,100.00,3,,,,Cambodia
170112 -- Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 -- Other,,100.00,100.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Cambodia
170219 -- Other,,30.00,30.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,30.00,30.00,1,,,,Cambodia
170390 - Other,,30.00,30.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2003,,43.29,43.29,38,,,,Cambodia
170111 -- Cane sugar,,100.00,100.00,3,,,,Cambodia
170112 -- Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 -- Other,,100.00,100.00,2,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Cambodia
170219 -- Other,,30.00,30.00,2,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Cambodia
170310 - Cane molasses,,30.00,30.00,1,,,,Cambodia
170390 - Other,,30.00,30.00,2,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,4,,,,Cambodia
,2002,,48.44,48.44,16,,,,Cambodia
170111 -- Cane sugar,,100.00,100.00,1,,,,Cambodia
170112 -- Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 -- Other,,100.00,100.00,1,,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,Cambodia
170219 -- Other,,30.00,30.00,1,,,,Cambodia
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Cambodia
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,Cambodia
170310 - Cane molasses,,30.00,30.00,1,,,,Cambodia
170390 - Other,,30.00,30.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Cambodia
170490 - Other,,30.00,30.00,1,,,,Cambodia
,2001,,51.25,51.25,16,,,,Cambodia
170111 - - Cane sugar,,100.00,100.00,1,,,,Cambodia
170112 - - Beet sugar,,100.00,100.00,1,,,,Cambodia
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Cambodia
170199 - - Other,,100.00,100.00,1,,,,Cambodia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,Cambodia
170219 - - Other,,35.00,35.00,1,,,,Cambodia
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,Cambodia
170250 - Chemically pure fructose,,35.00,35.00,1,,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,Cambodia
"170290 - Other, including invert sugar",,35.00,35.00,1,,,,Cambodia
170310 - Cane molasses,,35.00,35.00,1,,,,Cambodia
170390 - Other,,35.00,35.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,35.00,35.00,1,,,,Cambodia
170490 - Other,,35.00,35.00,1,,,,Cambodia
,2000,,39.75,39.75,16,,,,Cambodia
170111 - - Cane sugar,,60.00,60.00,1,,,,Cambodia
170112 - - Beet sugar,,60.00,60.00,1,,,,Cambodia
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Cambodia
170199 - - Other,,60.00,60.00,1,,,,Cambodia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,Cambodia
170219 - - Other,,27.50,27.50,1,,,,Cambodia
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,Cambodia
