Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","12,053",30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,"5,043",30.00,30.00,4,,,,South Africa
,2014,"5,049",35.37,35.37,41,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,South Africa
170114 -- Other cane sugar,,60.00,60.00,3,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","2,774",30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,"2,275",30.00,30.00,4,,,,South Africa
,2013,"7,480",35.37,35.37,41,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,South Africa
170114 -- Other cane sugar,,60.00,60.00,3,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,228,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","7,252",30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,,30.00,30.00,4,,,,South Africa
,2012,942,35.37,35.37,41,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,South Africa
170114 -- Other cane sugar,,60.00,60.00,3,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",942,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,,30.00,30.00,4,,,,South Africa
,2011,"299,274",35.37,35.37,41,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,South Africa
170114 -- Other cane sugar,,60.00,60.00,3,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","248,164",25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","27,019",30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,"24,091",30.00,30.00,4,,,,South Africa
,2010,"2,636,462",33.42,33.42,38,,,,South Africa
170111 -- Cane sugar,,60.00,60.00,3,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,"2,611,267",60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","24,257",25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",939,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,,30.00,30.00,4,,,,South Africa
,2009,"11,816,247",40.90,40.90,39,,,,South Africa
170111 -- Cane sugar,"11,815,069",100.00,100.00,3,,,,South Africa
170112 -- Beet sugar,,100.00,100.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,South Africa
170219 -- Other,,30.00,30.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,30.00,30.00,1,,,,South Africa
170390 - Other,,30.00,30.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,"1,178",33.00,33.00,5,,,,South Africa
,2008,133,33.42,33.42,38,,,,South Africa
170111 -- Cane sugar,,60.00,60.00,3,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,133,30.00,30.00,4,,,,South Africa
,2007,752,33.42,33.42,38,,,,South Africa
170111 -- Cane sugar,,60.00,60.00,3,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,752,30.00,30.00,4,,,,South Africa
,2006,"3,191",33.42,33.42,38,,,,South Africa
170111 -- Cane sugar,,60.00,60.00,3,,,,South Africa
170112 -- Beet sugar,,60.00,60.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 -- Other,,60.00,60.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,South Africa
170219 -- Other,,25.00,25.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",24,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,South Africa
170490 - Other,"3,167",30.00,30.00,4,,,,South Africa
,2005,"13,422,878",43.29,43.29,38,,,,South Africa
170111 -- Cane sugar,"13,421,351",100.00,100.00,3,,,,South Africa
170112 -- Beet sugar,,100.00,100.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 -- Other,,100.00,100.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,South Africa
170219 -- Other,,30.00,30.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,30.00,30.00,1,,,,South Africa
170390 - Other,,30.00,30.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,South Africa
170490 - Other,"1,527",30.00,30.00,4,,,,South Africa
,2004,"11,306,591",43.29,43.29,38,,,,South Africa
170111 -- Cane sugar,"11,300,440",100.00,100.00,3,,,,South Africa
170112 -- Beet sugar,,100.00,100.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 -- Other,,100.00,100.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,South Africa
170219 -- Other,,30.00,30.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",115,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,30.00,30.00,1,,,,South Africa
170390 - Other,,30.00,30.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",307,45.00,45.00,1,,,,South Africa
170490 - Other,"5,728",30.00,30.00,4,,,,South Africa
,2003,"13,058,684",43.29,43.29,38,,,,South Africa
170111 -- Cane sugar,"13,015,788",100.00,100.00,3,,,,South Africa
170112 -- Beet sugar,,100.00,100.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 -- Other,,100.00,100.00,2,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,South Africa
170219 -- Other,"42,896",30.00,30.00,2,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,South Africa
170310 - Cane molasses,,30.00,30.00,1,,,,South Africa
170390 - Other,,30.00,30.00,2,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,South Africa
170490 - Other,,30.00,30.00,4,,,,South Africa
,2002,"39,668",48.44,48.44,16,,,,South Africa
170111 -- Cane sugar,,100.00,100.00,1,,,,South Africa
170112 -- Beet sugar,,100.00,100.00,1,,,,South Africa
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 -- Other,,100.00,100.00,1,,,,South Africa
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,South Africa
170219 -- Other,"39,668",30.00,30.00,1,,,,South Africa
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,South Africa
170250 - Chemically pure fructose,,30.00,30.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,South Africa
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,South Africa
170310 - Cane molasses,,30.00,30.00,1,,,,South Africa
170390 - Other,,30.00,30.00,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,South Africa
170490 - Other,,30.00,30.00,1,,,,South Africa
,2001,,51.25,51.25,16,,,,South Africa
170111 - - Cane sugar,,100.00,100.00,1,,,,South Africa
170112 - - Beet sugar,,100.00,100.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,South Africa
170199 - - Other,,100.00,100.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,South Africa
170219 - - Other,,35.00,35.00,1,,,,South Africa
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,South Africa
170250 - Chemically pure fructose,,35.00,35.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,South Africa
"170290 - Other, including invert sugar",,35.00,35.00,1,,,,South Africa
170310 - Cane molasses,,35.00,35.00,1,,,,South Africa
170390 - Other,,35.00,35.00,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,35.00,35.00,1,,,,South Africa
170490 - Other,,35.00,35.00,1,,,,South Africa
,2000,"666,186",39.75,39.75,16,,,,South Africa
170111 - - Cane sugar,"662,201",60.00,60.00,1,,,,South Africa
170112 - - Beet sugar,,60.00,60.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,South Africa
170199 - - Other,,60.00,60.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,South Africa
170219 - - Other,,27.50,27.50,1,,,,South Africa
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,38.50,38.50,1,,,,South Africa
170250 - Chemically pure fructose,,38.50,38.50,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,38.50,38.50,1,,,,South Africa
"170290 - Other, including invert sugar",,38.50,38.50,1,,,,South Africa
170310 - Cane molasses,,16.50,16.50,1,,,,South Africa
170390 - Other,,16.50,16.50,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,38.50,38.50,1,,,,South Africa
