Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"170410 - Chewing gum, whether or not sugar-coated","939,850",,,2,2,,,Brazil
170490 - Other,"1,719,228",13.40,13.40,10,9,,,Brazil
,2014,"108,487,099",6.84,6.84,44,39,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"1,449,930",,,2,2,,,Brazil
170114 -- Other cane sugar,"70,182,181",,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"113,066",,,1,1,,,Brazil
170199 -- Other,"33,105,269",,,2,2,,,Brazil
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",94,,,1,1,,,Brazil
170219 -- Other,419,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,33,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","62,635",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",53,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","21,989",12.80,12.80,8,7,,,Brazil
170310 - Cane molasses,"440,416",0.00,0.00,1,,,,Brazil
170390 - Other,291,0.00,0.00,1,,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","859,519",,,2,2,,,Brazil
170490 - Other,"2,251,203",13.40,13.40,10,9,,,Brazil
,2013,"479,224,633",6.84,6.84,44,39,14,12,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"3,072,537",,,2,2,,,Brazil
170114 -- Other cane sugar,"407,241,186",,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"71,208",,,1,1,,,Brazil
170199 -- Other,"64,477,420",,,2,2,,,Brazil
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",93,,,1,1,,,Brazil
170219 -- Other,146,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,40,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","70,080",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,1,1,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","3,661",12.80,12.80,8,7,1,,Brazil
170310 - Cane molasses,"698,765",0.00,0.00,1,,,,Brazil
170390 - Other,"25,910",0.00,0.00,1,,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,190,943",,,2,2,2,2,Brazil
170490 - Other,"2,372,645",13.40,13.40,10,9,10,9,Brazil
,2012,"505,625,654",6.84,6.84,44,39,14,12,Brazil
170112 -- Beet sugar,"25,707",,,2,2,,,Brazil
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"2,113,920",,,2,2,,,Brazil
170114 -- Other cane sugar,"468,208,265",,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"4,306",,,1,1,,,Brazil
170199 -- Other,"32,372,564",,,2,2,,,Brazil
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",54,,,1,1,,,Brazil
170219 -- Other,437,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,51,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","47,063",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,1,1,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,812",,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",188,12.80,12.80,8,7,1,,Brazil
170310 - Cane molasses,"206,362",0.00,0.00,1,,,,Brazil
170390 - Other,,0.00,0.00,1,,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,116,607",,,2,2,2,2,Brazil
170490 - Other,"1,528,317",13.40,13.40,10,9,10,9,Brazil
,2011,"988,815,747",11.40,11.40,42,39,14,12,Brazil
170111 -- Cane sugar,"889,776,339",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"1,155",,,1,1,,,Brazil
170199 -- Other,"95,291,559",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,824",,,1,1,,,Brazil
170219 -- Other,376,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","97,370",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,"20,741",,,1,1,1,1,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","2,018",12.80,12.80,8,7,1,,Brazil
170310 - Cane molasses,"325,436",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,380,001",,,2,2,2,2,Brazil
170490 - Other,"1,918,928",13.40,13.40,10,9,10,9,Brazil
,2010,"328,874,393",11.40,11.40,42,39,,,Brazil
170111 -- Cane sugar,"301,006,124",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"31,764",,,1,1,,,Brazil
170199 -- Other,"16,931,496",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","10,606",,,1,1,,,Brazil
170219 -- Other,"50,430",,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","100,223",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","9,267",12.80,12.80,8,7,,,Brazil
170310 - Cane molasses,"6,244,776",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","2,073,554",,,2,2,,,Brazil
170490 - Other,"2,416,155",13.40,13.40,10,9,,,Brazil
,2009,"210,741,643",11.40,11.40,42,39,,,Brazil
170111 -- Cane sugar,"184,908,106",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"108,181",,,1,1,,,Brazil
170199 -- Other,"14,771,448",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",14,,,1,1,,,Brazil
170219 -- Other,"16,305",,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","62,362",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",307,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",42,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","17,184",12.80,12.80,8,7,,,Brazil
170310 - Cane molasses,"5,760,092",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,847,454",,,2,2,,,Brazil
170490 - Other,"3,250,149",13.40,13.40,10,9,,,Brazil
,2008,"301,148,848",11.40,11.40,42,39,,,Brazil
170111 -- Cane sugar,"275,004,885",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"108,456",,,1,1,,,Brazil
170199 -- Other,"18,118,065",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","79,628",,,3,3,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,421",,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","32,856",12.80,12.80,8,7,,,Brazil
170310 - Cane molasses,"2,142,689",,,1,1,,,Brazil
170390 - Other,967,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,671,000",,,2,2,,,Brazil
170490 - Other,"3,988,882",13.40,13.40,10,9,,,Brazil
,2007,"191,193,960",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"169,875,476",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"105,789",,,1,1,,,Brazil
170199 -- Other,"15,374,666",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","121,125",,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,549",,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,974",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"54,094",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","2,508,248",,,4,4,,,Brazil
170490 - Other,"3,151,040",13.40,13.40,10,9,,,Brazil
,2006,"38,425,905",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"23,112,645",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"161,759",,,1,1,,,Brazil
170199 -- Other,"6,641,898",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","64,123",,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","18,482",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"3,333,856",,,1,1,,,Brazil
170390 - Other,63,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,791,578",,,4,4,,,Brazil
170490 - Other,"3,301,500",13.40,13.40,10,9,,,Brazil
,2005,"44,840,108",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"25,751,909",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"95,970",,,1,1,,,Brazil
170199 -- Other,"4,120,110",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,853,448",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"6,577,519",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","1,636,054",,,4,4,,,Brazil
170490 - Other,"4,805,099",13.40,13.40,10,9,,,Brazil
,2004,"42,264,359",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"23,487,759",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"125,534",,,1,1,,,Brazil
170199 -- Other,"11,247,619",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","556,944",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"2,269,061",,,1,1,,,Brazil
170390 - Other,"764,004",,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","600,107",,,4,4,,,Brazil
170490 - Other,"3,213,330",13.40,13.40,10,9,,,Brazil
,2003,"27,216,830",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"16,829,088",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"70,327",,,1,1,,,Brazil
170199 -- Other,"4,020,748",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","6,267",,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","25,622",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"4,396,725",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","215,030",,,4,4,,,Brazil
170490 - Other,"1,653,023",13.40,13.40,10,9,,,Brazil
,2002,"13,578,878",11.40,11.40,47,44,,,Brazil
170111 -- Cane sugar,"9,900,911",,,2,2,,,Brazil
170112 -- Beet sugar,,,,2,2,,,Brazil
170191 -- Containing added flavouring or colouring matter,"37,840",,,1,1,,,Brazil
170199 -- Other,"2,562,646",,,2,2,,,Brazil
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 -- Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",794,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Brazil
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","46,097",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"57,616",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","203,379",,,4,4,,,Brazil
170490 - Other,"769,594",13.40,13.40,10,9,,,Brazil
,2001,"20,849,566",11.40,11.40,47,44,,,Brazil
170111 - - Cane sugar,"17,284,186",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,"19,540",,,1,1,,,Brazil
170199 - - Other,"2,464,037",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",116,,,1,1,,,Brazil
170219 - - Other,"1,925",,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","6,501",,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","5,848",,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Brazil
"170290 - Other, including invert sugar","7,262",12.80,12.80,9,8,,,Brazil
170310 - Cane molasses,"216,029",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","125,262",,,4,4,,,Brazil
170490 - Other,"718,859",13.40,13.40,10,9,,,Brazil
,2000,"16,078,698",11.87,11.87,47,44,,,Brazil
170111 - - Cane sugar,"14,309,529",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,"28,322",,,1,1,,,Brazil
170199 - - Other,"906,135",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 - - Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Brazil
"170290 - Other, including invert sugar","17,342",13.40,13.40,9,8,,,Brazil
170310 - Cane molasses,"95,706",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","97,283",,,4,4,,,Brazil
170490 - Other,"624,382",14.05,14.05,10,9,,,Brazil
,1999,"16,407,288",12.80,12.80,47,44,,,Brazil
170111 - - Cane sugar,"14,020,847",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,"11,446",,,1,1,,,Brazil
170199 - - Other,"1,485,431",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 - - Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
