Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2016,"6,373",7.96,7.96,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","6,373",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.25,7.25,32,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.53,10.53,72,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.06,7.06,32,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.50,10.50,64,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2015,"96,508",7.96,7.96,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","96,508",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.25,7.25,32,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.53,10.53,72,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.06,7.06,32,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.50,10.50,64,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2014,"132,711",7.93,7.93,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","132,711",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.25,7.25,32,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.53,10.53,72,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.06,7.06,32,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.53,10.53,64,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2013,"233,205",7.93,7.93,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","233,205",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.25,7.25,32,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.53,10.53,72,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.06,7.06,32,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.53,10.53,64,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2012,"184,852",7.93,7.93,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","184,852",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.25,7.25,32,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.53,10.53,72,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.06,7.06,32,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.53,10.53,64,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2011,"170,000",7.96,7.96,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","170,000",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.45,7.45,33,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.48,10.48,71,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300431 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Russian Federation
300439 -- Other,,7.27,7.27,33,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Russian Federation
300490 - Other,,10.44,10.44,63,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Russian Federation
300590 - Other,,8.00,8.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Russian Federation
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Russian Federation
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Russian Federation
,2010,"22,000",7.96,7.96,388,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Russian Federation
300190 - Other,,4.00,4.00,5,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","22,000",3.00,3.00,22,,,,Russian Federation
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Russian Federation
300290 - Other,,6.25,6.25,8,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
300331 -- Containing insulin,,14.00,14.00,1,,,,Russian Federation
300339 -- Other,,7.45,7.45,33,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Russian Federation
300390 - Other,,10.48,10.48,71,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Russian Federation
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Russian Federation
