Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,505,576",3.00,3.00,1,,,,Russian Federation
880390 - Other,"1,845,398",35.00,35.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,35.00,35.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"2,269,010",35.00,35.00,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,35.00,35.00,1,,,,Russian Federation
,2000,"28,202,924",16.00,16.00,15,,,,Russian Federation
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Russian Federation
880190 - Other,,38.50,38.50,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,38.50,38.50,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"763,375",3.00,3.00,1,,,,Russian Federation
880390 - Other,"16,821",38.50,38.50,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,38.50,38.50,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"27,422,727",38.50,38.50,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,38.50,38.50,1,,,,Russian Federation
,1999,"1,234,429",16.60,16.60,15,,,,Russian Federation
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Russian Federation
880190 - Other,,40.00,40.00,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,40.00,40.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"660,555",3.00,3.00,1,,,,Russian Federation
880390 - Other,"573,874",40.00,40.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,40.00,40.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,40.00,40.00,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,40.00,40.00,1,,,,Russian Federation
,1998,"1,286,768",18.60,18.60,15,,,,Russian Federation
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Russian Federation
880190 - Other,,45.00,45.00,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"693,161",3.00,3.00,1,,,,Russian Federation
880390 - Other,"532,411",45.00,45.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,45.00,45.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"61,196",45.00,45.00,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,45.00,45.00,1,,,,Russian Federation
,1997,"10,371,359",18.60,18.60,15,,,,Russian Federation
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Russian Federation
880190 - Other,,45.00,45.00,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg","5,843,437",0.00,0.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"862,386",3.00,3.00,1,,,,Russian Federation
880390 - Other,"3,665,537",45.00,45.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,45.00,45.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,45.00,45.00,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,45.00,45.00,1,,,,Russian Federation
,1996,"31,191,303",21.80,21.80,15,,,,Russian Federation
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,Russian Federation
880190 - Other,,52.00,52.00,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg","10,983,741",0.00,0.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"19,904,309",52.00,52.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,5.00,5.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,5.00,5.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"211,436",5.00,5.00,1,,,,Russian Federation
880390 - Other,"91,817",52.00,52.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,52.00,52.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,52.00,52.00,1,,,,Russian Federation
880520 - Ground flying trainers and parts thereof,,52.00,52.00,1,,,,Russian Federation
