Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"9,412",30.00,30.00,1,,,,European Union
040690 - Other cheese,"1,950,386",30.00,30.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,675,30.00,30.00,1,,,,European Union
040899 -- Other,,30.00,30.00,1,,,,European Union
040900 Natural honey.,"159,785",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2006,"7,967,885",34.65,34.65,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","44,800",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","488,271",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"207,107",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"38,706",30.00,30.00,2,,,,European Union
040299 -- Other,"730,078",30.00,30.00,3,,,,European Union
040310 - Yogurt,"169,500",30.00,30.00,1,,,,European Union
040390 - Other,"29,504",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,254,979",30.00,30.00,3,,,,European Union
040490 - Other,"47,746",30.00,30.00,1,,,,European Union
040510 - Butter,"60,521",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,394,40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","688,730",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","154,823",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","412,872",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,"6,524",30.00,30.00,1,,,,European Union
040690 - Other cheese,"973,512",30.00,30.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","200,289",30.00,30.00,3,,,,European Union
040811 -- Dried,"97,749",30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,703,30.00,30.00,1,,,,European Union
040899 -- Other,,30.00,30.00,1,,,,European Union
040900 Natural honey.,"361,076",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2005,"6,236,964",34.19,34.19,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","4,288",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","390,631",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"109,455",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"22,839",30.00,30.00,2,,,,European Union
040299 -- Other,"669,190",30.00,30.00,3,,,,European Union
040310 - Yogurt,"84,274",30.00,30.00,1,,,,European Union
040390 - Other,"6,952",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,619,853",30.00,30.00,3,,,,European Union
040490 - Other,286,30.00,30.00,1,,,,European Union
040510 - Butter,"29,574",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,269,40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","241,546",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","9,647",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","496,953",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,,30.00,30.00,1,,,,European Union
040690 - Other cheese,"1,297,845",40.00,40.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","986,024",30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,"3,399",30.00,30.00,1,,,,European Union
040899 -- Other,"12,086",30.00,30.00,1,,,,European Union
040900 Natural honey.,"251,852",30.00,30.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2004,"9,439,052",34.19,34.19,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","2,258",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","414,512",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"180,406",60.00,60.00,1,,,,European Union
040229 -- Other,"24,134",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"1,914",30.00,30.00,2,,,,European Union
040299 -- Other,"155,309",30.00,30.00,3,,,,European Union
040310 - Yogurt,"64,171",30.00,30.00,1,,,,European Union
040390 - Other,"15,587",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,577,042",30.00,30.00,3,,,,European Union
040490 - Other,"5,898",30.00,30.00,1,,,,European Union
040510 - Butter,"17,130",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"4,926,411",40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","148,872",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","119,605",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","445,518",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,"7,573",30.00,30.00,1,,,,European Union
040690 - Other cheese,"621,169",40.00,40.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","695,771",30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"2,539",30.00,30.00,1,,,,European Union
040900 Natural honey.,"13,233",30.00,30.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2003,"12,341,153",34.19,34.19,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","6,754",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","3,180,952",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"619,311",60.00,60.00,1,,,,European Union
040229 -- Other,"2,994,810",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"80,484",30.00,30.00,2,,,,European Union
040299 -- Other,"331,537",30.00,30.00,3,,,,European Union
040310 - Yogurt,"47,337",30.00,30.00,1,,,,European Union
040390 - Other,314,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,449,705",30.00,30.00,3,,,,European Union
040490 - Other,"63,500",30.00,30.00,1,,,,European Union
040510 - Butter,"644,875",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"2,037,183",40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","137,459",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","128,856",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","241,602",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,"8,770",30.00,30.00,1,,,,European Union
040690 - Other cheese,"167,119",40.00,40.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","73,421",30.00,30.00,3,,,,European Union
040811 -- Dried,"76,817",30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"45,685",30.00,30.00,1,,,,European Union
040900 Natural honey.,"4,663",30.00,30.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2002,"4,037,205",32.96,32.96,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",531,30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","26,137",60.00,60.00,1,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"243,477",30.00,30.00,1,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"176,187",30.00,30.00,1,,,,European Union
040299 -- Other,"434,170",30.00,30.00,1,,,,European Union
040310 - Yogurt,"3,715",30.00,30.00,1,,,,European Union
040390 - Other,624,30.00,30.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","721,247",30.00,30.00,1,,,,European Union
040490 - Other,"24,123",30.00,30.00,1,,,,European Union
040510 - Butter,"6,514",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,30.00,30.00,1,,,,European Union
040590 - Other,"638,999",30.00,30.00,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","78,120",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","140,941",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","210,902",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,"15,492",30.00,30.00,1,,,,European Union
040690 - Other cheese,"327,843",40.00,40.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","720,980",30.00,30.00,1,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"2,511",30.00,30.00,1,,,,European Union
040900 Natural honey.,"264,693",30.00,30.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,1,,,,European Union
,2001,"2,552,896",36.85,36.85,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","2,076",35.00,35.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,147",60.00,60.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 - - Other,"479,038",35.00,35.00,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,"72,595",35.00,35.00,1,,,,European Union
040299 - - Other,"49,622",35.00,35.00,1,,,,European Union
040310 - Yogurt,516,35.00,35.00,1,,,,European Union
040390 - Other,"4,179",35.00,35.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","928,356",35.00,35.00,1,,,,European Union
040490 - Other,,35.00,35.00,1,,,,European Union
040510 - Butter,"2,132",35.00,35.00,1,,,,European Union
040520 - Dairy spreads,179,35.00,35.00,1,,,,European Union
040590 - Other,"907,636",35.00,35.00,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","26,587",35.00,35.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","3,669",35.00,35.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","13,146",35.00,35.00,1,,,,European Union
040640 - Blue-veined cheese,"4,654",35.00,35.00,1,,,,European Union
040690 - Other cheese,"42,471",35.00,35.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","14,630",35.00,35.00,1,,,,European Union
040811 - - Dried,,35.00,35.00,1,,,,European Union
040819 - - Other,,35.00,35.00,1,,,,European Union
040891 - - Dried,,35.00,35.00,1,,,,European Union
040899 - - Other,,35.00,35.00,1,,,,European Union
040900 Natural honey,266,35.00,35.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,35.00,35.00,1,,,,European Union
,2000,"2,457,902",40.09,40.09,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,38.50,38.50,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","562,807",60.00,60.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 - - Other,"398,432",38.50,38.50,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,European Union
040299 - - Other,"45,242",38.50,38.50,1,,,,European Union
040310 - Yogurt,"3,027",38.50,38.50,1,,,,European Union
040390 - Other,"1,834",38.50,38.50,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","270,807",38.50,38.50,1,,,,European Union
040490 - Other,,38.50,38.50,1,,,,European Union
040510 - Butter,"26,408",38.50,38.50,1,,,,European Union
040520 - Dairy spreads,,38.50,38.50,1,,,,European Union
040590 - Other,"1,031,625",38.50,38.50,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","1,906",38.50,38.50,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","23,050",38.50,38.50,1,,,,European Union
040640 - Blue-veined cheese,"2,825",38.50,38.50,1,,,,European Union
040690 - Other cheese,"45,970",38.50,38.50,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","40,129",38.50,38.50,1,,,,European Union
040811 - - Dried,,38.50,38.50,1,,,,European Union
040819 - - Other,,38.50,38.50,1,,,,European Union
040891 - - Dried,,38.50,38.50,1,,,,European Union
040899 - - Other,,38.50,38.50,1,,,,European Union
040900 Natural honey,"3,839",38.50,38.50,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,European Union
,1999,"22,048,108",35.44,35.44,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","1,166",38.50,38.50,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","19,986,743",0.00,0.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"9,290",0.00,0.00,1,,,,European Union
040229 - - Other,"943,036",38.50,38.50,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,European Union
040299 - - Other,"2,988",38.50,38.50,1,,,,European Union
040310 - Yogurt,932,38.50,38.50,1,,,,European Union
040390 - Other,,38.50,38.50,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","26,374",38.50,38.50,1,,,,European Union
040490 - Other,"15,210",38.50,38.50,1,,,,European Union
040510 - Butter,,38.50,38.50,1,,,,European Union
040520 - Dairy spreads,,38.50,38.50,1,,,,European Union
040590 - Other,"890,884",38.50,38.50,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","1,889",38.50,38.50,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","8,305",38.50,38.50,1,,,,European Union
040640 - Blue-veined cheese,,33.00,33.00,1,,,,European Union
040690 - Other cheese,"24,754",38.50,38.50,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","136,411",38.50,38.50,1,,,,European Union
040811 - - Dried,,38.50,38.50,1,,,,European Union
040819 - - Other,,38.50,38.50,1,,,,European Union
040891 - - Dried,,38.50,38.50,1,,,,European Union
040899 - - Other,,38.50,38.50,1,,,,European Union
040900 Natural honey,127,38.50,38.50,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,European Union
,1998,"966,109",27.78,27.78,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","160,203",0.00,0.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,European Union
040229 - - Other,"741,747",30.00,30.00,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,30.00,30.00,1,,,,European Union
040299 - - Other,,30.00,30.00,1,,,,European Union
040310 - Yogurt,355,30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","8,646",30.00,30.00,1,,,,European Union
040490 - Other,,30.00,30.00,1,,,,European Union
040510 - Butter,,30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,30.00,30.00,1,,,,European Union
040590 - Other,,30.00,30.00,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","3,320",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese,"1,459",30.00,30.00,1,,,,European Union
040690 - Other cheese,"30,837",30.00,30.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","13,093",30.00,30.00,1,,,,European Union
040811 - - Dried,,30.00,30.00,1,,,,European Union
040819 - - Other,,30.00,30.00,1,,,,European Union
040891 - - Dried,,30.00,30.00,1,,,,European Union
040899 - - Other,,30.00,30.00,1,,,,European Union
040900 Natural honey,"6,449",30.00,30.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,30.00,30.00,1,,,,European Union
,1997,"1,078,574",32.41,32.41,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,35.00,35.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","828,430",0.00,0.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"10,327",0.00,0.00,1,,,,European Union
040229 - - Other,"55,601",35.00,35.00,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,35.00,35.00,1,,,,European Union
040299 - - Other,"97,347",35.00,35.00,1,,,,European Union
040310 - Yogurt,868,35.00,35.00,1,,,,European Union
040390 - Other,,35.00,35.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","9,419",35.00,35.00,1,,,,European Union
040490 - Other,,35.00,35.00,1,,,,European Union
040510 - Butter,,35.00,35.00,1,,,,European Union
040520 - Dairy spreads,,35.00,35.00,1,,,,European Union
040590 - Other,"1,484",35.00,35.00,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,35.00,35.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,35.00,35.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","6,518",35.00,35.00,1,,,,European Union
040640 - Blue-veined cheese,"1,000",35.00,35.00,1,,,,European Union
040690 - Other cheese,"45,031",35.00,35.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","22,226",35.00,35.00,1,,,,European Union
040811 - - Dried,,35.00,35.00,1,,,,European Union
040819 - - Other,,35.00,35.00,1,,,,European Union
040891 - - Dried,,35.00,35.00,1,,,,European Union
040899 - - Other,,35.00,35.00,1,,,,European Union
040900 Natural honey,322,35.00,35.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,35.00,35.00,1,,,,European Union
,1996,"324,608",29.63,29.63,27,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,32.00,32.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,32.00,32.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,32.00,32.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","48,512",0.00,0.00,1,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"2,367",0.00,0.00,1,,,,European Union
040229 - - Other,"120,140",32.00,32.00,1,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,32.00,32.00,1,,,,European Union
040299 - - Other,"25,059",32.00,32.00,1,,,,European Union
040310 - Yogurt,,32.00,32.00,1,,,,European Union
040390 - Other,,32.00,32.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","28,557",32.00,32.00,1,,,,European Union
040490 - Other,,32.00,32.00,1,,,,European Union
040510 - Butter,"30,366",32.00,32.00,1,,,,European Union
040520 - Dairy spreads,,32.00,32.00,1,,,,European Union
040590 - Other,,32.00,32.00,1,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,32.00,32.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,32.00,32.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","10,561",32.00,32.00,1,,,,European Union
040640 - Blue-veined cheese,,32.00,32.00,1,,,,European Union
040690 - Other cheese,"57,740",32.00,32.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,32.00,32.00,1,,,,European Union
040811 - - Dried,,32.00,32.00,1,,,,European Union
040819 - - Other,646,32.00,32.00,1,,,,European Union
040891 - - Dried,,32.00,32.00,1,,,,European Union
040899 - - Other,,32.00,32.00,1,,,,European Union
040900 Natural honey,659,32.00,32.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,32.00,32.00,1,,,,European Union
