Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,South Africa
,2013,"3,318,390",9.86,9.86,214,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"18,004",10.00,10.00,4,,,,South Africa
300190 - Other,,10.00,10.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","127,277",10.00,10.00,8,,,,South Africa
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,South Africa
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,South Africa
300290 - Other,"1,425,280",10.00,10.00,5,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,South Africa
300320 - Containing other antibiotics,,10.00,10.00,1,,,,South Africa
300331 -- Containing insulin,,10.00,10.00,1,,,,South Africa
300339 -- Other,,10.00,10.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,South Africa
300390 - Other,"7,301",10.00,10.00,14,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","41,794",10.00,10.00,8,,,,South Africa
300420 - Containing other antibiotics,,10.00,10.00,29,,,,South Africa
300431 -- Containing insulin,"3,295",10.00,10.00,2,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,South Africa
300439 -- Other,,10.00,10.00,8,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",609,10.00,10.00,8,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,South Africa
300490 - Other,"1,630,893",10.00,10.00,70,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,South Africa
300590 - Other,"17,605",10.00,10.00,8,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,South Africa
300650 - First-aid boxes and kits,97,10.00,10.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","46,235",0.00,0.00,3,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,South Africa
,2012,"3,999,004",9.86,9.86,214,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"2,478",10.00,10.00,4,,,,South Africa
300190 - Other,,10.00,10.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","283,360",10.00,10.00,8,,,,South Africa
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,South Africa
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,South Africa
300290 - Other,"994,316",10.00,10.00,5,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,South Africa
300320 - Containing other antibiotics,,10.00,10.00,1,,,,South Africa
300331 -- Containing insulin,,10.00,10.00,1,,,,South Africa
300339 -- Other,,10.00,10.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,South Africa
300390 - Other,,10.00,10.00,14,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","16,453",10.00,10.00,8,,,,South Africa
300420 - Containing other antibiotics,"9,630",10.00,10.00,29,,,,South Africa
300431 -- Containing insulin,"24,292",10.00,10.00,2,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,South Africa
300439 -- Other,194,10.00,10.00,8,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","3,635",10.00,10.00,8,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,139,10.00,10.00,11,,,,South Africa
300490 - Other,"2,599,671",10.00,10.00,70,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,South Africa
300590 - Other,"64,780",10.00,10.00,8,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,56,10.00,10.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,South Africa
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,South Africa
,2011,"5,522,715",10.00,10.00,214,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"26,075",10.00,10.00,4,,,,South Africa
300190 - Other,,10.00,10.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","915,694",10.00,10.00,8,,,,South Africa
300220 - Vaccines for human medicine,"2,303",10.00,10.00,14,,,,South Africa
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,South Africa
300290 - Other,"732,153",10.00,10.00,5,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,South Africa
300320 - Containing other antibiotics,,10.00,10.00,1,,,,South Africa
300331 -- Containing insulin,,10.00,10.00,1,,,,South Africa
300339 -- Other,"20,667",10.00,10.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,South Africa
300390 - Other,"68,919",10.00,10.00,14,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,060",10.00,10.00,8,,,,South Africa
300420 - Containing other antibiotics,"143,881",10.00,10.00,29,,,,South Africa
300431 -- Containing insulin,"1,049",10.00,10.00,2,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,South Africa
300439 -- Other,496,10.00,10.00,8,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,026",10.00,10.00,8,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,South Africa
300490 - Other,"3,513,575",10.00,10.00,70,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,South Africa
300590 - Other,"6,306",10.00,10.00,8,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","13,530",10.00,10.00,2,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,South Africa
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","71,981",10.00,10.00,3,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,South Africa
,2010,"774,655",9.86,9.86,214,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"3,243",10.00,10.00,4,,,,South Africa
300190 - Other,"3,907",10.00,10.00,3,,,,South Africa
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","106,690",10.00,10.00,8,,,,South Africa
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,South Africa
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,South Africa
300290 - Other,"423,881",10.00,10.00,5,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,South Africa
300320 - Containing other antibiotics,,10.00,10.00,1,,,,South Africa
300331 -- Containing insulin,,10.00,10.00,1,,,,South Africa
300339 -- Other,,10.00,10.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,South Africa
300390 - Other,"1,867",10.00,10.00,14,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","15,168",10.00,10.00,8,,,,South Africa
300420 - Containing other antibiotics,,10.00,10.00,29,,,,South Africa
300431 -- Containing insulin,,10.00,10.00,2,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,South Africa
300439 -- Other,,10.00,10.00,8,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,South Africa
300490 - Other,"174,363",10.00,10.00,70,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,South Africa
300590 - Other,"20,771",10.00,10.00,8,,,,South Africa
