Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,Albania
300331 - - Containing insulin,,10.00,10.00,1,,,,Albania
300339 - - Other,,10.00,10.00,1,,,,Albania
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Albania
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Albania
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Albania
300349 - - Other,,10.00,10.00,1,,,,Albania
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,Albania
300431 - - Containing insulin,,10.00,10.00,2,,,,Albania
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 - - Other,,10.00,10.00,8,,,,Albania
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Albania
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Albania
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Albania
300449 - - Other,,10.00,10.00,8,,,,Albania
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,Albania
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2016,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2015,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2014,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2013,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2012,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2011,,10.00,10.00,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2010,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,10.00,10.00,8,,,,Albania
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Albania
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Albania
300290 - Other,,10.00,10.00,5,,,,Albania
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Albania
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Albania
300331 -- Containing insulin,,10.00,10.00,1,,,,Albania
300339 -- Other,,10.00,10.00,1,,,,Albania
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Albania
300390 - Other,,10.00,10.00,14,,,,Albania
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Albania
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Albania
300431 -- Containing insulin,,10.00,10.00,2,,,,Albania
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Albania
300439 -- Other,,10.00,10.00,8,,,,Albania
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Albania
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Albania
300490 - Other,,10.00,10.00,70,,,,Albania
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Albania
300590 - Other,,10.00,10.00,8,,,,Albania
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Albania
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Albania
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Albania
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Albania
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Albania
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Albania
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Albania
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Albania
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Albania
,2009,,9.86,9.86,214,,,,Albania
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Albania
300190 - Other,,10.00,10.00,3,,,,Albania
