Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 - - Appliances identifiable for ostomy use,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2017,"4,232,675",0.00,0.00,55,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,"1,474",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,"218,307",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300211 - - Malaria diagnostic test kits,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300212 - - Antisera and other blood fractions,"11,581",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",1,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",18,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",283,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300219 - - Other,"198,591",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,"1,983",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"86,685",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300320 - Other, containing antibiotics",2,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 - - Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 - - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300341 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300349 - - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300390 - Other,"21,722",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","157,951",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300420 - Other, containing antibiotics","1,067,768",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300431 - - Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues","24,751",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300439 - - Other,219,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300441 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300442 - - Containing pseudoephedrine (INN) or its salts,"804,540",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300449 - - Other,1,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300450 - Other, containing vitamins or other products of heading 29.36",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300490 - Other,"786,839",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300510 - Adhesive dressings and other articles having an adhesive layer,"64,151",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300590 - Other,"398,896",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","115,238",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,255",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,"49,542",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"4,968",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 - - Appliances identifiable for ostomy use,189,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 - - Waste pharmaceuticals,"215,720",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2016,"8,638,817",0.00,0.00,50,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,"18,329",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,"55,281",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","44,372",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,"173,864",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"102,365",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300320 - Containing other antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300390 - Other,211,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","180,753",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300420 - Containing other antibiotics,"1,007,727",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300431 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","57,363",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300439 -- Other,"90,460",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","780,651",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,710",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300490 - Other,"5,190,299",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300510 - Adhesive dressings and other articles having an adhesive layer,"5,598",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300590 - Other,"565,396",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","333,406",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,268",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,"24,046",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 -- Appliances identifiable for ostomy use,"2,717",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2015,"6,310,807",0.00,0.00,50,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,74,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,"39,538",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","8,700",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,"6,291",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,"39,505",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"44,242",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300320 - Containing other antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"3,280",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300390 - Other,"1,782",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,283",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300420 - Containing other antibiotics,"593,529",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300431 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","538,589",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300439 -- Other,33,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","713,210",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,455",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300490 - Other,"1,068,690",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300510 - Adhesive dressings and other articles having an adhesive layer,"20,371",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300590 - Other,"264,962",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,874,041",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,161,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"63,833",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"10,534",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,"8,284",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,420,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2014,"8,176,860",0.00,0.00,50,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,73,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,283,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","283,004",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,666,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,694,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"44,045",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300320 - Containing other antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300390 - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","98,054",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300420 - Containing other antibiotics,"534,532",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300431 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","679,676",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300439 -- Other,"22,809",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","777,511",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"4,515",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300490 - Other,"1,243,855",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300510 - Adhesive dressings and other articles having an adhesive layer,"4,969",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300590 - Other,"251,591",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","4,164,165",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,230",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,041",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,"11,008",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","49,730",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,145,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 -- Waste pharmaceuticals,265,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2013,"9,786,964",0.00,0.00,50,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,563,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,37,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","48,829",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,"1,368",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,305,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"30,944",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300320 - Containing other antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 -- Other,66,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300390 - Other,159,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","12,112",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300420 - Containing other antibiotics,"336,375",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300431 -- Containing insulin,53,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300439 -- Other,332,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","613,068",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,319,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300490 - Other,"4,017,777",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300510 - Adhesive dressings and other articles having an adhesive layer,"5,073",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300590 - Other,"29,774",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","4,585,445",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
300620 - Blood-grouping reagents,"23,572",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,9,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,023",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300650 - First-aid boxes and kits,"13,134",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"66,467",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300691 -- Appliances identifiable for ostomy use,159,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
,2012,"6,823,657",0.00,0.00,45,,,,"Saudi Arabia, Kingdom of"
300120 - Extracts of glands or other organs or of their secretions,"1,833",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
300190 - Other,69,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","55,729",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
300220 - Vaccines for human medicine,"4,370",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300290 - Other,"25,551",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",630,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300320 - Containing other antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300331 -- Containing insulin,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300339 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300390 - Other,"15,733",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,753",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
300420 - Containing other antibiotics,"745,283",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
