Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"13,230",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2015,"55,586",35.37,35.37,41,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","1,211",30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","53,868",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,507,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2014,"57,563",35.37,35.37,41,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","16,934",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"40,629",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2013,"25,682",35.37,35.37,41,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",606,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","24,186",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,890,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2012,"41,232",35.37,35.37,41,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","1,426",30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","29,492",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"10,314",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2011,"55,487",35.37,35.37,41,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",667,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","17,918",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"36,902",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2010,"177,497",33.42,33.42,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","5,807",30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","165,687",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"6,003",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2009,"75,579",40.90,40.90,39,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","18,778",30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","45,711",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"11,090",33.00,33.00,5,,,,"Saudi Arabia, Kingdom of"
,2008,"13,324",33.42,33.42,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","1,347",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"11,977",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2007,"12,640",33.42,33.42,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","4,097",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"8,543",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2006,"3,913",33.42,33.42,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,60.00,60.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","1,552",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"2,361",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2005,"6,700",43.29,43.29,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,100.00,100.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,64,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"6,636",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2004,196,43.29,43.29,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
