Importer,Year,Value,Ad val. duties,Number of lines,Yemen
,(US$),Simple average,MFN duties,Pref. duties,Yemen
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Yemen
391190 - Other,,3.30,0.00,5,,3,,Yemen
391211 - - Non-plasticised,,6.50,0.00,1,,1,,Yemen
391212 - - Plasticised,,6.50,0.00,1,,1,,Yemen
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Yemen
391231 - - Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Yemen
391239 - - Other,,3.25,0.00,2,,1,,Yemen
391290 - Other,,6.45,0.00,2,,2,,Yemen
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Yemen
391390 - Other,,6.50,0.00,1,,1,,Yemen
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Yemen
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
391590 - Of other plastics,,6.50,0.00,2,,2,,Yemen
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
391690 - Of other plastics,,6.50,0.00,3,,3,,Yemen
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Yemen
391721 - - Of polymers of ethylene,,6.50,0.00,2,,2,,Yemen
391722 - - Of polymers of propylene,,6.50,0.00,2,,2,,Yemen
391723 - - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Yemen
391729 - - Of other plastics,,6.50,0.00,1,,1,,Yemen
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,0.00,1,,1,,Yemen
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,0.00,1,,1,,Yemen
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,0.00,1,,1,,Yemen
391739 - - Other,,6.50,0.00,1,,1,,Yemen
391740 - Fittings,,6.50,0.00,1,,1,,Yemen
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Yemen
391890 - Of other plastics,,6.50,0.00,1,,1,,Yemen
391910 - In rolls of a width not exceeding 20 cm,,6.35,0.00,4,,4,,Yemen
391990 - Other,,3.25,0.00,2,,1,,Yemen
392010 - Of polymers of ethylene,,4.64,0.00,7,,5,,Yemen
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Yemen
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,0.00,2,,2,,Yemen
392049 - - Other,,6.50,0.00,2,,2,,Yemen
392051 - - Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Yemen
392059 - - Other,,3.25,0.00,2,,1,,Yemen
392061 - - Of polycarbonates,,6.50,0.00,1,,1,,Yemen
392062 - - Of poly(ethylene terephthalate),,4.33,0.00,3,,2,,Yemen
392063 - - Of unsaturated polyesters,,6.50,0.00,1,,1,,Yemen
392069 - - Of other polyesters,,6.50,0.00,1,,1,,Yemen
392071 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Yemen
392073 - - Of cellulose acetate,,6.40,0.00,2,,2,,Yemen
392079 - - Of other cellulose derivatives,,6.10,0.00,2,,2,,Yemen
392091 - - Of poly(vinyl butyral),,6.10,0.00,1,,1,,Yemen
392092 - - Of polyamides,,6.50,0.00,1,,1,,Yemen
392093 - - Of amino-resins,,6.50,0.00,1,,1,,Yemen
392094 - - Of phenolic resins,,6.50,0.00,1,,1,,Yemen
392099 - - Of other plastics,,3.25,0.00,6,,3,,Yemen
392111 - - Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
392112 - - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
392113 - - Of polyurethanes,,6.50,0.00,2,,2,,Yemen
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Yemen
392119 - - Of other plastics,,6.50,0.00,1,,1,,Yemen
392190 - Other,,6.50,0.00,8,,8,,Yemen
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Yemen
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Yemen
392290 - Other,,6.50,0.00,1,,1,,Yemen
"392310 - Boxes, cases, crates and similar articles",,3.25,0.00,2,,1,,Yemen
392321 - - Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
392329 - - Of other plastics,,6.50,0.00,2,,2,,Yemen
"392330 - Carboys, bottles, flasks and similar articles",,6.50,0.00,2,,2,,Yemen
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Yemen
"392350 - Stoppers, lids, caps and other closures",,6.50,0.00,2,,2,,Yemen
392390 - Other,,6.50,0.00,1,,1,,Yemen
392410 - Tableware and kitchenware,,6.50,0.00,1,,1,,Yemen
392490 - Other,,6.50,0.00,1,,1,,Yemen
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,0.00,1,,1,,Yemen
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,Yemen
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,Yemen
392590 - Other,,6.50,0.00,3,,3,,Yemen
392610 - Office or school supplies,,6.50,0.00,1,,1,,Yemen
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,0.00,1,,1,,Yemen
"392630 - Fittings for furniture, coachwork or the like",,6.50,0.00,1,,1,,Yemen
392640 - Statuettes and other ornamental articles,,6.50,0.00,1,,1,,Yemen
392690 - Other,421,6.50,0.00,3,,3,,Yemen
,2016,71,5.53,0.00,205,,176,,Yemen
390110 - Polyethylene having a specific gravity of less than 0.94,,6.50,0.00,2,,2,,Yemen
390120 - Polyethylene having a specific gravity of 0.94 or more,,3.25,0.00,2,,1,,Yemen
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,Yemen
390190 - Other,,3.25,0.00,2,,1,,Yemen
390210 - Polypropylene,,6.50,0.00,1,,1,,Yemen
390220 - Polyisobutylene,,6.50,0.00,1,,1,,Yemen
390230 - Propylene copolymers,,6.50,0.00,1,,1,,Yemen
390290 - Other,,2.17,0.00,3,,1,,Yemen
390311 -- Expansible,,6.50,0.00,1,,1,,Yemen
390319 -- Other,,6.50,0.00,1,,1,,Yemen
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,0.00,1,,1,,Yemen
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,0.00,1,,1,,Yemen
390390 - Other,,2.17,0.00,3,,1,,Yemen
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,0.00,1,,1,,Yemen
390421 -- Non-plasticised,,6.50,0.00,1,,1,,Yemen
390422 -- Plasticised,,6.50,0.00,1,,1,,Yemen
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,Yemen
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,Yemen
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,Yemen
390461 -- Polytetrafluoroethylene,,6.50,0.00,1,,1,,Yemen
390469 -- Other,,4.33,0.00,3,,2,,Yemen
390490 - Other,,6.50,0.00,1,,1,,Yemen
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Yemen
390519 -- Other,,6.50,0.00,1,,1,,Yemen
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Yemen
390529 -- Other,,6.50,0.00,1,,1,,Yemen
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Yemen
390591 -- Copolymers,,6.50,0.00,1,,1,,Yemen
390599 -- Other,,3.25,0.00,2,,1,,Yemen
390610 - Poly(methyl methacrylate),,6.50,0.00,1,,1,,Yemen
390690 - Other,,0.93,0.00,7,,1,,Yemen
390710 - Polyacetals,,6.50,0.00,1,,1,,Yemen
390720 - Other polyethers,,4.88,0.00,4,,3,,Yemen
390730 - Epoxide resins,,6.50,0.00,1,,1,,Yemen
390740 - Polycarbonates,,6.50,0.00,1,,1,,Yemen
390750 - Alkyd resins,,6.50,0.00,1,,1,,Yemen
390760 - Poly(ethylene terephthalate),,6.50,0.00,2,,2,,Yemen
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Yemen
390791 -- Unsaturated,,6.50,0.00,2,,2,,Yemen
390799 -- Other,,3.25,0.00,2,,1,,Yemen
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,0.00,1,,1,,Yemen
390890 - Other,,6.50,0.00,1,,1,,Yemen
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Yemen
390920 - Melamine resins,,6.50,0.00,1,,1,,Yemen
390930 - Other amino-resins,,6.50,0.00,1,,1,,Yemen
390940 - Phenolic resins,,6.50,0.00,1,,1,,Yemen
390950 - Polyurethanes,,3.25,0.00,2,,1,,Yemen
391000 Silicones in primary forms.,,6.50,0.00,1,,1,,Yemen
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Yemen
391190 - Other,,3.30,0.00,5,,3,,Yemen
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Yemen
391212 -- Plasticised,,6.50,0.00,1,,1,,Yemen
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Yemen
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Yemen
391239 -- Other,,3.25,0.00,2,,1,,Yemen
391290 - Other,,6.45,0.00,2,,2,,Yemen
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Yemen
391390 - Other,,6.50,0.00,1,,1,,Yemen
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Yemen
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
391590 - Of other plastics,,6.50,0.00,2,,2,,Yemen
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
391690 - Of other plastics,,6.50,0.00,3,,3,,Yemen
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Yemen
391721 -- Of polymers of ethylene,,6.50,0.00,2,,2,,Yemen
391722 -- Of polymers of propylene,,6.50,0.00,2,,2,,Yemen
391723 -- Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Yemen
391729 -- Of other plastics,,6.50,0.00,1,,1,,Yemen
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,0.00,1,,1,,Yemen
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,0.00,1,,1,,Yemen
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,0.00,1,,1,,Yemen
391739 -- Other,,6.50,0.00,1,,1,,Yemen
391740 - Fittings,,6.50,0.00,1,,1,,Yemen
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Yemen
391890 - Of other plastics,,6.50,0.00,1,,1,,Yemen
391910 - In rolls of a width not exceeding 20 cm,,6.35,0.00,4,,4,,Yemen
391990 - Other,,6.50,0.00,1,,1,,Yemen
392010 - Of polymers of ethylene,,4.64,0.00,7,,5,,Yemen
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Yemen
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
392043 -- Containing by weight not less than 6 % of plasticisers,,6.50,0.00,2,,2,,Yemen
392049 -- Other,,6.50,0.00,2,,2,,Yemen
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Yemen
392059 -- Other,,3.25,0.00,2,,1,,Yemen
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,Yemen
392062 -- Of poly(ethylene terephthalate),,4.33,0.00,3,,2,,Yemen
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,Yemen
392069 -- Of other polyesters,,6.50,0.00,1,,1,,Yemen
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Yemen
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,Yemen
392079 -- Of other cellulose derivatives,,6.10,0.00,2,,2,,Yemen
392091 -- Of poly(vinyl butyral),,6.10,0.00,1,,1,,Yemen
392092 -- Of polyamides,,6.50,0.00,1,,1,,Yemen
392093 -- Of amino-resins,,6.50,0.00,1,,1,,Yemen
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,Yemen
392099 -- Of other plastics,,3.25,0.00,6,,3,,Yemen
392111 -- Of polymers of styrene,,6.50,0.00,1,,1,,Yemen
392112 -- Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Yemen
392113 -- Of polyurethanes,,6.50,0.00,2,,2,,Yemen
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Yemen
392119 -- Of other plastics,,6.50,0.00,1,,1,,Yemen
392190 - Other,,6.50,0.00,8,,8,,Yemen
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Yemen
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Yemen
392290 - Other,,6.50,0.00,1,,1,,Yemen
"392310 - Boxes, cases, crates and similar articles",,6.50,0.00,1,,1,,Yemen
392321 -- Of polymers of ethylene,,6.50,0.00,1,,1,,Yemen
392329 -- Of other plastics,,6.50,0.00,2,,2,,Yemen
"392330 - Carboys, bottles, flasks and similar articles",,6.50,0.00,2,,2,,Yemen
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Yemen
"392350 - Stoppers, lids, caps and other closures",,6.50,0.00,2,,2,,Yemen
392390 - Other,,6.50,0.00,1,,1,,Yemen
392410 - Tableware and kitchenware,,6.50,0.00,1,,1,,Yemen
392490 - Other,,6.50,0.00,1,,1,,Yemen
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,0.00,1,,1,,Yemen
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,Yemen
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,Yemen
