Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,Ukraine
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,Ukraine
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Ukraine
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Ukraine
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Ukraine
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,Ukraine
170310 - Cane molasses,,30.00,30.00,1,,,,Ukraine
170390 - Other,,30.00,30.00,1,,,,Ukraine
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Ukraine
170490 - Other,"4,528",30.00,30.00,1,,,,Ukraine
,2001,,51.25,51.25,16,,,,Ukraine
170111 - - Cane sugar,,100.00,100.00,1,,,,Ukraine
170112 - - Beet sugar,,100.00,100.00,1,,,,Ukraine
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Ukraine
170199 - - Other,,100.00,100.00,1,,,,Ukraine
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,Ukraine
170219 - - Other,,35.00,35.00,1,,,,Ukraine
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,Ukraine
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,Ukraine
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,Ukraine
170250 - Chemically pure fructose,,35.00,35.00,1,,,,Ukraine
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,Ukraine
"170290 - Other, including invert sugar",,35.00,35.00,1,,,,Ukraine
170310 - Cane molasses,,35.00,35.00,1,,,,Ukraine
170390 - Other,,35.00,35.00,1,,,,Ukraine
"170410 - Chewing gum, whether or not sugar-coated",,35.00,35.00,1,,,,Ukraine
170490 - Other,,35.00,35.00,1,,,,Ukraine
,2000,"35,744",39.75,39.75,16,,,,Ukraine
170111 - - Cane sugar,,60.00,60.00,1,,,,Ukraine
170112 - - Beet sugar,,60.00,60.00,1,,,,Ukraine
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Ukraine
170199 - - Other,,60.00,60.00,1,,,,Ukraine
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,Ukraine
170219 - - Other,,27.50,27.50,1,,,,Ukraine
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,Ukraine
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,Ukraine
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,38.50,38.50,1,,,,Ukraine
170250 - Chemically pure fructose,,38.50,38.50,1,,,,Ukraine
