Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","9,807",,,2,2,,,India
170250 - Chemically pure fructose,53,,,1,1,1,1,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","584,166",12.80,8.90,8,7,1,,India
170310 - Cane molasses,"112,857,880",0.00,0.00,1,,,,India
170390 - Other,"29,319",0.00,0.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",694,,,2,2,2,2,India
170490 - Other,"1,454,992",13.40,9.30,10,9,10,9,India
,2011,"100,255,807",11.40,8.73,42,39,14,12,India
170111 -- Cane sugar,"627,360",,,2,2,,,India
170112 -- Beet sugar,"2,102",,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,"16,426",,,1,1,,,India
170199 -- Other,"26,076,962",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",264,,,1,1,,,India
170219 -- Other,"1,698",,,1,1,,,India
170220 - Maple sugar and maple syrup,"4,635",8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","16,440",,,3,3,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,1,1,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",501,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","756,775",12.80,8.90,8,7,1,,India
170310 - Cane molasses,"71,039,620",,,1,1,,,India
170390 - Other,"14,031",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","110,177",,,2,2,2,2,India
170490 - Other,"1,588,815",13.40,9.30,10,9,10,9,India
,2010,"26,667,437",11.40,11.40,42,39,,,India
170111 -- Cane sugar,"583,467",,,2,2,,,India
170112 -- Beet sugar,,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,424,,,1,1,,,India
170199 -- Other,"4,190,882",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",146,,,1,1,,,India
170219 -- Other,"17,234",,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","15,961",,,3,3,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","7,928",,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","794,929",12.80,12.80,8,7,,,India
170310 - Cane molasses,"19,430,308",,,1,1,,,India
170390 - Other,"22,007",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","75,949",,,2,2,,,India
170490 - Other,"1,528,201",13.40,13.40,10,9,,,India
,2009,"14,786,958",11.40,11.40,42,39,,,India
170111 -- Cane sugar,"1,890,582",,,2,2,,,India
170112 -- Beet sugar,,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,"2,678",,,1,1,,,India
170199 -- Other,"9,012,737",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","3,836",,,1,1,,,India
170219 -- Other,893,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","57,215",,,3,3,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","2,455",,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",363,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","525,630",12.80,12.80,8,7,,,India
170310 - Cane molasses,"1,838,667",,,1,1,,,India
170390 - Other,"43,601",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","2,036",,,2,2,,,India
170490 - Other,"1,406,265",13.40,13.40,10,9,,,India
,2008,"98,546,937",11.40,11.40,42,39,,,India
170111 -- Cane sugar,"802,168",,,2,2,,,India
170112 -- Beet sugar,44,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,"14,180",,,1,1,,,India
170199 -- Other,"6,310,221",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","7,646",,,1,1,,,India
170219 -- Other,732,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","141,561",,,3,3,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","10,474",,,2,2,,,India
170250 - Chemically pure fructose,293,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,549",,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","272,121",12.80,12.80,8,7,,,India
170310 - Cane molasses,"88,004,614",,,1,1,,,India
170390 - Other,"395,884",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","100,970",,,2,2,,,India
170490 - Other,"2,483,480",13.40,13.40,10,9,,,India
,2007,"132,462,868",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"16,233,038",,,2,2,,,India
170112 -- Beet sugar,96,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,"16,980",,,1,1,,,India
170199 -- Other,"10,026,455",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,590",,,1,1,,,India
170219 -- Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,631",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","402,900",12.80,12.80,9,8,,,India
170310 - Cane molasses,"102,309,648",,,1,1,,,India
170390 - Other,"1,745,414",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","115,656",,,4,4,,,India
170490 - Other,"1,608,460",13.40,13.40,10,9,,,India
,2006,"32,598,125",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"6,633,573",,,2,2,,,India
170112 -- Beet sugar,226,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,88,,,1,1,,,India
170199 -- Other,"10,319,927",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",151,,,1,1,,,India
170219 -- Other,"14,691",,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","3,378",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","265,358",12.80,12.80,9,8,,,India
170310 - Cane molasses,"14,423,115",,,1,1,,,India
170390 - Other,"60,721",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","5,399",,,4,4,,,India
170490 - Other,"871,499",13.40,13.40,10,9,,,India
,2005,"9,079,179",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"6,901,432",,,2,2,,,India
170112 -- Beet sugar,"1,020",,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,India
170199 -- Other,"91,367",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",174,,,1,1,,,India
170219 -- Other,958,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,488",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","301,607",12.80,12.80,9,8,,,India
170310 - Cane molasses,"1,014,700",,,1,1,,,India
170390 - Other,"9,891",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,India
170490 - Other,"755,542",13.40,13.40,10,9,,,India
,2004,"14,916,715",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"6,978,069",,,2,2,,,India
170112 -- Beet sugar,,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,India
170199 -- Other,"7,113,505",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",746,,,1,1,,,India
170219 -- Other,75,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","6,829",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","181,896",12.80,12.80,9,8,,,India
170310 - Cane molasses,"120,845",,,1,1,,,India
170390 - Other,,,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","1,891",,,4,4,,,India
170490 - Other,"512,860",13.40,13.40,10,9,,,India
,2003,"17,226,592",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"315,254",,,2,2,,,India
170112 -- Beet sugar,"23,133",,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,"2,783",,,1,1,,,India
170199 -- Other,"10,171,071",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,900",,,1,1,,,India
170219 -- Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","17,726",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","94,478",12.80,12.80,9,8,,,India
170310 - Cane molasses,"6,185,628",,,1,1,,,India
170390 - Other,"5,170",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,India
170490 - Other,"409,449",13.40,13.40,10,9,,,India
,2002,"40,973,881",11.40,11.40,47,44,,,India
170111 -- Cane sugar,"10,041,113",,,2,2,,,India
170112 -- Beet sugar,,,,2,2,,,India
170191 -- Containing added flavouring or colouring matter,66,,,1,1,,,India
170199 -- Other,"14,009,469",,,2,2,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 -- Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","10,914",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,298",,,3,3,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","104,763",12.80,12.80,9,8,,,India
170310 - Cane molasses,"14,379,531",,,1,1,,,India
170390 - Other,,,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","14,026",,,4,4,,,India
170490 - Other,"2,411,700",13.40,13.40,10,9,,,India
,2001,"37,311,373",11.40,11.40,47,44,,,India
170111 - - Cane sugar,"4,195,531",,,2,2,,,India
170112 - - Beet sugar,,,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,India
170199 - - Other,"6,373,341",,,2,2,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,"1,218",8.00,8.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","3,054",,,3,3,,,India
"170290 - Other, including invert sugar","6,842",12.80,12.80,9,8,,,India
170310 - Cane molasses,"25,869,320",,,1,1,,,India
170390 - Other,,,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",484,,,4,4,,,India
170490 - Other,"861,583",13.40,13.40,10,9,,,India
,2000,"21,610,974",11.87,11.87,47,44,,,India
170111 - - Cane sugar,"359,270",,,2,2,,,India
170112 - - Beet sugar,,,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,India
170199 - - Other,"499,681",,,2,2,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,India
"170290 - Other, including invert sugar","10,003",13.40,13.40,9,8,,,India
170310 - Cane molasses,"19,609,292",,,1,1,,,India
170390 - Other,"508,384",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",867,,,4,4,,,India
170490 - Other,"623,478",14.05,14.05,10,9,,,India
,1999,"11,663,011",12.80,12.80,47,44,,,India
170111 - - Cane sugar,"4,844,044",,,2,2,,,India
170112 - - Beet sugar,"8,761",,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,"3,336",,,1,1,,,India
170199 - - Other,"6,459,682",,,2,2,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",171,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,"4,881",8.50,8.50,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,India
"170290 - Other, including invert sugar","6,992",14.60,14.60,9,8,,,India
170310 - Cane molasses,"75,340",,,1,1,,,India
170390 - Other,,,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","2,174",,,4,4,,,India
170490 - Other,"257,631",15.30,15.30,10,9,,,India
,1998,"7,999,072",13.27,13.27,47,44,,,India
170111 - - Cane sugar,"5,935,396",,,2,2,,,India
170112 - - Beet sugar,,,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,"10,547",,,1,1,,,India
170199 - - Other,"37,611",,,2,2,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,"7,132",8.70,8.70,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,India
"170290 - Other, including invert sugar","6,260",15.20,15.20,9,8,,,India
170310 - Cane molasses,"1,797,339",,,1,1,,,India
170390 - Other,"13,974",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,India
170490 - Other,"190,814",15.90,15.90,10,9,,,India
,1997,"73,651,158",14.20,14.20,46,43,,,India
170111 - - Cane sugar,"10,349,079",,,2,2,,,India
170112 - - Beet sugar,,,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,"9,265",,,1,1,,,India
170199 - - Other,"8,400,333",,,2,2,,,India
