Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Cambodia
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Cambodia
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Cambodia
,2016,384,9.86,0.00,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Cambodia
300190 - Other,,10.00,0.00,3,,3,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Cambodia
300290 - Other,384,10.00,0.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,0.00,1,,1,,Cambodia
300339 -- Other,,10.00,0.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Cambodia
300390 - Other,,10.00,0.00,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,0.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Cambodia
300439 -- Other,,10.00,0.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Cambodia
300490 - Other,,10.00,0.00,70,,70,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Cambodia
300590 - Other,,10.00,0.00,8,,8,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Cambodia
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Cambodia
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Cambodia
,2015,"5,502",9.86,0.00,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Cambodia
300190 - Other,,10.00,0.00,3,,3,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Cambodia
300290 - Other,,10.00,0.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,0.00,1,,1,,Cambodia
300339 -- Other,,10.00,0.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Cambodia
300390 - Other,363,10.00,0.00,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,0.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Cambodia
300439 -- Other,,10.00,0.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Cambodia
300490 - Other,,10.00,0.00,70,,70,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Cambodia
300590 - Other,,10.00,0.00,8,,8,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Cambodia
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,139",10.00,0.00,1,,1,,Cambodia
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Cambodia
,2014,,9.86,0.00,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Cambodia
300190 - Other,,10.00,0.00,3,,3,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Cambodia
300290 - Other,,10.00,0.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,0.00,1,,1,,Cambodia
300339 -- Other,,10.00,0.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Cambodia
300390 - Other,,10.00,0.00,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,0.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Cambodia
300439 -- Other,,10.00,0.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Cambodia
300490 - Other,,10.00,0.00,70,,70,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Cambodia
300590 - Other,,10.00,0.00,8,,8,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Cambodia
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Cambodia
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Cambodia
,2013,,9.86,0.75,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Cambodia
300190 - Other,,10.00,0.00,3,,3,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Cambodia
300290 - Other,,10.00,0.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,0.00,1,,1,,Cambodia
300339 -- Other,,10.00,0.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Cambodia
300390 - Other,,10.00,0.36,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,5.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,4.00,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,0.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Cambodia
300439 -- Other,,10.00,0.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Cambodia
300490 - Other,,10.00,0.00,70,,70,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Cambodia
300590 - Other,,10.00,0.00,8,,8,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Cambodia
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Cambodia
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Cambodia
,2012,,9.86,0.75,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Cambodia
300190 - Other,,10.00,0.00,3,,3,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Cambodia
300290 - Other,,10.00,0.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,0.00,1,,1,,Cambodia
300339 -- Other,,10.00,0.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Cambodia
300390 - Other,,10.00,0.36,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,5.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,4.00,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,0.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Cambodia
300439 -- Other,,10.00,0.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Cambodia
300490 - Other,,10.00,0.00,70,,70,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Cambodia
300590 - Other,,10.00,0.00,8,,8,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Cambodia
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Cambodia
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Cambodia
,2011,266,10.00,10.00,214,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Cambodia
300190 - Other,,10.00,10.00,3,,,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Cambodia
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Cambodia
300290 - Other,266,10.00,10.00,5,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Cambodia
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Cambodia
300331 -- Containing insulin,,10.00,10.00,1,,,,Cambodia
300339 -- Other,,10.00,10.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Cambodia
300390 - Other,,10.00,10.00,14,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Cambodia
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Cambodia
300431 -- Containing insulin,,10.00,10.00,2,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Cambodia
300439 -- Other,,10.00,10.00,8,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Cambodia
300490 - Other,,10.00,10.00,70,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Cambodia
300590 - Other,,10.00,10.00,8,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Cambodia
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Cambodia
,2010,,9.86,4.40,214,,211,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,10.00,4.00,4,,4,,Cambodia
300190 - Other,,10.00,4.00,3,,3,,Cambodia
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,10.00,4.00,8,,8,,Cambodia
300220 - Vaccines for human medicine,,10.00,4.00,14,,14,,Cambodia
300230 - Vaccines for veterinary medicine,,10.00,4.00,1,,1,,Cambodia
300290 - Other,,10.00,4.00,5,,5,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,4.00,1,,1,,Cambodia
300320 - Containing other antibiotics,,10.00,4.00,1,,1,,Cambodia
300331 -- Containing insulin,,10.00,4.00,1,,1,,Cambodia
300339 -- Other,,10.00,4.00,1,,1,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,4.00,1,,1,,Cambodia
300390 - Other,,10.00,4.21,14,,14,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,7.00,8,,8,,Cambodia
300420 - Containing other antibiotics,,10.00,6.40,29,,29,,Cambodia
300431 -- Containing insulin,,10.00,4.00,2,,2,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,4.00,1,,1,,Cambodia
300439 -- Other,,10.00,4.00,8,,8,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,4.00,8,,8,,Cambodia
