Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"499,872",2.70,0.00,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"2,920,174",2.70,0.00,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"43,504,840",2.70,0.00,1,,1,,"Korea, Republic of"
880390 - Other,"3,515,764",1.95,0.00,4,,4,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,211,642",2.70,0.00,1,,1,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Korea, Republic of"
880529 -- Other,"318,930",1.70,0.00,1,,1,,"Korea, Republic of"
,2015,"35,568,766",3.07,0.00,21,,21,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","82,986",3.20,0.00,2,,2,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg","8,202",7.50,0.00,1,,1,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"1,915",2.70,0.00,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"4,136,908",2.70,0.00,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"27,266,141",2.70,0.00,1,,1,,"Korea, Republic of"
880390 - Other,"493,613",1.95,0.00,4,,4,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,232,537",2.70,0.00,1,,1,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Korea, Republic of"
880529 -- Other,"346,465",1.70,0.00,1,,1,,"Korea, Republic of"
,2014,"24,976,685",3.07,0.18,21,,21,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","115,149",3.20,0.00,2,,2,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,1.80,1,,1,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,554",7.70,1.90,1,,1,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","159,439",2.70,0.00,1,,1,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"11,512",2.70,0.00,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"4,817,832",2.70,0.00,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"16,662,582",2.70,0.00,1,,1,,"Korea, Republic of"
880390 - Other,"72,275",1.95,0.00,4,,4,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,024,091",2.70,0.00,1,,1,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,955,2.20,0.00,2,,2,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Korea, Republic of"
880529 -- Other,"110,297",1.70,0.00,1,,1,,"Korea, Republic of"
,2013,"36,333,733",3.07,0.36,21,,21,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","58,991",3.20,0.00,2,,2,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,3.70,1,,1,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg","2,656,042",2.70,0.00,1,,1,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,3.80,1,,1,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"10,681,315",2.70,0.00,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"19,536,919",2.70,0.00,1,,1,,"Korea, Republic of"
880390 - Other,"127,664",1.95,0.00,4,,4,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,727,238",2.70,0.00,1,,1,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Korea, Republic of"
880529 -- Other,"545,564",1.70,0.00,1,,1,,"Korea, Republic of"
,2012,"27,224,139",3.07,0.54,21,,21,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","16,041",3.20,0.00,2,,2,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,5.60,1,,1,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,5.70,1,,1,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"2,853",2.70,0.00,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"4,246,491",2.70,0.00,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"16,313,843",2.70,0.00,1,,1,,"Korea, Republic of"
880390 - Other,"4,092,262",1.95,0.00,4,,4,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,480,720",2.70,0.00,1,,1,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Korea, Republic of"
880529 -- Other,"71,928",1.70,0.00,1,,1,,"Korea, Republic of"
,2011,"21,849,375",3.07,3.07,21,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","22,021",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",404,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","40,716",7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,360,762",2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"5,777",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"3,790,096",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"12,397,570",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"135,873",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,981,455",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"9,452",2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,251,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"104,999",1.70,1.70,1,,,,"Korea, Republic of"
,2010,"20,535,305",3.07,3.07,21,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","24,194",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"1,114",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"7,706,201",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"10,302,161",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"148,611",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,299,413",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"53,611",1.70,1.70,1,,,,"Korea, Republic of"
,2009,"42,591,808",3.07,3.07,21,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","13,669",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"55,611",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"3,276,148",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"37,145,212",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"40,896",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,031,833",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"1,478",2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"26,961",1.70,1.70,1,,,,"Korea, Republic of"
,2008,"37,835,148",3.07,3.07,21,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","26,850",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"5,112",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"2,939,700",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"33,997,876",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"43,359",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"784,912",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"1,011",2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"36,328",1.70,1.70,1,,,,"Korea, Republic of"
,2007,"67,451,748",3.07,3.07,21,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","9,840",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg","10,622,883",2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"321,067",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"2,079,528",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"53,251,518",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"35,277",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,116,026",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"15,610",1.70,1.70,1,,,,"Korea, Republic of"
,2006,"70,319,224",3.10,3.10,22,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,126,3.70,3.70,1,,,,"Korea, Republic of"
880190 - Other,"5,274",3.20,3.20,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg","5,775,760",2.70,2.70,1,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","7,533,600",2.70,2.70,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"22,262",2.70,2.70,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"1,361,121",2.70,2.70,1,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"54,239,358",2.70,2.70,1,,,,"Korea, Republic of"
880390 - Other,"105,244",1.95,1.95,4,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,267,239",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"1,469",2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,"7,772",1.70,1.70,1,,,,"Korea, Republic of"
,2005,"61,612,353",2.01,2.01,34,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,"4,790",1.85,1.85,2,,,,"Korea, Republic of"
880190 - Other,"5,200",2.13,2.13,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg","6,361,083",1.35,1.35,2,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"139,563",1.35,1.35,2,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"5,330,309",1.35,1.35,2,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"48,680,110",1.35,1.35,2,,,,"Korea, Republic of"
880390 - Other,"18,686",1.56,1.56,5,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,072,613",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,,0.85,0.85,2,,,,"Korea, Republic of"
,2004,"50,572,406",2.06,2.06,34,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,"1,592",1.85,1.85,2,,,,"Korea, Republic of"
880190 - Other,"1,219",2.13,2.13,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg","934,567",3.75,3.75,2,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"110,521",1.35,1.35,2,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,"6,579,449",1.35,1.35,2,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"41,463,536",1.35,1.35,2,,,,"Korea, Republic of"
880390 - Other,"57,692",1.96,1.96,5,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,422,835",2.70,2.70,1,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Korea, Republic of"
880529 -- Other,995,0.85,0.85,2,,,,"Korea, Republic of"
,2003,"36,043,662",2.01,2.01,34,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,"3,914",1.85,1.85,2,,,,"Korea, Republic of"
880190 - Other,"19,819",2.13,2.13,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"22,330",1.35,1.35,2,,,,"Korea, Republic of"
