Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,"19,841",0.00,0.00,1,,,,Cambodia
300490 - Other,,0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Cambodia
300590 - Other,,0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"429,634",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2015,"57,091",0.00,0.00,50,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Cambodia
300190 - Other,"2,721",0.00,0.00,3,,,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,0.00,0.00,3,,,,Cambodia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,"7,830",0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","30,048",0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Cambodia
300490 - Other,,0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Cambodia
300590 - Other,"13,107",0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,386",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2014,"520,231",0.00,0.00,50,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Cambodia
300190 - Other,,0.00,0.00,3,,,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",301,0.00,0.00,3,,,,Cambodia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,"7,420",0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Cambodia
300490 - Other,"439,373",0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,"2,212",0.00,0.00,1,,,,Cambodia
300590 - Other,,0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"70,925",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2013,"40,807",0.00,0.00,50,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,11,0.00,0.00,2,,,,Cambodia
300190 - Other,"10,837",0.00,0.00,3,,,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,0.00,0.00,3,,,,Cambodia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,"18,021",0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",159,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Cambodia
300490 - Other,,0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Cambodia
300590 - Other,,0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"11,780",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2012,"135,206",0.00,0.00,45,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Cambodia
300190 - Other,,0.00,0.00,3,,,,Cambodia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,0.00,0.00,4,,,,Cambodia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,"73,201",0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Cambodia
300490 - Other,"24,357",0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Cambodia
300590 - Other,"2,545",0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"35,103",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2011,"19,418",0.00,0.00,46,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,28,0.00,0.00,2,,,,Cambodia
300190 - Other,,0.00,0.00,3,,,,Cambodia
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,0.00,0.00,4,,,,Cambodia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,"1,587",0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Cambodia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Cambodia
300490 - Other,195,0.00,0.00,1,,,,Cambodia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Cambodia
300590 - Other,"4,329",0.00,0.00,4,,,,Cambodia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Cambodia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Cambodia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Cambodia
300640 - Dental cements and other dental fillings; bone reconstruction cements,"13,280",0.00,0.00,1,,,,Cambodia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Cambodia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,2,,,,Cambodia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Cambodia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Cambodia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Cambodia
,2010,"66,497",0.00,0.00,46,,,,Cambodia
300120 - Extracts of glands or other organs or of their secretions,888,0.00,0.00,2,,,,Cambodia
300190 - Other,27,0.00,0.00,3,,,,Cambodia
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,0.00,0.00,4,,,,Cambodia
300220 - Vaccines for human medicine,159,0.00,0.00,1,,,,Cambodia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Cambodia
300290 - Other,,0.00,0.00,4,,,,Cambodia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300331 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
300339 -- Other,,0.00,0.00,1,,,,Cambodia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Cambodia
300390 - Other,,0.00,0.00,1,,,,Cambodia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Cambodia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Cambodia
300431 -- Containing insulin,,0.00,0.00,1,,,,Cambodia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Cambodia
300439 -- Other,,0.00,0.00,1,,,,Cambodia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Cambodia
