Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2017,"2,874,406",7.91,7.91,401,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
300211 - - Malaria diagnostic test kits,,2.00,2.00,1,,,,South Africa
300212 - - Antisera and other blood fractions,,3.37,3.37,19,,,,South Africa
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,2.00,2.00,1,,,,South Africa
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,2.00,2.00,2,,,,South Africa
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","259,208",0.67,0.67,3,,,,South Africa
300219 - - Other,"36,899",2.00,2.00,1,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
"300320 - Other, containing antibiotics",,6.69,6.69,26,,,,South Africa
300331 - - Containing insulin,,14.00,14.00,1,,,,South Africa
300339 - - Other,,7.25,7.25,32,,,,South Africa
300341 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,South Africa
300342 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,South Africa
300343 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,South Africa
300349 - - Other,,7.33,7.33,6,,,,South Africa
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
"300420 - Other, containing antibiotics","89,801",6.69,6.69,26,,,,South Africa
300431 - - Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 - - Other,,7.06,7.06,32,,,,South Africa
300441 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,South Africa
300442 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,South Africa
300443 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,South Africa
300449 - - Other,,7.33,7.33,6,,,,South Africa
"300450 - Other, containing vitamins or other products of heading 29.36",,9.43,9.43,7,,,,South Africa
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,South Africa
300490 - Other,"2,447,018",10.81,10.81,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,South Africa
300590 - Other,"41,480",8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2016,"2,838,763",7.96,7.96,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","638,985",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.25,7.25,32,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,"805,299",6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,,7.06,7.06,32,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"1,303,943",10.50,10.50,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"1,484",8.67,8.67,6,,,,South Africa
300590 - Other,"89,052",8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2015,"4,471,823",7.96,7.96,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","644,449",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.25,7.25,32,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,"572,270",6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,,7.06,7.06,32,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"3,018,722",10.50,10.50,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"1,742",8.67,8.67,6,,,,South Africa
300590 - Other,"234,640",8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2014,"2,870,205",7.93,7.93,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","748,824",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.25,7.25,32,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,,7.06,7.06,32,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"2,060,761",10.53,10.53,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,South Africa
300590 - Other,"60,620",8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2013,"3,997,728",7.93,7.93,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,742,453",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,274,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.25,7.25,32,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,,7.06,7.06,32,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"2,255,001",10.53,10.53,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,South Africa
300590 - Other,,8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2012,"5,842,294",7.93,7.93,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","3,665,555",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.25,7.25,32,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.53,10.53,72,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,,7.06,7.06,32,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"2,176,739",10.53,10.53,64,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,South Africa
300590 - Other,,8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2011,"6,657,000",7.96,7.96,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,891,000",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.45,7.45,33,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.48,10.48,71,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,"864,000",7.27,7.27,33,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,"1,902,000",10.44,10.44,63,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,South Africa
300590 - Other,,8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,South Africa
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,South Africa
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,South Africa
,2010,"4,541,000",7.96,7.96,388,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,South Africa
300190 - Other,,4.00,4.00,5,,,,South Africa
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,831,000",3.00,3.00,22,,,,South Africa
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,South Africa
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,South Africa
300290 - Other,,6.25,6.25,8,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300320 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300331 -- Containing insulin,,14.00,14.00,1,,,,South Africa
300339 -- Other,,7.45,7.45,33,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,South Africa
300390 - Other,,10.48,10.48,71,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,South Africa
300420 - Containing other antibiotics,,6.69,6.69,26,,,,South Africa
300431 -- Containing insulin,,14.00,14.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,South Africa
300439 -- Other,"525,000",7.27,7.27,33,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,South Africa
300490 - Other,,10.44,10.44,63,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"185,000",8.67,8.67,6,,,,South Africa
300590 - Other,,8.00,8.00,5,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,South Africa
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,South Africa
