Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
,2015,"1,069,283",35.37,6.59,41,,41,,Nepal
170112 -- Beet sugar,,60.00,0.00,1,,1,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Nepal
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Nepal
170199 -- Other,,60.00,30.00,2,,2,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Nepal
170219 -- Other,,25.00,0.00,2,,2,,Nepal
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Nepal
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Nepal
170310 - Cane molasses,"1,069,283",10.00,0.00,1,,1,,Nepal
170390 - Other,,10.00,0.00,2,,2,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Nepal
170490 - Other,,30.00,0.00,4,,4,,Nepal
,2014,"3,428,686",35.37,6.59,41,,41,,Nepal
170112 -- Beet sugar,,60.00,0.00,1,,1,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Nepal
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Nepal
170199 -- Other,,60.00,30.00,2,,2,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Nepal
170219 -- Other,,25.00,0.00,2,,2,,Nepal
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,4,,4,,Nepal
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Nepal
170310 - Cane molasses,"3,411,115",10.00,0.00,1,,1,,Nepal
170390 - Other,"14,459",10.00,0.00,2,,2,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Nepal
170490 - Other,"3,112",30.00,0.00,4,,4,,Nepal
,2013,"479,603",35.37,7.32,41,,41,,Nepal
170112 -- Beet sugar,,60.00,30.00,1,,1,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,30.00,3,,3,,Nepal
170114 -- Other cane sugar,,60.00,30.00,3,,3,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,30.00,1,,1,,Nepal
170199 -- Other,,60.00,30.00,2,,2,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Nepal
170219 -- Other,,25.00,0.00,2,,2,,Nepal
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,0.00,4,,4,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","61,435",30.00,0.00,4,,4,,Nepal
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,0.00,6,,6,,Nepal
170310 - Cane molasses,"418,168",10.00,0.00,1,,1,,Nepal
170390 - Other,,10.00,0.00,2,,2,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Nepal
170490 - Other,,30.00,0.00,4,,4,,Nepal
,2012,"499,287",35.37,35.37,41,,,,Nepal
170112 -- Beet sugar,,60.00,60.00,1,,,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Nepal
170114 -- Other cane sugar,,60.00,60.00,3,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Nepal
170219 -- Other,,25.00,25.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"498,682",10.00,10.00,1,,,,Nepal
170390 - Other,,10.00,10.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Nepal
170490 - Other,605,30.00,30.00,4,,,,Nepal
,2011,"896,828",35.37,35.37,41,,,,Nepal
170112 -- Beet sugar,,60.00,60.00,1,,,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Nepal
170114 -- Other cane sugar,,60.00,60.00,3,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Nepal
170219 -- Other,,25.00,25.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","123,380",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"748,583",10.00,10.00,1,,,,Nepal
170390 - Other,"12,188",10.00,10.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",400,30.00,30.00,1,,,,Nepal
170490 - Other,"12,277",30.00,30.00,4,,,,Nepal
,2010,"387,731",33.42,0.00,38,,38,,Nepal
170111 -- Cane sugar,,60.00,0.00,3,,3,,Nepal
170112 -- Beet sugar,,60.00,0.00,1,,1,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,0.00,1,,1,,Nepal
170199 -- Other,,60.00,0.00,2,,2,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,0.00,2,,2,,Nepal
170219 -- Other,,25.00,0.00,2,,2,,Nepal
170220 - Maple sugar and maple syrup,,30.00,0.00,2,,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",22,30.00,0.00,4,,4,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","387,709",30.00,0.00,4,,4,,Nepal
170250 - Chemically pure fructose,,30.00,0.00,1,,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,0.00,2,,2,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,0.00,6,,6,,Nepal
170310 - Cane molasses,,10.00,0.00,1,,1,,Nepal
170390 - Other,,10.00,0.00,2,,2,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,0.00,1,,1,,Nepal
170490 - Other,,30.00,0.00,4,,4,,Nepal
,2009,"341,205",40.90,40.90,39,,,,Nepal
170111 -- Cane sugar,,100.00,100.00,3,,,,Nepal
170112 -- Beet sugar,,100.00,100.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Nepal
170219 -- Other,,30.00,30.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","27,492",30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","140,595",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",745,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"141,468",30.00,30.00,1,,,,Nepal
170390 - Other,"3,492",30.00,30.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated","27,414",30.00,30.00,1,,,,Nepal
170490 - Other,,33.00,33.00,5,,,,Nepal
,2008,"1,387,455",33.42,33.42,38,,,,Nepal
170111 -- Cane sugar,,60.00,60.00,3,,,,Nepal
170112 -- Beet sugar,,60.00,60.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Nepal
170219 -- Other,"1,774",25.00,25.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","20,318",30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","288,085",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"760,317",10.00,10.00,1,,,,Nepal
170390 - Other,"315,696",10.00,10.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Nepal
170490 - Other,"1,266",30.00,30.00,4,,,,Nepal
,2007,"970,536",33.42,33.42,38,,,,Nepal
170111 -- Cane sugar,,60.00,60.00,3,,,,Nepal
170112 -- Beet sugar,,60.00,60.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Nepal
170219 -- Other,,25.00,25.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","415,933",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"498,630",10.00,10.00,1,,,,Nepal
170390 - Other,"40,808",10.00,10.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Nepal
170490 - Other,"15,165",30.00,30.00,4,,,,Nepal
,2006,"924,757",33.42,33.42,38,,,,Nepal
170111 -- Cane sugar,,60.00,60.00,3,,,,Nepal
170112 -- Beet sugar,,60.00,60.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 -- Other,,60.00,60.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Nepal
170219 -- Other,242,25.00,25.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","369,008",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"209,746",10.00,10.00,1,,,,Nepal
170390 - Other,"315,837",10.00,10.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Nepal
170490 - Other,"29,923",30.00,30.00,4,,,,Nepal
,2005,"1,181,736",43.29,21.25,38,,38,,Nepal
170111 -- Cane sugar,,100.00,50.00,3,,3,,Nepal
170112 -- Beet sugar,,100.00,50.00,1,,1,,Nepal
170191 -- Containing added flavouring or colouring matter,,100.00,50.00,1,,1,,Nepal
170199 -- Other,,100.00,50.00,2,,2,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,15.00,2,,2,,Nepal
170219 -- Other,,30.00,15.00,2,,2,,Nepal
170220 - Maple sugar and maple syrup,,30.00,15.00,2,,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","39,231",30.00,12.00,4,,4,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","203,275",30.00,15.00,4,,4,,Nepal
170250 - Chemically pure fructose,,30.00,15.00,1,,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,15.00,2,,2,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,15.00,6,,6,,Nepal
170310 - Cane molasses,"808,049",30.00,12.00,1,,1,,Nepal
170390 - Other,"130,531",30.00,15.00,2,,2,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,45.00,22.50,1,,1,,Nepal
170490 - Other,650,30.00,15.00,4,,4,,Nepal
,2004,"1,732,225",43.29,43.29,38,,,,Nepal
170111 -- Cane sugar,,100.00,100.00,3,,,,Nepal
170112 -- Beet sugar,,100.00,100.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Nepal
170199 -- Other,,100.00,100.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Nepal
170219 -- Other,,30.00,30.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","146,927",30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","128,391",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"869,305",30.00,30.00,1,,,,Nepal
170390 - Other,"490,797",30.00,30.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated","5,998",45.00,45.00,1,,,,Nepal
170490 - Other,"90,808",30.00,30.00,4,,,,Nepal
,2003,"852,727",43.29,43.29,38,,,,Nepal
170111 -- Cane sugar,,100.00,100.00,3,,,,Nepal
170112 -- Beet sugar,,100.00,100.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Nepal
170199 -- Other,,100.00,100.00,2,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",866,30.00,30.00,2,,,,Nepal
170219 -- Other,,30.00,30.00,2,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","111,843",30.00,30.00,4,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","130,289",30.00,30.00,4,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Nepal
170310 - Cane molasses,"338,820",30.00,30.00,1,,,,Nepal
170390 - Other,"257,832",30.00,30.00,2,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Nepal
170490 - Other,"13,077",30.00,30.00,4,,,,Nepal
,2002,"1,654,208",48.44,48.44,16,,,,Nepal
170111 -- Cane sugar,,100.00,100.00,1,,,,Nepal
170112 -- Beet sugar,,100.00,100.00,1,,,,Nepal
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Nepal
170199 -- Other,,100.00,100.00,1,,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,Nepal
170219 -- Other,"4,413",30.00,30.00,1,,,,Nepal
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","462,604",30.00,30.00,1,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","728,949",30.00,30.00,1,,,,Nepal
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,Nepal
170310 - Cane molasses,"228,922",30.00,30.00,1,,,,Nepal
170390 - Other,"199,574",30.00,30.00,1,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Nepal
170490 - Other,"29,745",30.00,30.00,1,,,,Nepal
,2001,"1,524,121",51.25,51.25,16,,,,Nepal
170111 - - Cane sugar,,100.00,100.00,1,,,,Nepal
170112 - - Beet sugar,,100.00,100.00,1,,,,Nepal
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Nepal
170199 - - Other,,100.00,100.00,1,,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","10,786",35.00,35.00,1,,,,Nepal
170219 - - Other,"167,080",35.00,35.00,1,,,,Nepal
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","94,201",35.00,35.00,1,,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","362,068",35.00,35.00,1,,,,Nepal
170250 - Chemically pure fructose,,35.00,35.00,1,,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,Nepal
"170290 - Other, including invert sugar","1,449",35.00,35.00,1,,,,Nepal
170310 - Cane molasses,"361,379",35.00,35.00,1,,,,Nepal
170390 - Other,"527,157",35.00,35.00,1,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,35.00,35.00,1,,,,Nepal
170490 - Other,,35.00,35.00,1,,,,Nepal
,2000,"1,385,327",39.75,39.75,16,,,,Nepal
170111 - - Cane sugar,"244,214",60.00,60.00,1,,,,Nepal
170112 - - Beet sugar,,60.00,60.00,1,,,,Nepal
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Nepal
170199 - - Other,"194,129",60.00,60.00,1,,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,Nepal
170219 - - Other,,27.50,27.50,1,,,,Nepal
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","283,370",38.50,38.50,1,,,,Nepal
