Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",309,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"63,851,704",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"5,270,091",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","304,558",12.00,12.00,3,,,,European Union
300439 -- Other,"36,665,285",7.06,7.06,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,834,579",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,581,444",9.43,9.43,7,,,,European Union
300490 - Other,"464,811,387",10.50,10.50,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"9,113,210",8.67,8.67,6,,,,European Union
300590 - Other,"9,195,916",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","14,800,076",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"285,718",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"15,352,475",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,417,593",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"15,099",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"599,049",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,134,349",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2014,"1,388,144,878",7.93,7.93,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"1,533",6.00,6.00,2,,,,European Union
300190 - Other,"1,507,434",4.00,4.00,5,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","275,319,549",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"278,160,964",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"79,334,608",3.78,3.78,9,,,,European Union
300290 - Other,"13,841,392",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,,6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"2,946",7.25,7.25,32,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"3,962,683",10.53,10.53,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",50,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"74,867,779",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"56,842,350",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","427,804",12.00,12.00,3,,,,European Union
300439 -- Other,"43,516,833",7.06,7.06,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,798,717",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"4,015,241",9.43,9.43,7,,,,European Union
300490 - Other,"486,944,626",10.53,10.53,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"10,387,104",8.67,8.67,6,,,,European Union
300590 - Other,"10,616,150",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","21,186,193",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"288,989",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"14,242,609",2.80,2.80,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,600,203",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"78,938",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"648,492",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"2,551,691",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2013,"1,320,465,731",7.93,7.93,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"3,667",6.00,6.00,2,,,,European Union
300190 - Other,"1,039,427",4.00,4.00,5,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","364,365,126",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"116,691,199",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"91,050,819",3.78,3.78,9,,,,European Union
300290 - Other,"12,722,646",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,,6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,338,7.25,7.25,32,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"8,260,032",10.53,10.53,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"76,701,681",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"18,369,558",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","862,051",12.00,12.00,3,,,,European Union
300439 -- Other,"47,845,932",7.06,7.06,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,280,005",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"5,566,671",9.43,9.43,7,,,,European Union
300490 - Other,"517,054,046",10.53,10.53,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"7,626,352",8.67,8.67,6,,,,European Union
300590 - Other,"6,795,081",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","23,065,599",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"108,504",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"14,572,354",2.80,2.80,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,644,190",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"31,153",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"425,208",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,384,092",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2012,"1,218,544,920",7.93,7.93,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"5,711",6.00,6.00,2,,,,European Union
300190 - Other,"408,945",4.00,4.00,5,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","374,097,660",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"62,227,756",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"78,479,304",3.78,3.78,9,,,,European Union
300290 - Other,"10,492,388",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,515,6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,236,7.25,7.25,32,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"6,535,578",10.53,10.53,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"61,583,894",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"7,005,620",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","277,367",12.00,12.00,3,,,,European Union
300439 -- Other,"43,900,598",7.06,7.06,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,062,443",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"6,382,986",9.43,9.43,7,,,,European Union
300490 - Other,"512,256,712",10.53,10.53,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"8,727,287",8.67,8.67,6,,,,European Union
300590 - Other,"7,179,301",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","13,823,698",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"140,625",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"16,299,098",2.80,2.80,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,886,229",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"60,586",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"445,858",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,264,526",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2011,"1,218,712,000",7.96,7.96,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"2,000",6.00,6.00,2,,,,European Union
300190 - Other,"619,000",4.00,4.00,5,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","384,248,000",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"49,167,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"71,668,000",3.78,3.78,9,,,,European Union
300290 - Other,"12,158,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"1,000",6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,,7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"6,920,000",10.48,10.48,71,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"57,744,000",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"3,753,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","566,000",12.00,12.00,3,,,,European Union
300439 -- Other,"43,633,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,882,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"13,046,000",9.43,9.43,7,,,,European Union
300490 - Other,"527,515,000",10.44,10.44,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"6,070,000",8.67,8.67,6,,,,European Union
300590 - Other,"6,722,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","10,965,000",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"119,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"11,523,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,215,000",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"48,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"667,000",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,461,000",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2010,"1,210,085,000",7.96,7.96,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"1,000",6.00,6.00,2,,,,European Union
300190 - Other,"326,000",4.00,4.00,5,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","290,666,000",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"250,867,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"49,960,000",3.78,3.78,9,,,,European Union
300290 - Other,"11,105,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,000",11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"2,000",6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,,7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"4,575,000",10.48,10.48,71,,,,European Union
