Importer,Year,Value,Ad val. duties,Number of lines,Yemen
,(US$),Simple average,MFN duties,Pref. duties,Yemen
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,"119,846",0.00,0.00,1,,,,Yemen
170390 - Other,,0.00,0.00,1,,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,,13.40,0.00,10,9,10,,Yemen
,2015,"1,151,851",6.84,0.00,44,39,42,,Yemen
170112 -- Beet sugar,,,0.00,2,2,2,,Yemen
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Yemen
170114 -- Other cane sugar,,,0.00,2,2,2,,Yemen
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Yemen
170199 -- Other,,,0.00,2,2,2,,Yemen
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Yemen
170219 -- Other,,,0.00,1,1,1,,Yemen
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","15,971",12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,"1,135,881",0.00,0.00,1,,,,Yemen
170390 - Other,,0.00,0.00,1,,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,,13.40,0.00,10,9,10,,Yemen
,2014,"695,786",6.84,0.00,44,39,42,,Yemen
170112 -- Beet sugar,,,0.00,2,2,2,,Yemen
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Yemen
170114 -- Other cane sugar,,,0.00,2,2,2,,Yemen
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Yemen
170199 -- Other,,,0.00,2,2,2,,Yemen
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Yemen
170219 -- Other,,,0.00,1,1,1,,Yemen
170220 - Maple sugar and maple syrup,42,8.00,0.00,2,1,2,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,"695,743",0.00,0.00,1,,,,Yemen
170390 - Other,,0.00,0.00,1,,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,,13.40,0.00,10,9,10,,Yemen
,2013,,6.84,0.00,44,39,42,,Yemen
170112 -- Beet sugar,,,0.00,2,2,2,,Yemen
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Yemen
170114 -- Other cane sugar,,,0.00,2,2,2,,Yemen
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Yemen
170199 -- Other,,,0.00,2,2,2,,Yemen
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Yemen
170219 -- Other,,,0.00,1,1,1,,Yemen
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,,0.00,0.00,1,,,,Yemen
170390 - Other,,0.00,0.00,1,,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,,13.40,0.00,10,9,10,,Yemen
,2012,,6.84,0.00,44,39,42,,Yemen
170112 -- Beet sugar,,,0.00,2,2,2,,Yemen
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Yemen
170114 -- Other cane sugar,,,0.00,2,2,2,,Yemen
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Yemen
170199 -- Other,,,0.00,2,2,2,,Yemen
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Yemen
170219 -- Other,,,0.00,1,1,1,,Yemen
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,,0.00,0.00,1,,,,Yemen
170390 - Other,,0.00,0.00,1,,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,,13.40,0.00,10,9,10,,Yemen
,2011,97,11.40,0.00,42,39,42,,Yemen
170111 -- Cane sugar,,,0.00,2,2,2,,Yemen
170112 -- Beet sugar,,,0.00,2,2,2,,Yemen
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Yemen
170199 -- Other,,,0.00,2,2,2,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Yemen
170219 -- Other,,,0.00,1,1,1,,Yemen
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,0.00,3,3,3,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Yemen
170250 - Chemically pure fructose,,,0.00,1,1,1,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,0.00,8,7,8,,Yemen
170310 - Cane molasses,,,0.00,1,1,1,,Yemen
170390 - Other,,,0.00,1,1,1,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Yemen
170490 - Other,97,13.40,0.00,10,9,10,,Yemen
,2010,,11.40,11.40,42,39,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2009,,11.40,11.40,42,39,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2008,59,11.40,11.40,42,39,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",59,12.80,12.80,8,7,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2007,,11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2006,,11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2005,"1,816",11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,"1,816",13.40,13.40,10,9,,,Yemen
,2004,37,11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",37,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2003,,11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2002,596,11.40,11.40,47,44,,,Yemen
170111 -- Cane sugar,,,,2,2,,,Yemen
170112 -- Beet sugar,,,,2,2,,,Yemen
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 -- Other,,,,2,2,,,Yemen
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 -- Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",596,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Yemen
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2001,,11.40,11.40,47,44,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Yemen
"170290 - Other, including invert sugar",,12.80,12.80,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,13.40,13.40,10,9,,,Yemen
,2000,,11.87,11.87,47,44,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Yemen
"170290 - Other, including invert sugar",,13.40,13.40,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,14.05,14.05,10,9,,,Yemen
,1999,,12.80,12.80,47,44,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Yemen
"170290 - Other, including invert sugar",,14.60,14.60,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,15.30,15.30,10,9,,,Yemen
,1998,,13.27,13.27,47,44,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,8.70,8.70,2,1,,,Yemen
