Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,India
170114 -- Other cane sugar,"50,853",16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,"3,565",16.00,16.00,1,,,,India
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","4,964",16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2013,"55,036",16.70,16.70,23,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,India
170114 -- Other cane sugar,"54,993",16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",43,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2012,"19,993",16.70,16.70,23,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,India
170114 -- Other cane sugar,939,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","18,910",16.00,16.00,1,,,,India
170219 -- Other,16,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",128,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2011,"3,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,India
170219 -- Other,"3,000",16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2010,"1,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2009,"52,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,"3,000",16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","49,000",16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2008,"20,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,"2,000",16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","18,000",16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2007,"66,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,"3,000",16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","63,000",16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2006,"5,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,"4,000",16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,000",16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2005,"19,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,"19,000",16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2004,"20,000",16.73,16.73,22,,,,India
170111 -- Cane sugar,,16.00,16.00,1,,,,India
170112 -- Beet sugar,,16.00,16.00,1,,,,India
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,India
170199 -- Other,,16.00,16.00,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","20,000",16.00,16.00,1,,,,India
170219 -- Other,,16.00,16.00,1,,,,India
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
170250 - Chemically pure fructose,,16.00,16.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,India
170310 - Cane molasses,,16.00,16.00,1,,,,India
170390 - Other,,16.00,16.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,India
170490 - Other,,20.00,20.00,3,,,,India
,2003,,18.23,18.23,22,,,,India
170111 -- Cane sugar,,17.50,17.50,1,,,,India
170112 -- Beet sugar,,17.50,17.50,1,,,,India
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,India
170199 -- Other,,17.50,17.50,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,India
170219 -- Other,,17.50,17.50,1,,,,India
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,India
170250 - Chemically pure fructose,,17.50,17.50,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,17.50,17.50,1,,,,India
170310 - Cane molasses,,17.50,17.50,1,,,,India
170390 - Other,,17.50,17.50,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,21.50,21.50,1,,,,India
170490 - Other,,21.50,21.50,3,,,,India
,2002,"27,439",18.23,18.23,22,,,,India
170111 -- Cane sugar,,17.50,17.50,1,,,,India
170112 -- Beet sugar,,17.50,17.50,1,,,,India
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,India
170199 -- Other,,17.50,17.50,1,,,,India
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,India
170219 -- Other,,17.50,17.50,1,,,,India
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","27,439",17.50,17.50,2,,,,India
170250 - Chemically pure fructose,,17.50,17.50,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,India
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,17.50,17.50,1,,,,India
170310 - Cane molasses,,17.50,17.50,1,,,,India
170390 - Other,,17.50,17.50,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,21.50,21.50,1,,,,India
170490 - Other,,21.50,21.50,3,,,,India
,2001,"31,295",19.23,19.23,22,,,,India
170111 - - Cane sugar,,18.50,18.50,1,,,,India
170112 - - Beet sugar,,18.50,18.50,1,,,,India
170191 - - Containing added flavouring or colouring matter,,18.50,18.50,1,,,,India
170199 - - Other,,18.50,18.50,1,,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,18.50,18.50,1,,,,India
170219 - - Other,,18.50,18.50,1,,,,India
170220 - Maple sugar and maple syrup,,18.50,18.50,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,18.50,18.50,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","31,295",18.50,18.50,2,,,,India
170250 - Chemically pure fructose,,18.50,18.50,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,18.50,18.50,2,,,,India
"170290 - Other, including invert sugar",,18.50,18.50,1,,,,India
170310 - Cane molasses,,18.50,18.50,1,,,,India
170390 - Other,,18.50,18.50,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,22.50,22.50,1,,,,India
170490 - Other,,22.50,22.50,3,,,,India
,2000,"285,554",19.73,19.73,22,,,,India
170111 - - Cane sugar,,19.00,19.00,1,,,,India
170112 - - Beet sugar,,19.00,19.00,1,,,,India
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,India
170199 - - Other,,19.00,19.00,1,,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,India
170219 - - Other,,19.00,19.00,1,,,,India
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","285,554",19.00,19.00,2,,,,India
170250 - Chemically pure fructose,,19.00,19.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,India
"170290 - Other, including invert sugar",,19.00,19.00,1,,,,India
170310 - Cane molasses,,19.00,19.00,1,,,,India
170390 - Other,,19.00,19.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,India
170490 - Other,,23.00,23.00,3,,,,India
,1999,"128,019",19.73,19.73,22,,,,India
170111 - - Cane sugar,,19.00,19.00,1,,,,India
170112 - - Beet sugar,,19.00,19.00,1,,,,India
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,India
170199 - - Other,,19.00,19.00,1,,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,India
170219 - - Other,,19.00,19.00,1,,,,India
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","127,394",19.00,19.00,2,,,,India
170250 - Chemically pure fructose,,19.00,19.00,1,,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,India
"170290 - Other, including invert sugar",625,19.00,19.00,1,,,,India
170310 - Cane molasses,,19.00,19.00,1,,,,India
170390 - Other,,19.00,19.00,1,,,,India
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,India
170490 - Other,,23.00,23.00,3,,,,India
,1998,"159,456",19.73,19.73,22,,,,India
170111 - - Cane sugar,,19.00,19.00,1,,,,India
170112 - - Beet sugar,,19.00,19.00,1,,,,India
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,India
170199 - - Other,,19.00,19.00,1,,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,India
170219 - - Other,,19.00,19.00,1,,,,India
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","111,408",19.00,19.00,3,,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","47,111",19.00,19.00,2,,,,India
170250 - Chemically pure fructose,,19.00,19.00,1,,,,India
