Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,United States of America
300691 - - Appliances identifiable for ostomy use,,0.00,0.00,1,,,,United States of America
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,United States of America
,2017,"30,575,669,425",0.00,0.00,55,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"25,851,464",0.00,0.00,2,,,,United States of America
300190 - Other,"298,634,074",0.00,0.00,3,,,,United States of America
300211 - - Malaria diagnostic test kits,"19,420,838",0.00,0.00,1,,,,United States of America
300212 - - Antisera and other blood fractions,"3,522,899,664",0.00,0.00,1,,,,United States of America
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale","435,869,757",0.00,0.00,1,,,,United States of America
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","1,009,572,199",0.00,0.00,1,,,,United States of America
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","7,107,169,523",0.00,0.00,1,,,,United States of America
300219 - - Other,"313,790,449",0.00,0.00,1,,,,United States of America
300220 - Vaccines for human medicine,"2,065,630,418",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"52,248,736",0.00,0.00,1,,,,United States of America
300290 - Other,"910,448,749",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,238,106",0.00,0.00,1,,,,United States of America
"300320 - Other, containing antibiotics","14,440,398",0.00,0.00,1,,,,United States of America
300331 - - Containing insulin,"166,491",0.00,0.00,1,,,,United States of America
300339 - - Other,"139,687,882",0.00,0.00,1,,,,United States of America
300341 - - Containing ephedrine or its salts,"2,346,081",0.00,0.00,1,,,,United States of America
300342 - - Containing pseudoephedrine (INN) or its salts,"269,878",0.00,0.00,1,,,,United States of America
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,United States of America
300349 - - Other,"3,220,598",0.00,0.00,1,,,,United States of America
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter","1,196",0.00,0.00,1,,,,United States of America
300390 - Other,"1,078,581,708",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","937,962",0.00,0.00,1,,,,United States of America
"300420 - Other, containing antibiotics","541,709,056",0.00,0.00,1,,,,United States of America
300431 - - Containing insulin,"57,771,796",0.00,0.00,1,,,,United States of America
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues","47,168,268",0.00,0.00,1,,,,United States of America
300439 - - Other,"258,933,064",0.00,0.00,1,,,,United States of America
300441 - - Containing ephedrine or its salts,"33,765",0.00,0.00,1,,,,United States of America
300442 - - Containing pseudoephedrine (INN) or its salts,"3,470,818",0.00,0.00,1,,,,United States of America
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,United States of America
300449 - - Other,"21,220,455",0.00,0.00,1,,,,United States of America
"300450 - Other, containing vitamins or other products of heading 29.36","12,786,234",0.00,0.00,1,,,,United States of America
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter","607,462",0.00,0.00,1,,,,United States of America
300490 - Other,"11,914,429,699",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"83,802,768",0.00,0.00,1,,,,United States of America
300590 - Other,"87,269,010",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","398,195,401",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"23,554,818",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,228,500",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"101,939,720",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"2,531,632",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","355,471",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"12,438,279",0.00,0.00,1,,,,United States of America
300691 - - Appliances identifiable for ostomy use,"1,547,247",0.00,0.00,1,,,,United States of America
300692 - - Waste pharmaceuticals,"249,790",0.00,0.00,1,,,,United States of America
,2016,"31,054,534,443",0.00,0.00,50,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"22,670,641",0.00,0.00,2,,,,United States of America
300190 - Other,"368,983,120",0.00,0.00,3,,,,United States of America
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","10,590,537,486",0.00,0.00,3,,,,United States of America
300220 - Vaccines for human medicine,"1,638,177,175",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"72,813,423",0.00,0.00,1,,,,United States of America
300290 - Other,"675,257,684",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","33,777",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"8,038,036",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"48,549",0.00,0.00,1,,,,United States of America
300339 -- Other,"125,681,393",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"6,655,535",0.00,0.00,4,,,,United States of America
300390 - Other,"1,126,853,747",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","721,726",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"594,661,720",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"66,536,969",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","63,001,941",0.00,0.00,1,,,,United States of America
300439 -- Other,"357,889,645",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","19,066,709",0.00,0.00,4,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"10,226,229",0.00,0.00,1,,,,United States of America
300490 - Other,"14,577,949,409",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"128,332,684",0.00,0.00,1,,,,United States of America
300590 - Other,"90,283,054",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","362,638,365",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"22,554,879",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,718,172",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"95,906,963",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"2,514,459",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","7,649,665",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"12,292,785",0.00,0.00,1,,,,United States of America
300691 -- Appliances identifiable for ostomy use,"2,515,487",0.00,0.00,1,,,,United States of America
300692 -- Waste pharmaceuticals,"323,015",0.00,0.00,1,,,,United States of America
,2015,"30,977,367,657",0.00,0.00,50,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"28,441,538",0.00,0.00,2,,,,United States of America
300190 - Other,"297,164,399",0.00,0.00,3,,,,United States of America
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","9,483,690,275",0.00,0.00,3,,,,United States of America
300220 - Vaccines for human medicine,"2,717,608,327",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"55,629,168",0.00,0.00,1,,,,United States of America
300290 - Other,"590,593,549",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","47,935",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"2,783,973",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"714,701",0.00,0.00,1,,,,United States of America
300339 -- Other,"107,684,725",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"10,841,516",0.00,0.00,4,,,,United States of America
300390 - Other,"852,059,419",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,208,865",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"513,118,375",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"55,926,553",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","60,259,943",0.00,0.00,1,,,,United States of America
300439 -- Other,"410,272,850",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","36,843,943",0.00,0.00,4,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"16,188,318",0.00,0.00,1,,,,United States of America
300490 - Other,"14,985,910,426",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"146,128,205",0.00,0.00,1,,,,United States of America
300590 - Other,"82,844,156",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","367,381,968",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"25,390,179",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,144,511",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"105,521,759",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"2,584,200",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","1,075,947",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"11,659,678",0.00,0.00,1,,,,United States of America
300691 -- Appliances identifiable for ostomy use,"2,336,792",0.00,0.00,1,,,,United States of America
300692 -- Waste pharmaceuticals,"311,466",0.00,0.00,1,,,,United States of America
,2014,"28,356,908,878",0.00,0.00,50,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"36,271,716",0.00,0.00,2,,,,United States of America
300190 - Other,"278,360,730",0.00,0.00,3,,,,United States of America
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","6,511,833,338",0.00,0.00,3,,,,United States of America
300220 - Vaccines for human medicine,"2,477,146,988",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"67,509,788",0.00,0.00,1,,,,United States of America
300290 - Other,"481,500,763",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","37,865",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"2,965,717",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"4,534,475",0.00,0.00,1,,,,United States of America
300339 -- Other,"54,563,817",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"8,021,456",0.00,0.00,4,,,,United States of America
300390 - Other,"708,288,074",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,045,268",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"779,304,488",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"57,790,647",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","48,166,383",0.00,0.00,1,,,,United States of America
300439 -- Other,"258,993,895",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","22,966,261",0.00,0.00,4,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"17,134,006",0.00,0.00,1,,,,United States of America
300490 - Other,"15,785,685,942",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"132,911,569",0.00,0.00,1,,,,United States of America
300590 - Other,"86,768,144",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","378,362,370",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"33,468,444",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,050,897",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"101,711,909",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"4,033,630",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","540,302",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"10,274,302",0.00,0.00,1,,,,United States of America
300691 -- Appliances identifiable for ostomy use,"1,843,577",0.00,0.00,1,,,,United States of America
300692 -- Waste pharmaceuticals,"822,120",0.00,0.00,1,,,,United States of America
,2013,"24,531,850,098",0.00,0.00,50,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"18,434,718",0.00,0.00,2,,,,United States of America
300190 - Other,"320,565,175",0.00,0.00,3,,,,United States of America
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","5,162,157,729",0.00,0.00,3,,,,United States of America
300220 - Vaccines for human medicine,"1,294,628,568",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"145,762,445",0.00,0.00,1,,,,United States of America
300290 - Other,"522,925,279",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","307,211",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"667,843",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"92,908",0.00,0.00,1,,,,United States of America
300339 -- Other,"45,452,072",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"6,500,637",0.00,0.00,4,,,,United States of America
300390 - Other,"682,499,256",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,762,993",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"826,244,393",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"82,521,958",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","12,469,582",0.00,0.00,1,,,,United States of America
300439 -- Other,"556,014,486",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","37,519,413",0.00,0.00,4,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"14,088,862",0.00,0.00,1,,,,United States of America
300490 - Other,"14,034,410,801",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"138,111,068",0.00,0.00,1,,,,United States of America
300590 - Other,"85,372,965",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","394,391,109",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"39,589,546",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,264,703",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"81,456,236",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"2,536,616",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","294,117",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"9,581,137",0.00,0.00,1,,,,United States of America
300691 -- Appliances identifiable for ostomy use,"2,759,987",0.00,0.00,1,,,,United States of America
300692 -- Waste pharmaceuticals,"2,466,284",0.00,0.00,1,,,,United States of America
,2012,"24,696,254,593",0.00,0.00,45,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"16,373,603",0.00,0.00,2,,,,United States of America
300190 - Other,"382,433,023",0.00,0.00,3,,,,United States of America
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","4,587,296,880",0.00,0.00,4,,,,United States of America
300220 - Vaccines for human medicine,"1,635,355,630",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"138,341,967",0.00,0.00,1,,,,United States of America
300290 - Other,"559,452,712",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","253,033",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"3,283,008",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"419,524",0.00,0.00,1,,,,United States of America
300339 -- Other,"14,027,276",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"10,449,165",0.00,0.00,1,,,,United States of America
300390 - Other,"425,419,746",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","49,939,859",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"872,978,959",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"133,481,787",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","8,018,368",0.00,0.00,1,,,,United States of America
300439 -- Other,"856,135,387",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","30,482,575",0.00,0.00,1,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"17,432,519",0.00,0.00,1,,,,United States of America
300490 - Other,"14,270,467,720",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"108,367,171",0.00,0.00,1,,,,United States of America
300590 - Other,"98,257,143",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","338,040,454",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"34,787,658",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,716,066",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"82,284,320",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"1,514,689",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","150,154",0.00,0.00,1,,,,United States of America
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"6,813,383",0.00,0.00,1,,,,United States of America
300691 -- Appliances identifiable for ostomy use,"7,485,386",0.00,0.00,1,,,,United States of America
300692 -- Waste pharmaceuticals,"795,431",0.00,0.00,1,,,,United States of America
,2011,"23,245,497,191",0.00,0.00,46,,,,United States of America
300120 - Extracts of glands or other organs or of their secretions,"20,485,104",0.00,0.00,2,,,,United States of America
300190 - Other,"399,692,616",0.00,0.00,3,,,,United States of America
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","4,289,106,278",0.00,0.00,4,,,,United States of America
300220 - Vaccines for human medicine,"2,117,741,486",0.00,0.00,1,,,,United States of America
300230 - Vaccines for veterinary medicine,"157,664,588",0.00,0.00,1,,,,United States of America
300290 - Other,"422,377,622",0.00,0.00,4,,,,United States of America
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","440,582",0.00,0.00,1,,,,United States of America
300320 - Containing other antibiotics,"2,540,734",0.00,0.00,1,,,,United States of America
300331 -- Containing insulin,"1,007,557",0.00,0.00,1,,,,United States of America
300339 -- Other,"10,090,218",0.00,0.00,1,,,,United States of America
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"8,421,196",0.00,0.00,1,,,,United States of America
300390 - Other,"651,547,176",0.00,0.00,1,,,,United States of America
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,804,932",0.00,0.00,1,,,,United States of America
300420 - Containing other antibiotics,"644,097,164",0.00,0.00,1,,,,United States of America
300431 -- Containing insulin,"206,502,532",0.00,0.00,1,,,,United States of America
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","8,132,857",0.00,0.00,1,,,,United States of America
300439 -- Other,"671,301,981",0.00,0.00,1,,,,United States of America
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","49,085,637",0.00,0.00,1,,,,United States of America
300450 - Other medicaments containing vitamins or other products of heading 29.36,"23,107,520",0.00,0.00,1,,,,United States of America
300490 - Other,"12,785,573,745",0.00,0.00,1,,,,United States of America
300510 - Adhesive dressings and other articles having an adhesive layer,"108,337,620",0.00,0.00,1,,,,United States of America
300590 - Other,"75,019,501",0.00,0.00,4,,,,United States of America
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","344,785,413",0.00,0.00,3,,,,United States of America
300620 - Blood-grouping reagents,"53,033,975",0.00,0.00,1,,,,United States of America
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"13,460,195",0.00,0.00,1,,,,United States of America
300640 - Dental cements and other dental fillings; bone reconstruction cements,"94,511,483",0.00,0.00,1,,,,United States of America
300650 - First-aid boxes and kits,"1,295,159",0.00,0.00,1,,,,United States of America
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","83,854",0.00,0.00,2,,,,United States of America
