Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","1,523,142",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,"31,202",16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","73,685",20.00,20.00,1,,,,United States of America
170490 - Other,"1,461,978",20.00,20.00,3,,,,United States of America
,2015,"23,255,534",16.70,16.70,23,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,United States of America
170114 -- Other cane sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"52,537",16.00,16.00,1,,,,United States of America
170199 -- Other,"410,553",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","4,362,976",16.00,16.00,1,,,,United States of America
170219 -- Other,"5,981,076",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","2,168,984",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","19,128",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"6,936,300",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","38,603",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","997,770",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,"24,366",16.00,16.00,1,,,,United States of America
170390 - Other,90,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","101,495",20.00,20.00,1,,,,United States of America
170490 - Other,"2,161,656",20.00,20.00,3,,,,United States of America
,2014,"31,503,098",16.70,16.70,23,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,United States of America
170114 -- Other cane sugar,222,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"28,434",16.00,16.00,1,,,,United States of America
170199 -- Other,"228,944",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","6,229,806",16.00,16.00,1,,,,United States of America
170219 -- Other,"10,731,388",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","2,482,547",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","63,195",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"9,614,702",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","37,885",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","315,444",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,600,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","70,712",20.00,20.00,1,,,,United States of America
170490 - Other,"1,699,219",20.00,20.00,3,,,,United States of America
,2013,"42,103,252",16.70,16.70,23,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,United States of America
170114 -- Other cane sugar,220,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"11,986",16.00,16.00,1,,,,United States of America
170199 -- Other,"296,214",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","5,110,843",16.00,16.00,1,,,,United States of America
170219 -- Other,"23,444,461",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"21,828",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","3,024,427",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","90,397",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"8,507,352",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","29,657",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","450,228",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","72,243",20.00,20.00,1,,,,United States of America
170490 - Other,"1,043,396",20.00,20.00,3,,,,United States of America
,2012,"55,520,200",16.70,16.70,23,,,,United States of America
170112 -- Beet sugar,"1,430",16.00,16.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,16.00,16.00,1,,,,United States of America
170114 -- Other cane sugar,"1,234",16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"108,602",16.00,16.00,1,,,,United States of America
170199 -- Other,"246,394",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","4,137,270",16.00,16.00,1,,,,United States of America
170219 -- Other,"36,335,938",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,709,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","3,761,241",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","156,464",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"8,819,313",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",831,16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","593,350",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","58,045",20.00,20.00,1,,,,United States of America
170490 - Other,"1,299,380",20.00,20.00,3,,,,United States of America
,2011,"24,551,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"63,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"75,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","3,441,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"12,681,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,777,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","119,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"4,349,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","111,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","367,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,"22,000",16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","23,000",20.00,20.00,1,,,,United States of America
170490 - Other,"522,000",20.00,20.00,3,,,,United States of America
,2010,"18,989,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,"4,000",16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"61,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"96,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,437,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"8,977,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"18,000",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","3,333,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","13,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"2,573,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","234,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","431,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","57,000",20.00,20.00,1,,,,United States of America
170490 - Other,"754,000",20.00,20.00,3,,,,United States of America
,2009,"7,834,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"2,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"31,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"16,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","647,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"3,041,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,236,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","14,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"2,304,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","1,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","126,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","99,000",20.00,20.00,1,,,,United States of America
170490 - Other,"317,000",20.00,20.00,3,,,,United States of America
,2008,"10,889,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,,16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"54,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"14,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,625,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"4,822,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"14,000",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,491,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","385,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"1,801,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","1,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","108,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","231,000",20.00,20.00,1,,,,United States of America
170490 - Other,"343,000",20.00,20.00,3,,,,United States of America
,2007,"8,607,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"28,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"28,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","581,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"4,402,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"2,000",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","928,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","277,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"1,697,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","176,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","78,000",20.00,20.00,1,,,,United States of America
170490 - Other,"407,000",20.00,20.00,3,,,,United States of America
,2006,"7,864,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,,16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"21,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"5,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","985,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"4,282,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"1,000",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,012,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","11,000",16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"861,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","3,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","175,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","193,000",20.00,20.00,1,,,,United States of America
170490 - Other,"315,000",20.00,20.00,3,,,,United States of America
,2005,"5,313,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"18,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"2,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","797,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"2,604,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","570,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"718,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","16,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","101,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,,16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","119,000",20.00,20.00,1,,,,United States of America
170490 - Other,"367,000",20.00,20.00,3,,,,United States of America
,2004,"3,175,000",16.73,16.73,22,,,,United States of America
170111 -- Cane sugar,"1,000",16.00,16.00,1,,,,United States of America
170112 -- Beet sugar,,16.00,16.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"18,000",16.00,16.00,1,,,,United States of America
170199 -- Other,"1,000",16.00,16.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","365,000",16.00,16.00,1,,,,United States of America
170219 -- Other,"618,000",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","710,000",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"633,000",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","1,000",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","189,000",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,,16.00,16.00,1,,,,United States of America
170390 - Other,"16,000",16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","125,000",20.00,20.00,1,,,,United States of America
170490 - Other,"498,000",20.00,20.00,3,,,,United States of America
,2003,"3,503,000",18.23,18.23,22,,,,United States of America
170111 -- Cane sugar,,17.50,17.50,1,,,,United States of America
170112 -- Beet sugar,,17.50,17.50,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"6,000",17.50,17.50,1,,,,United States of America
170199 -- Other,"5,000",17.50,17.50,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","416,000",17.50,17.50,1,,,,United States of America
170219 -- Other,"1,116,000",17.50,17.50,1,,,,United States of America
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","718,000",17.50,17.50,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,United States of America
170250 - Chemically pure fructose,"546,000",17.50,17.50,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","201,000",17.50,17.50,1,,,,United States of America
170310 - Cane molasses,,17.50,17.50,1,,,,United States of America
170390 - Other,"4,000",17.50,17.50,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","94,000",21.50,21.50,1,,,,United States of America
170490 - Other,"397,000",21.50,21.50,3,,,,United States of America
,2002,"3,539,837",18.23,18.23,22,,,,United States of America
170111 -- Cane sugar,"1,314",17.50,17.50,1,,,,United States of America
170112 -- Beet sugar,,17.50,17.50,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"4,057",17.50,17.50,1,,,,United States of America
170199 -- Other,"11,859",17.50,17.50,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","749,708",17.50,17.50,1,,,,United States of America
170219 -- Other,"475,123",17.50,17.50,1,,,,United States of America
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","448,638",17.50,17.50,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,United States of America
170250 - Chemically pure fructose,"500,055",17.50,17.50,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",218,17.50,17.50,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","336,397",17.50,17.50,1,,,,United States of America
170310 - Cane molasses,,17.50,17.50,1,,,,United States of America
170390 - Other,,17.50,17.50,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","362,188",21.50,21.50,1,,,,United States of America
170490 - Other,"650,280",21.50,21.50,3,,,,United States of America
,2001,"5,322,882",19.23,19.23,22,,,,United States of America
170111 - - Cane sugar,"2,030",18.50,18.50,1,,,,United States of America
170112 - - Beet sugar,,18.50,18.50,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,804,18.50,18.50,1,,,,United States of America
170199 - - Other,"25,993",18.50,18.50,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","476,191",18.50,18.50,1,,,,United States of America
170219 - - Other,"585,691",18.50,18.50,1,,,,United States of America
170220 - Maple sugar and maple syrup,,18.50,18.50,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","754,933",18.50,18.50,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",192,18.50,18.50,2,,,,United States of America
170250 - Chemically pure fructose,"393,446",18.50,18.50,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","1,714",18.50,18.50,2,,,,United States of America
"170290 - Other, including invert sugar","742,802",18.50,18.50,1,,,,United States of America
170310 - Cane molasses,,18.50,18.50,1,,,,United States of America
170390 - Other,"15,515",18.50,18.50,1,,,,United States of America
