Importer,Year,Value,Ad val. duties,Number of lines,Costa Rica
,(US$),Simple average,MFN duties,Pref. duties,Costa Rica
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Costa Rica
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,1,1,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",41,12.80,0.00,8,7,1,,Costa Rica
170310 - Cane molasses,,0.00,0.00,1,,,,Costa Rica
170390 - Other,,0.00,0.00,1,,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Costa Rica
170490 - Other,226,13.40,0.00,10,9,10,9,Costa Rica
,2012,"2,408,702",6.84,1.60,44,39,14,12,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"657,185",,,2,2,,,Costa Rica
170114 -- Other cane sugar,"609,139",,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"1,117,288",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,1,1,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","4,293",12.80,0.00,8,7,1,,Costa Rica
170310 - Cane molasses,,0.00,0.00,1,,,,Costa Rica
170390 - Other,,0.00,0.00,1,,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated","14,434",,,2,2,2,2,Costa Rica
170490 - Other,"6,362",13.40,0.00,10,9,10,9,Costa Rica
,2011,"2,590,470",11.40,2.67,42,39,14,12,Costa Rica
170111 -- Cane sugar,"991,257",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"1,598,559",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,14,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",14,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,1,1,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,0.00,8,7,1,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Costa Rica
170490 - Other,626,13.40,0.00,10,9,10,9,Costa Rica
,2010,"2,133,436",11.40,11.40,42,39,,,Costa Rica
170111 -- Cane sugar,"930,641",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"1,202,556",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Costa Rica
170490 - Other,239,13.40,13.40,10,9,,,Costa Rica
,2009,"1,283,648",11.40,11.40,42,39,,,Costa Rica
170111 -- Cane sugar,"798,635",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,"12,274",,,1,1,,,Costa Rica
170199 -- Other,"450,799",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Costa Rica
170490 - Other,"21,940",13.40,13.40,10,9,,,Costa Rica
,2008,"1,462,116",11.40,11.40,42,39,,,Costa Rica
170111 -- Cane sugar,"811,133",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,"22,368",,,1,1,,,Costa Rica
170199 -- Other,"550,657",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,"69,184",8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated","2,021",,,2,2,,,Costa Rica
170490 - Other,"6,753",13.40,13.40,10,9,,,Costa Rica
,2007,"1,292,423",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"717,690",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"574,541",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,192,13.40,13.40,10,9,,,Costa Rica
,2006,"1,264,678",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"734,890",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"529,725",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,63,13.40,13.40,10,9,,,Costa Rica
,2005,"1,204,251",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"831,507",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"372,745",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,13.40,13.40,10,9,,,Costa Rica
,2004,"1,044,267",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"733,279",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"310,987",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,13.40,13.40,10,9,,,Costa Rica
,2003,"796,682",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"574,717",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"221,964",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,13.40,13.40,10,9,,,Costa Rica
,2002,"943,275",11.40,11.40,47,44,,,Costa Rica
170111 -- Cane sugar,"717,652",,,2,2,,,Costa Rica
170112 -- Beet sugar,,,,2,2,,,Costa Rica
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 -- Other,"225,623",,,2,2,,,Costa Rica
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 -- Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,13.40,13.40,10,9,,,Costa Rica
,2001,"798,021",11.40,11.40,47,44,,,Costa Rica
170111 - - Cane sugar,"574,380",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"222,486",,,2,2,,,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar",,12.80,12.80,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,"1,155",13.40,13.40,10,9,,,Costa Rica
,2000,"672,424",11.87,11.87,47,44,,,Costa Rica
170111 - - Cane sugar,"415,849",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"238,431",,,2,2,,,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar",,13.40,13.40,9,8,,,Costa Rica
170310 - Cane molasses,"18,144",,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,14.05,14.05,10,9,,,Costa Rica
,1999,"552,436",12.80,12.80,47,44,,,Costa Rica
170111 - - Cane sugar,"330,680",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"212,442",,,2,2,,,Costa Rica
