Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Cambodia
170250 - Chemically pure fructose,,,0.00,1,1,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","14,585",12.80,0.00,8,7,8,,Cambodia
170310 - Cane molasses,,0.00,0.00,1,,,,Cambodia
170390 - Other,,0.00,0.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Cambodia
170490 - Other,"9,517",13.40,0.00,10,9,10,,Cambodia
,2014,"20,738,496",6.84,0.00,44,39,42,,Cambodia
170112 -- Beet sugar,,,0.00,2,2,2,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Cambodia
170114 -- Other cane sugar,"15,814,975",,0.00,2,2,2,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Cambodia
170199 -- Other,"4,899,743",,0.00,2,2,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Cambodia
170219 -- Other,,,0.00,1,1,1,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Cambodia
170250 - Chemically pure fructose,,,0.00,1,1,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","23,778",12.80,0.00,8,7,8,,Cambodia
170310 - Cane molasses,,0.00,0.00,1,,,,Cambodia
170390 - Other,,0.00,0.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Cambodia
170490 - Other,,13.40,0.00,10,9,10,,Cambodia
,2013,"50,929,402",6.84,0.00,44,39,42,,Cambodia
170112 -- Beet sugar,,,0.00,2,2,2,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Cambodia
170114 -- Other cane sugar,"38,848,127",,0.00,2,2,2,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Cambodia
170199 -- Other,"12,063,878",,0.00,2,2,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Cambodia
170219 -- Other,,,0.00,1,1,1,,Cambodia
170220 - Maple sugar and maple syrup,133,8.00,0.00,2,1,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Cambodia
170250 - Chemically pure fructose,,,0.00,1,1,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","17,131",12.80,0.00,8,7,8,,Cambodia
170310 - Cane molasses,,0.00,0.00,1,,,,Cambodia
170390 - Other,,0.00,0.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Cambodia
170490 - Other,133,13.40,0.00,10,9,10,,Cambodia
,2012,"12,853,856",6.84,0.00,44,39,42,,Cambodia
170112 -- Beet sugar,,,0.00,2,2,2,,Cambodia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Cambodia
170114 -- Other cane sugar,"12,839,023",,0.00,2,2,2,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Cambodia
170199 -- Other,90,,0.00,2,2,2,,Cambodia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Cambodia
170219 -- Other,,,0.00,1,1,1,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Cambodia
170250 - Chemically pure fructose,,,0.00,1,1,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","14,743",12.80,0.00,8,7,8,,Cambodia
170310 - Cane molasses,,0.00,0.00,1,,,,Cambodia
170390 - Other,,0.00,0.00,1,,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Cambodia
170490 - Other,,13.40,0.00,10,9,10,,Cambodia
,2011,"15,694,271",11.40,0.00,42,39,42,,Cambodia
170111 -- Cane sugar,"15,691,250",,0.00,2,2,2,,Cambodia
170112 -- Beet sugar,,,0.00,2,2,2,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Cambodia
170199 -- Other,"1,921",,0.00,2,2,2,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Cambodia
170219 -- Other,,,0.00,1,1,1,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,0.00,3,3,3,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Cambodia
170250 - Chemically pure fructose,,,0.00,1,1,1,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,100",12.80,0.00,8,7,8,,Cambodia
170310 - Cane molasses,,,0.00,1,1,1,,Cambodia
170390 - Other,,,0.00,1,1,1,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Cambodia
170490 - Other,,13.40,0.00,10,9,10,,Cambodia
,2010,"4,392,362",11.40,11.40,42,39,,,Cambodia
170111 -- Cane sugar,"4,368,394",,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,437,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","23,531",12.80,12.80,8,7,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2009,"85,445",11.40,11.40,42,39,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,"1,771",,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","83,674",12.80,12.80,8,7,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2008,"55,400",11.40,11.40,42,39,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","55,400",12.80,12.80,8,7,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2007,"79,544",11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","79,544",12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2006,"28,502",11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","28,502",12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2005,"13,411",11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","13,411",12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2004,"3,570",11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,796,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","2,774",12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2003,,11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2002,,11.40,11.40,47,44,,,Cambodia
170111 -- Cane sugar,,,,2,2,,,Cambodia
170112 -- Beet sugar,,,,2,2,,,Cambodia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 -- Other,,,,2,2,,,Cambodia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 -- Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2001,,11.40,11.40,47,44,,,Cambodia
170111 - - Cane sugar,,,,2,2,,,Cambodia
170112 - - Beet sugar,,,,2,2,,,Cambodia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 - - Other,,,,2,2,,,Cambodia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 - - Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar",,12.80,12.80,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,13.40,13.40,10,9,,,Cambodia
,2000,,11.87,11.87,47,44,,,Cambodia
170111 - - Cane sugar,,,,2,2,,,Cambodia
170112 - - Beet sugar,,,,2,2,,,Cambodia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 - - Other,,,,2,2,,,Cambodia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 - - Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Cambodia
170250 - Chemically pure fructose,,,,1,1,,,Cambodia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Cambodia
"170290 - Other, including invert sugar",,13.40,13.40,9,8,,,Cambodia
170310 - Cane molasses,,,,1,1,,,Cambodia
170390 - Other,,,,1,1,,,Cambodia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Cambodia
170490 - Other,,14.05,14.05,10,9,,,Cambodia
,1999,,12.80,12.80,47,44,,,Cambodia
170111 - - Cane sugar,,,,2,2,,,Cambodia
170112 - - Beet sugar,,,,2,2,,,Cambodia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Cambodia
170199 - - Other,,,,2,2,,,Cambodia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Cambodia
170219 - - Other,,,,1,1,,,Cambodia
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Cambodia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Cambodia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Cambodia
