Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,"Korea, Republic of"
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,"Korea, Republic of"
300490 - Other,,10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,,10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2017,,9.87,9.87,224,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,,10.00,10.00,3,,,,"Korea, Republic of"
300211 - - Malaria diagnostic test kits,,10.00,10.00,1,,,,"Korea, Republic of"
300212 - - Antisera and other blood fractions,,10.00,10.00,5,,,,"Korea, Republic of"
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,"Korea, Republic of"
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,"Korea, Republic of"
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,"Korea, Republic of"
300219 - - Other,,10.00,10.00,1,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,,10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,"Korea, Republic of"
300331 - - Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 - - Other,,10.00,10.00,1,,,,"Korea, Republic of"
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300349 - - Other,,10.00,10.00,1,,,,"Korea, Republic of"
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,,10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,"Korea, Republic of"
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,"Korea, Republic of"
300431 - - Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 - - Other,,10.00,10.00,8,,,,"Korea, Republic of"
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,"Korea, Republic of"
300449 - - Other,,10.00,10.00,8,,,,"Korea, Republic of"
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,"Korea, Republic of"
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,"Korea, Republic of"
300490 - Other,,10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,,10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2016,"41,889,051",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,,10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","18,362,068",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"568,368",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"194,590",10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"5,217,858",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"1,387,441",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"120,446",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",186,10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"3,199,706",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","150,458",10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,103,856",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"7,828,427",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"114,796",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"2,064,455",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","150,874",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,423,270",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,"2,252",10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2015,"34,727,793",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"6,739",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","12,274,818",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"576,091",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"169,949",10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"8,919,085",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"141,473",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"86,785",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"2,134,814",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,202,639",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"5,833,291",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"54,807",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"2,070,286",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","79,331",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,177,685",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2014,"38,941,500",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,511,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"12,734",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","23,402,891",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"959,751",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"178,894",10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"7,382,606",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"217,456",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,,10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,006",10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,"138,380",10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"1,686,146",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"883,764",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"1,451,005",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"37,699",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"1,464,358",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","48,872",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,072,615",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,"2,812",10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2013,"39,315,654",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"18,479",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","24,963,522",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"1,040,167",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"4,647,978",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"159,519",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"356,258",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"2,791,995",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,146,659",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"1,488,731",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"206,342",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"1,536,075",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","61,543",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"896,493",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,40,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,853",10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2012,"29,320,436",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,,10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","18,839,603",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"2,212,969",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"335,736",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"279,585",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"2,094,476",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,308,368",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"1,844,180",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"616,705",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"765,602",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","198,354",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"820,008",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"4,850",10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2011,"40,173,354",10.00,10.00,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"9,921",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","14,799,192",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"310,988",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"23,295",10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"4,743,890",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"423,205",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,"152,250",10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"540,154",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","11,572,110",10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"28,964",10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,"25,369",10.00,10.00,2,,,,"Korea, Republic of"
