Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
300431 - - Containing insulin,,10.00,10.00,2,,,,European Union
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,European Union
300439 - - Other,,10.00,10.00,8,,,,European Union
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,European Union
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,European Union
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,European Union
300449 - - Other,,10.00,10.00,8,,,,European Union
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,European Union
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,European Union
300490 - Other,,10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,European Union
300590 - Other,,10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,European Union
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,European Union
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2017,,9.87,9.87,224,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,European Union
300190 - Other,,10.00,10.00,3,,,,European Union
300211 - - Malaria diagnostic test kits,,10.00,10.00,1,,,,European Union
300212 - - Antisera and other blood fractions,,10.00,10.00,5,,,,European Union
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,European Union
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,European Union
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,European Union
300219 - - Other,,10.00,10.00,1,,,,European Union
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,European Union
300290 - Other,,10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,European Union
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,European Union
300331 - - Containing insulin,,10.00,10.00,1,,,,European Union
300339 - - Other,,10.00,10.00,1,,,,European Union
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,European Union
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,European Union
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,European Union
300349 - - Other,,10.00,10.00,1,,,,European Union
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,European Union
300390 - Other,,10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,European Union
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,European Union
300431 - - Containing insulin,,10.00,10.00,2,,,,European Union
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,European Union
300439 - - Other,,10.00,10.00,8,,,,European Union
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,European Union
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,European Union
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,European Union
300449 - - Other,,10.00,10.00,8,,,,European Union
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,European Union
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,European Union
300490 - Other,,10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,European Union
300590 - Other,,10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,European Union
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,European Union
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2016,"832,767,519",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"51,829",10.00,10.00,4,,,,European Union
300190 - Other,"1,782,548",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","94,254,059",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"126,951,831",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"6,656,680",10.00,10.00,1,,,,European Union
300290 - Other,"34,230,668",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","280,528",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"990,353",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"7,646,969",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,European Union
300390 - Other,"35,059,469",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,627,710",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"15,436,288",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"119,277,285",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,188,173",10.00,10.00,1,,,,European Union
300439 -- Other,"38,620,357",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,747,956",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"853,778",10.00,10.00,11,,,,European Union
300490 - Other,"307,573,736",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"4,447,048",10.00,10.00,3,,,,European Union
300590 - Other,"3,852,234",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","581,221",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"1,881,155",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,158,710",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"11,791,104",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"49,527",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","5,435,652",0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,456,020",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,884,631",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2015,"725,849,923",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"86,293",10.00,10.00,4,,,,European Union
300190 - Other,"3,336,768",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","83,515,096",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"107,677,751",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"5,983,241",10.00,10.00,1,,,,European Union
300290 - Other,"19,365,106",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","448,573",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"290,956",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"830,120",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,European Union
300390 - Other,"9,143,243",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,139,002",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"10,867,168",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"110,417,399",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,326,898",10.00,10.00,1,,,,European Union
300439 -- Other,"31,065,209",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,357,588",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"264,329",10.00,10.00,11,,,,European Union
300490 - Other,"295,825,732",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,427,264",10.00,10.00,3,,,,European Union
300590 - Other,"3,734,875",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,037,338",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"2,053,560",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"7,961,416",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"10,464,490",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"243,942",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","3,414,880",0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"273,088",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"3,298,598",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2014,"702,105,687",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"44,281",10.00,10.00,4,,,,European Union
300190 - Other,"1,860,694",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","70,642,582",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"70,987,080",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"6,550,065",10.00,10.00,1,,,,European Union
300290 - Other,"16,140,223",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,959,151",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"120,962",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"2,000,500",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,147,10.00,10.00,1,,,,European Union
300390 - Other,"19,047,370",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","8,498,337",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"12,207,648",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"124,549,194",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,156,901",10.00,10.00,1,,,,European Union
300439 -- Other,"32,256,571",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","721,841",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"10,427",10.00,10.00,11,,,,European Union
300490 - Other,"301,217,357",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,830,721",10.00,10.00,3,,,,European Union
300590 - Other,"3,094,927",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,761,309",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"1,834,892",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"7,501,023",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"9,899,451",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"202,194",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","2,913,903",0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"64,256",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"2,031,680",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2013,"636,606,086",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"18,960",10.00,10.00,4,,,,European Union
300190 - Other,"1,475,187",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","73,531,292",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"68,569,504",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"7,122,195",10.00,10.00,1,,,,European Union
300290 - Other,"15,539,493",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,258,609",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"555,296",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"1,165,359",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,European Union
300390 - Other,"19,184,356",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,407,893",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"6,450,854",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"95,786,568",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","3,377,163",10.00,10.00,1,,,,European Union
300439 -- Other,"35,549,713",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","696,600",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"133,097",10.00,10.00,11,,,,European Union
300490 - Other,"270,509,315",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,190,351",10.00,10.00,3,,,,European Union
300590 - Other,"2,352,179",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,241,735",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"1,531,782",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"8,610,444",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"8,271,898",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"173,360",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","3,440,552",0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"51,599",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"2,410,732",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2012,"643,632,238",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"7,450",10.00,10.00,4,,,,European Union
300190 - Other,"1,949,687",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","43,036,904",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"79,573,093",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"6,745,129",10.00,10.00,1,,,,European Union
300290 - Other,"11,548,531",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","989,871",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"129,414",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"1,702,617",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"1,003",10.00,10.00,1,,,,European Union
300390 - Other,"21,304,924",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","9,411,473",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"15,521,975",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"110,398,268",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","2,788,644",10.00,10.00,1,,,,European Union
300439 -- Other,"31,750,822",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","280,034",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,887,621",10.00,10.00,11,,,,European Union
300490 - Other,"273,622,787",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"1,063,627",10.00,10.00,3,,,,European Union
300590 - Other,"1,553,568",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,933,473",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"2,982,730",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"7,104,072",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"9,032,376",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"2,757,606",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","1,839,794",0.00,0.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"231,563",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"2,483,182",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2011,"570,201,168",10.00,10.00,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"71,106",10.00,10.00,4,,,,European Union
300190 - Other,"1,042,568",10.00,10.00,3,,,,European Union
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","46,417,926",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"88,571,138",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"5,546,125",10.00,10.00,1,,,,European Union
300290 - Other,"8,654,628",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,659,437",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"158,880",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"1,919,373",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,350,10.00,10.00,1,,,,European Union
300390 - Other,"12,901,239",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,851,434",10.00,10.00,8,,,,European Union
300420 - Containing other antibiotics,"9,022,814",10.00,10.00,29,,,,European Union
300431 -- Containing insulin,"81,991,071",10.00,10.00,2,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","2,093,326",10.00,10.00,1,,,,European Union
300439 -- Other,"30,963,932",10.00,10.00,8,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,882,711",10.00,10.00,8,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,961,443",10.00,10.00,11,,,,European Union
300490 - Other,"239,047,085",10.00,10.00,70,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,150,277",10.00,10.00,3,,,,European Union
300590 - Other,"2,442,422",10.00,10.00,8,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,628,155",10.00,10.00,2,,,,European Union
300620 - Blood-grouping reagents,"1,548,852",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"6,573,364",10.00,10.00,1,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"7,211,483",10.00,10.00,1,,,,European Union
300650 - First-aid boxes and kits,"81,238",10.00,10.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","4,240,907",10.00,10.00,3,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"314,471",10.00,10.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,253,413",10.00,10.00,1,,,,European Union
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,European Union
,2010,"399,720,172",9.86,9.86,214,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"15,135",10.00,10.00,4,,,,European Union
300190 - Other,"1,419,516",10.00,10.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","25,003,451",10.00,10.00,8,,,,European Union
300220 - Vaccines for human medicine,"58,469,234",10.00,10.00,14,,,,European Union
300230 - Vaccines for veterinary medicine,"2,670,403",10.00,10.00,1,,,,European Union
300290 - Other,"5,892,776",10.00,10.00,5,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,777,316",10.00,10.00,1,,,,European Union
300320 - Containing other antibiotics,"486,132",10.00,10.00,1,,,,European Union
300331 -- Containing insulin,,10.00,10.00,1,,,,European Union
300339 -- Other,"2,009,836",10.00,10.00,1,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,European Union
300390 - Other,"15,201,675",10.00,10.00,14,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,322,000",10.00,10.00,8,,,,European Union
