Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
170490 - Other,"7,397",13.40,0.00,10,9,10,,Nepal
,2012,"2,288",6.84,0.00,44,39,42,,Nepal
170112 -- Beet sugar,,,0.00,2,2,2,,Nepal
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,0.00,2,2,2,,Nepal
170114 -- Other cane sugar,,,0.00,2,2,2,,Nepal
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Nepal
170199 -- Other,,,0.00,2,2,2,,Nepal
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Nepal
170219 -- Other,,,0.00,1,1,1,,Nepal
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,0.00,3,3,3,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Nepal
170250 - Chemically pure fructose,,,0.00,1,1,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,8,,Nepal
170310 - Cane molasses,,0.00,0.00,1,,,,Nepal
170390 - Other,,0.00,0.00,1,,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Nepal
170490 - Other,"2,288",13.40,0.00,10,9,10,,Nepal
,2011,"1,531",11.40,0.00,42,39,42,,Nepal
170111 -- Cane sugar,,,0.00,2,2,2,,Nepal
170112 -- Beet sugar,,,0.00,2,2,2,,Nepal
170191 -- Containing added flavouring or colouring matter,,,0.00,1,1,1,,Nepal
170199 -- Other,,,0.00,2,2,2,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,0.00,1,1,1,,Nepal
170219 -- Other,,,0.00,1,1,1,,Nepal
170220 - Maple sugar and maple syrup,,8.00,0.00,2,1,2,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,0.00,3,3,3,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,0.00,2,2,2,,Nepal
170250 - Chemically pure fructose,,,0.00,1,1,1,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,0.00,3,3,3,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,0.00,8,7,8,,Nepal
170310 - Cane molasses,,,0.00,1,1,1,,Nepal
170390 - Other,,,0.00,1,1,1,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,0.00,2,2,2,,Nepal
170490 - Other,"1,531",13.40,0.00,10,9,10,,Nepal
,2010,"1,100",11.40,11.40,42,39,,,Nepal
170111 -- Cane sugar,,,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,"1,061",,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Nepal
170490 - Other,40,13.40,13.40,10,9,,,Nepal
,2009,,11.40,11.40,42,39,,,Nepal
170111 -- Cane sugar,,,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2008,"7,646,757",11.40,11.40,42,39,,,Nepal
170111 -- Cane sugar,"7,644,633",,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Nepal
170490 - Other,"2,124",13.40,13.40,10,9,,,Nepal
,2007,"9,152,514",11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,"9,152,514",,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2006,,11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,,,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2005,"5,597,728",11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,"5,597,728",,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2004,"5,870,463",11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,"5,866,967",,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,"3,495",13.40,13.40,10,9,,,Nepal
,2003,"5,289,706",11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,"5,289,706",,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2002,,11.40,11.40,47,44,,,Nepal
170111 -- Cane sugar,,,,2,2,,,Nepal
170112 -- Beet sugar,,,,2,2,,,Nepal
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 -- Other,,,,2,2,,,Nepal
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 -- Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Nepal
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2001,,11.40,11.40,47,44,,,Nepal
170111 - - Cane sugar,,,,2,2,,,Nepal
170112 - - Beet sugar,,,,2,2,,,Nepal
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 - - Other,,,,2,2,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 - - Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Nepal
"170290 - Other, including invert sugar",,12.80,12.80,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,13.40,13.40,10,9,,,Nepal
,2000,,11.87,11.87,47,44,,,Nepal
170111 - - Cane sugar,,,,2,2,,,Nepal
170112 - - Beet sugar,,,,2,2,,,Nepal
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 - - Other,,,,2,2,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 - - Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Nepal
"170290 - Other, including invert sugar",,13.40,13.40,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,14.05,14.05,10,9,,,Nepal
,1999,,12.80,12.80,47,44,,,Nepal
170111 - - Cane sugar,,,,2,2,,,Nepal
170112 - - Beet sugar,,,,2,2,,,Nepal
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 - - Other,,,,2,2,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 - - Other,,,,1,1,,,Nepal
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Nepal
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Nepal
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Nepal
170250 - Chemically pure fructose,,,,1,1,,,Nepal
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Nepal
"170290 - Other, including invert sugar",,14.60,14.60,9,8,,,Nepal
170310 - Cane molasses,,,,1,1,,,Nepal
170390 - Other,,,,1,1,,,Nepal
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Nepal
170490 - Other,,15.30,15.30,10,9,,,Nepal
,1998,,13.27,13.27,47,44,,,Nepal
170111 - - Cane sugar,,,,2,2,,,Nepal
170112 - - Beet sugar,,,,2,2,,,Nepal
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Nepal
170199 - - Other,,,,2,2,,,Nepal
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Nepal
170219 - - Other,,,,1,1,,,Nepal
