Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"040630 - Processed cheese, not grated or powdered",184,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"4,807",30.00,30.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","509,275",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"75,711",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2006,"1,059,570",34.65,34.65,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"88,063",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,751,30.00,30.00,3,,,,United States of America
040310 - Yogurt,"3,106",30.00,30.00,1,,,,United States of America
040390 - Other,"3,160",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","419,939",30.00,30.00,3,,,,United States of America
040490 - Other,"20,553",30.00,30.00,1,,,,United States of America
040510 - Butter,,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"2,094",40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","59,947",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",485,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",382,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"45,001",30.00,30.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","356,600",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"59,490",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2005,"511,711",34.19,34.19,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","23,859",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"107,529",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,206,30.00,30.00,3,,,,United States of America
040310 - Yogurt,260,30.00,30.00,1,,,,United States of America
040390 - Other,"4,058",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","23,669",30.00,30.00,3,,,,United States of America
040490 - Other,"15,225",30.00,30.00,1,,,,United States of America
040510 - Butter,,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,642,40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","60,267",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","4,479",30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","4,249",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,61,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"256,556",40.00,40.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"10,650",30.00,30.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2004,"135,461",34.19,34.19,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","11,079",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,,30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"4,031",30.00,30.00,3,,,,United States of America
040310 - Yogurt,,30.00,30.00,1,,,,United States of America
040390 - Other,,30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,412",30.00,30.00,3,,,,United States of America
040490 - Other,,30.00,30.00,1,,,,United States of America
040510 - Butter,,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"56,415",40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","24,771",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","3,882",30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",198,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,396,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"1,438",40.00,40.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","11,234",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,946,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"16,660",30.00,30.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2003,"930,076",34.19,34.19,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","17,398",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"832,301",60.00,60.00,1,,,,United States of America
040229 -- Other,"32,000",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"6,465",30.00,30.00,3,,,,United States of America
040310 - Yogurt,,30.00,30.00,1,,,,United States of America
040390 - Other,76,30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","30,896",30.00,30.00,3,,,,United States of America
040490 - Other,560,30.00,30.00,1,,,,United States of America
040510 - Butter,287,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,,40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",678,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",33,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"2,843",40.00,40.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,"2,696",30.00,30.00,1,,,,United States of America
040900 Natural honey.,"3,844",30.00,30.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2002,"1,063,974",32.96,32.96,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","3,828",60.00,60.00,1,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"2,628",60.00,60.00,1,,,,United States of America
040229 -- Other,"7,735",30.00,30.00,1,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,1,,,,United States of America
040299 -- Other,"30,997",30.00,30.00,1,,,,United States of America
040310 - Yogurt,,30.00,30.00,1,,,,United States of America
040390 - Other,,30.00,30.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,1,,,,United States of America
040490 - Other,"6,980",30.00,30.00,1,,,,United States of America
040510 - Butter,"5,604",40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,30.00,30.00,1,,,,United States of America
040590 - Other,"120,197",30.00,30.00,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",33,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","132,442",30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"63,328",40.00,40.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","370,701",30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"319,502",30.00,30.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,1,,,,United States of America
,2001,"70,058",36.85,36.85,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,35.00,35.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","31,607",60.00,60.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 - - Other,"12,505",35.00,35.00,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,35.00,35.00,1,,,,United States of America
040299 - - Other,"20,739",35.00,35.00,1,,,,United States of America
040310 - Yogurt,,35.00,35.00,1,,,,United States of America
040390 - Other,,35.00,35.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,35.00,35.00,1,,,,United States of America
040490 - Other,,35.00,35.00,1,,,,United States of America
040510 - Butter,,35.00,35.00,1,,,,United States of America
040520 - Dairy spreads,,35.00,35.00,1,,,,United States of America
040590 - Other,,35.00,35.00,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,35.00,35.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",629,35.00,35.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,35.00,35.00,1,,,,United States of America
040640 - Blue-veined cheese,,35.00,35.00,1,,,,United States of America
040690 - Other cheese,"3,759",35.00,35.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,35.00,35.00,1,,,,United States of America
040811 - - Dried,,35.00,35.00,1,,,,United States of America
040819 - - Other,,35.00,35.00,1,,,,United States of America
040891 - - Dried,,35.00,35.00,1,,,,United States of America
040899 - - Other,,35.00,35.00,1,,,,United States of America
040900 Natural honey,819,35.00,35.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,35.00,35.00,1,,,,United States of America
,2000,"56,223",40.09,40.09,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,38.50,38.50,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","27,440",60.00,60.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 - - Other,"3,613",38.50,38.50,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,United States of America
040299 - - Other,"12,499",38.50,38.50,1,,,,United States of America
040310 - Yogurt,,38.50,38.50,1,,,,United States of America
040390 - Other,,38.50,38.50,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,38.50,38.50,1,,,,United States of America
040490 - Other,,38.50,38.50,1,,,,United States of America
040510 - Butter,,38.50,38.50,1,,,,United States of America
040520 - Dairy spreads,,38.50,38.50,1,,,,United States of America
040590 - Other,,38.50,38.50,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","4,102",38.50,38.50,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",661,38.50,38.50,1,,,,United States of America
040640 - Blue-veined cheese,,38.50,38.50,1,,,,United States of America
040690 - Other cheese,679,38.50,38.50,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,38.50,38.50,1,,,,United States of America
040811 - - Dried,,38.50,38.50,1,,,,United States of America
040819 - - Other,,38.50,38.50,1,,,,United States of America
040891 - - Dried,,38.50,38.50,1,,,,United States of America
040899 - - Other,,38.50,38.50,1,,,,United States of America
040900 Natural honey,"7,228",38.50,38.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,United States of America
,1999,"14,184",35.44,35.44,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,38.50,38.50,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","7,672",0.00,0.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,United States of America
040229 - - Other,264,38.50,38.50,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,United States of America
040299 - - Other,,38.50,38.50,1,,,,United States of America
040310 - Yogurt,,38.50,38.50,1,,,,United States of America
040390 - Other,,38.50,38.50,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,38.50,38.50,1,,,,United States of America
040490 - Other,,38.50,38.50,1,,,,United States of America
040510 - Butter,,38.50,38.50,1,,,,United States of America
040520 - Dairy spreads,,38.50,38.50,1,,,,United States of America
040590 - Other,,38.50,38.50,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,38.50,38.50,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","4,020",38.50,38.50,1,,,,United States of America
040640 - Blue-veined cheese,,33.00,33.00,1,,,,United States of America
040690 - Other cheese,"1,901",38.50,38.50,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,38.50,38.50,1,,,,United States of America
040811 - - Dried,,38.50,38.50,1,,,,United States of America
040819 - - Other,,38.50,38.50,1,,,,United States of America
040891 - - Dried,326,38.50,38.50,1,,,,United States of America
040899 - - Other,,38.50,38.50,1,,,,United States of America
040900 Natural honey,,38.50,38.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,United States of America
,1998,"40,303",27.78,27.78,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","28,375",0.00,0.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,United States of America
040229 - - Other,,30.00,30.00,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,30.00,30.00,1,,,,United States of America
040299 - - Other,"2,526",30.00,30.00,1,,,,United States of America
040310 - Yogurt,"3,178",30.00,30.00,1,,,,United States of America
040390 - Other,,30.00,30.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,1,,,,United States of America
040490 - Other,,30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,30.00,30.00,1,,,,United States of America
040590 - Other,,30.00,30.00,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"6,225",30.00,30.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,30.00,30.00,1,,,,United States of America
040811 - - Dried,,30.00,30.00,1,,,,United States of America
040819 - - Other,,30.00,30.00,1,,,,United States of America
040891 - - Dried,,30.00,30.00,1,,,,United States of America
040899 - - Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey,,30.00,30.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,30.00,30.00,1,,,,United States of America
,1997,"128,344",32.41,32.41,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,35.00,35.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,0.00,0.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,United States of America
040229 - - Other,,35.00,35.00,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,35.00,35.00,1,,,,United States of America
040299 - - Other,"101,464",35.00,35.00,1,,,,United States of America
040310 - Yogurt,,35.00,35.00,1,,,,United States of America
040390 - Other,,35.00,35.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,35.00,35.00,1,,,,United States of America
040490 - Other,,35.00,35.00,1,,,,United States of America
040510 - Butter,,35.00,35.00,1,,,,United States of America
040520 - Dairy spreads,,35.00,35.00,1,,,,United States of America
040590 - Other,"1,455",35.00,35.00,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,35.00,35.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,35.00,35.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","8,058",35.00,35.00,1,,,,United States of America
040640 - Blue-veined cheese,,35.00,35.00,1,,,,United States of America
040690 - Other cheese,"17,366",35.00,35.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,35.00,35.00,1,,,,United States of America
040811 - - Dried,,35.00,35.00,1,,,,United States of America
040819 - - Other,,35.00,35.00,1,,,,United States of America
040891 - - Dried,,35.00,35.00,1,,,,United States of America
040899 - - Other,,35.00,35.00,1,,,,United States of America
040900 Natural honey,,35.00,35.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,35.00,35.00,1,,,,United States of America
,1996,"38,643",29.63,29.63,27,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,32.00,32.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,32.00,32.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,32.00,32.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,0.00,0.00,1,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,United States of America
040229 - - Other,,32.00,32.00,1,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,32.00,32.00,1,,,,United States of America
040299 - - Other,273,32.00,32.00,1,,,,United States of America
040310 - Yogurt,,32.00,32.00,1,,,,United States of America
040390 - Other,,32.00,32.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,32.00,32.00,1,,,,United States of America
040490 - Other,,32.00,32.00,1,,,,United States of America
040510 - Butter,"1,742",32.00,32.00,1,,,,United States of America
040520 - Dairy spreads,,32.00,32.00,1,,,,United States of America
040590 - Other,,32.00,32.00,1,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,32.00,32.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,32.00,32.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,32.00,32.00,1,,,,United States of America
040640 - Blue-veined cheese,,32.00,32.00,1,,,,United States of America
040690 - Other cheese,"36,629",32.00,32.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,32.00,32.00,1,,,,United States of America
040811 - - Dried,,32.00,32.00,1,,,,United States of America
040819 - - Other,,32.00,32.00,1,,,,United States of America
040891 - - Dried,,32.00,32.00,1,,,,United States of America
040899 - - Other,,32.00,32.00,1,,,,United States of America
040900 Natural honey,,32.00,32.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,32.00,32.00,1,,,,United States of America
