Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,277,270",2.70,2.70,2,,,,Ukraine
950699 -- Other,"3,056,374",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"1,187",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled","1,582",2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,615,3.70,3.70,1,,,,Ukraine
950790 - Other,"13,198",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,"32,417",1.70,1.70,1,,,,Ukraine
950890 - Other,"1,227,890",1.70,1.70,1,,,,Ukraine
,2007,"45,590,751",2.12,2.12,66,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,593,535",2.09,2.09,18,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"13,965",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"3,618",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,622,247",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,"5,276",2.70,2.70,1,,,,Ukraine
950490 - Other,"55,848",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"5,835,781",1.35,1.35,2,,,,Ukraine
950590 - Other,"16,569",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"30,470,628",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"28,972",3.70,3.70,1,,,,Ukraine
950619 -- Other,"1,161,471",2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,"64,907",2.70,2.70,1,,,,Ukraine
950629 -- Other,"86,629",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",713,4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,137,2.70,2.70,2,,,,Ukraine
950669 -- Other,274,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",27,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,680,274",2.70,2.70,2,,,,Ukraine
950699 -- Other,"2,770,685",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"47,803",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled","5,441",2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,"9,429",3.70,3.70,1,,,,Ukraine
950790 - Other,"34,578",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"81,942",1.70,1.70,1,,,,Ukraine
,2006,"52,903,638",1.89,1.89,79,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","1,117",0.00,0.00,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","25,828",4.70,4.70,2,,,,Ukraine
"950291 -- Garments and accessories therefor, footwear and headgear",63,0.00,0.00,1,,,,Ukraine
950299 -- Other,,0.00,0.00,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","189,746",0.00,0.00,2,,,,Ukraine
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,048,326",0.00,0.00,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"237,660",1.57,1.57,3,,,,Ukraine
950341 -- Stuffed,251,4.70,4.70,1,,,,Ukraine
950349 -- Other,"1,582",0.00,0.00,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,13,0.00,0.00,1,,,,Ukraine
950360 - Puzzles,,2.35,2.35,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","1,168",4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","49,270",2.35,2.35,2,,,,Ukraine
950390 - Other,"132,503",1.76,1.76,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"5,135",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards,"8,664",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","673,956",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,"3,917",2.70,2.70,1,,,,Ukraine
950490 - Other,"104,566",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"5,277,676",1.35,1.35,2,,,,Ukraine
950590 - Other,"4,784",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"40,554,347",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"29,281",3.70,3.70,1,,,,Ukraine
950619 -- Other,,2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"86,436",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete","1,030",2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",75,4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,176,2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,211",1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,257,433",2.70,2.70,2,,,,Ukraine
950699 -- Other,"2,911,761",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"20,014",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,75,3.70,3.70,1,,,,Ukraine
950790 - Other,"39,815",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"231,759",1.70,1.70,1,,,,Ukraine
,2005,"42,067,458",1.89,1.89,79,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","17,890",0.00,0.00,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","19,159",4.70,4.70,2,,,,Ukraine
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Ukraine
950299 -- Other,,0.00,0.00,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","157,652",0.00,0.00,2,,,,Ukraine
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,127,553",0.00,0.00,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"82,247",1.57,1.57,3,,,,Ukraine
950341 -- Stuffed,411,4.70,4.70,1,,,,Ukraine
950349 -- Other,"7,241",0.00,0.00,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,25,0.00,0.00,1,,,,Ukraine
950360 - Puzzles,"15,016",2.35,2.35,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","8,174",4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","104,940",2.35,2.35,2,,,,Ukraine
950390 - Other,"196,195",1.76,1.76,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"7,825",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards,"2,924",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","163,935",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,846,2.70,2.70,1,,,,Ukraine
950490 - Other,"46,405",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"4,522,116",1.35,1.35,2,,,,Ukraine
950590 - Other,"17,741",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"31,601,157",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"46,206",3.70,3.70,1,,,,Ukraine
950619 -- Other,535,2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"90,210",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",162,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",149,4.70,4.70,1,,,,Ukraine
950659 -- Other,634,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,25,2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,158,618",2.70,2.70,2,,,,Ukraine
950699 -- Other,"2,608,815",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"3,036",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",25,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,361,3.70,3.70,1,,,,Ukraine
950790 - Other,"32,023",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"27,208",1.70,1.70,1,,,,Ukraine
,2004,"37,394,129",1.89,1.89,79,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","8,794",0.00,0.00,2,,,,Ukraine
"950210 - Dolls, whether or not dressed",585,4.70,4.70,2,,,,Ukraine
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Ukraine
950299 -- Other,,0.00,0.00,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","97,932",0.00,0.00,2,,,,Ukraine
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","618,691",0.00,0.00,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"101,838",1.57,1.57,3,,,,Ukraine
950341 -- Stuffed,"1,704",4.70,4.70,1,,,,Ukraine
950349 -- Other,"2,662",0.00,0.00,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"74,311",0.00,0.00,1,,,,Ukraine
950360 - Puzzles,"18,920",2.35,2.35,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","138,794",4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","62,767",2.35,2.35,2,,,,Ukraine
950390 - Other,"183,600",1.76,1.76,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"4,030",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","128,719",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,"6,344",2.70,2.70,1,,,,Ukraine
950490 - Other,"26,781",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"4,268,904",1.35,1.35,2,,,,Ukraine
950590 - Other,"20,574",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"27,023,446",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"28,311",3.70,3.70,1,,,,Ukraine
950619 -- Other,261,2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"75,355",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,174,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,"2,824",2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",112,4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,647,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,"4,117",2.70,2.70,2,,,,Ukraine
950669 -- Other,"44,507",1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","719,969",2.70,2.70,2,,,,Ukraine
950699 -- Other,"3,608,679",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"13,447",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled","2,538",2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,348,3.70,3.70,1,,,,Ukraine
950790 - Other,"47,604",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,"20,475",1.70,1.70,1,,,,Ukraine
950890 - Other,"35,364",1.70,1.70,1,,,,Ukraine
,2003,"30,212,270",2.19,2.19,79,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,1.10,1.10,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","11,063",4.70,4.70,2,,,,Ukraine
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Ukraine
950299 -- Other,,0.70,0.70,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","94,625",0.80,0.80,2,,,,Ukraine
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","365,276",0.80,0.80,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"61,843",2.17,2.17,3,,,,Ukraine
950341 -- Stuffed,68,4.70,4.70,1,,,,Ukraine
950349 -- Other,"4,842",0.87,0.87,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"38,495",0.80,0.80,1,,,,Ukraine
950360 - Puzzles,,2.85,2.85,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","36,549",2.75,2.75,2,,,,Ukraine
950390 - Other,"139,601",2.26,2.26,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"4,253",0.60,0.60,1,,,,Ukraine
950420 - Articles and accessories for billiards,"3,111",0.60,0.60,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","44,128",0.60,0.60,4,,,,Ukraine
950440 - Playing cards,"2,523",2.70,2.70,1,,,,Ukraine
950490 - Other,"7,681",0.60,0.60,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,691,524",1.65,1.65,2,,,,Ukraine
950590 - Other,"5,317",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"23,064,545",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"89,761",3.70,3.70,1,,,,Ukraine
950619 -- Other,,2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"49,004",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 -- Other,"2,149",2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,,2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","254,972",2.70,2.70,2,,,,Ukraine
950699 -- Other,"2,214,143",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,147,3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",238,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,102,3.70,3.70,1,,,,Ukraine
950790 - Other,"11,210",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"15,102",1.70,1.70,1,,,,Ukraine
,2002,"21,592,094",2.48,2.48,79,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,2.10,2.10,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","5,495",4.70,4.70,2,,,,Ukraine
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Ukraine
950299 -- Other,,1.40,1.40,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","61,248",1.60,1.60,2,,,,Ukraine
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","285,311",1.60,1.60,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"6,375",2.73,2.73,3,,,,Ukraine
950341 -- Stuffed,76,4.70,4.70,1,,,,Ukraine
950349 -- Other,"3,036",1.70,1.70,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"12,758",1.60,1.60,1,,,,Ukraine
950360 - Puzzles,,3.30,3.30,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","18,414",4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","97,689",3.15,3.15,2,,,,Ukraine
950390 - Other,"80,239",2.76,2.76,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"1,513",1.10,1.10,1,,,,Ukraine
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","6,847",1.10,1.10,4,,,,Ukraine
950440 - Playing cards,709,2.70,2.70,1,,,,Ukraine
950490 - Other,"2,639",1.10,1.10,2,,,,Ukraine
950510 - Articles for Christmas festivities,"2,100,825",1.95,1.95,2,,,,Ukraine
950590 - Other,"56,396",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"16,992,492",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"6,743",3.70,3.70,1,,,,Ukraine
950619 -- Other,,2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"40,157",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,255,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung","12,863",4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,747,2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","177,124",2.70,2.70,2,,,,Ukraine
950699 -- Other,"1,572,252",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,,3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled","2,847",2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,,3.70,3.70,1,,,,Ukraine
950790 - Other,"2,875",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"44,168",1.70,1.70,1,,,,Ukraine
,2001,"19,896,669",2.79,2.79,78,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","15,152",3.20,3.20,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","9,474",4.70,4.70,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Ukraine
950299 - - Other,,2.10,2.10,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","65,613",2.40,2.40,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","341,909",2.40,2.40,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"13,970",3.30,3.30,3,,,,Ukraine
950341 - - Stuffed,"22,387",4.70,4.70,1,,,,Ukraine
950349 - - Other,,2.53,2.53,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"19,952",2.40,2.40,1,,,,Ukraine
950360 - Puzzles,,3.75,3.75,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","2,239",4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","94,000",3.55,3.55,2,,,,Ukraine
950390 - Other,"94,287",3.26,3.26,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Ukraine
950420 - Articles and accessories for billiards,"5,874",1.70,1.70,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",860,1.70,1.70,4,,,,Ukraine
950440 - Playing cards,,2.70,2.70,1,,,,Ukraine
950490 - Other,"3,313",1.70,1.70,2,,,,Ukraine
950510 - Articles for Christmas festivities,"1,494,672",2.30,2.30,2,,,,Ukraine
950590 - Other,"30,966",2.70,2.70,1,,,,Ukraine
950611 - - Skis,"16,557,177",3.70,3.70,4,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),"1,585",3.70,3.70,1,,,,Ukraine
950619 - - Other,63,2.70,2.70,1,,,,Ukraine
950621 - - Sailboards,45,2.70,2.70,1,,,,Ukraine
950629 - - Other,"30,313",2.70,2.70,1,,,,Ukraine
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 - - Balls,90,2.70,2.70,1,,,,Ukraine
950639 - - Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 - - Other,,2.70,2.70,1,,,,Ukraine
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 - - Inflatable,,2.70,2.70,2,,,,Ukraine
950669 - - Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","43,808",2.70,2.70,2,,,,Ukraine
950699 - - Other,"938,470",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,,3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,,3.70,3.70,1,,,,Ukraine
950790 - Other,,3.70,3.70,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","110,450",1.70,1.70,1,,,,Ukraine
,2000,"16,520,408",3.07,3.07,76,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","1,733",4.20,4.20,2,,,,Ukraine
"950210 - Dolls, whether or not dressed",793,4.70,4.70,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Ukraine
950299 - - Other,,2.80,2.80,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","65,836",3.20,3.20,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","292,632",3.20,3.20,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"9,708",3.87,3.87,3,,,,Ukraine
950341 - - Stuffed,,4.70,4.70,1,,,,Ukraine
950349 - - Other,,3.37,3.37,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"60,018",3.20,3.20,1,,,,Ukraine
950360 - Puzzles,,4.20,4.20,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits",332,4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","74,511",3.95,3.95,2,,,,Ukraine
950390 - Other,"138,125",3.76,3.76,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Ukraine
950420 - Articles and accessories for billiards,"1,106",2.20,2.20,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","6,822",2.20,2.20,4,,,,Ukraine
950440 - Playing cards,,2.70,2.70,1,,,,Ukraine
950490 - Other,"9,773",2.20,2.20,2,,,,Ukraine
950510 - Articles for Christmas festivities,"976,414",2.60,2.60,2,,,,Ukraine
950590 - Other,"118,321",2.70,2.70,1,,,,Ukraine
950611 - - Skis,"13,706,288",3.70,3.70,3,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Ukraine
950619 - - Other,,2.70,2.70,1,,,,Ukraine
950621 - - Sailboards,,2.70,2.70,1,,,,Ukraine
950629 - - Other,"63,863",2.70,2.70,1,,,,Ukraine
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 - - Balls,,2.70,2.70,1,,,,Ukraine
950639 - - Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 - - Other,,2.70,2.70,1,,,,Ukraine
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 - - Inflatable,,2.70,2.70,2,,,,Ukraine
950669 - - Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","31,742",2.70,2.70,1,,,,Ukraine
950699 - - Other,"513,749",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,,3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,,3.70,3.70,1,,,,Ukraine
950790 - Other,,3.70,3.70,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","448,642",1.70,1.70,1,,,,Ukraine
,1999,"9,979,068",3.38,3.38,76,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","19,408",4.70,4.70,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Ukraine
950299 - - Other,,3.50,3.50,1,,,,Ukraine
