Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2017,,9.87,9.87,224,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
300211 - - Malaria diagnostic test kits,,10.00,10.00,1,,,,Russian Federation
300212 - - Antisera and other blood fractions,,10.00,10.00,5,,,,Russian Federation
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Russian Federation
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Russian Federation
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Russian Federation
300219 - - Other,,10.00,10.00,1,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,,10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,Russian Federation
300331 - - Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 - - Other,,10.00,10.00,1,,,,Russian Federation
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Russian Federation
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Russian Federation
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Russian Federation
300349 - - Other,,10.00,10.00,1,,,,Russian Federation
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Russian Federation
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,Russian Federation
300431 - - Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 - - Other,,10.00,10.00,8,,,,Russian Federation
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Russian Federation
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Russian Federation
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Russian Federation
300449 - - Other,,10.00,10.00,8,,,,Russian Federation
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,Russian Federation
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Russian Federation
300490 - Other,,10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2016,"213,696",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,"152,909",10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,"11,126",10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,100,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","43,999",10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,,10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"4,527",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,035",10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2015,"296,409",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","14,661",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,"10,147",10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","119,618",10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,,10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",110,10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"120,509",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","11,032",10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"20,332",10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2014,"96,157",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","8,535",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,"4,495",10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,,10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"18,052",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,"1,248",10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,602",10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"60,982",10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,243,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2013,"428,697",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","2,538",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,174,10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,,10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","8,865",10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"180,376",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","232,642",10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,102",10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2012,"394,980",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","230,247",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,61,10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,765",10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,,10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"11,959",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,24,10.00,10.00,3,,,,Russian Federation
300590 - Other,,10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","114,083",10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"31,841",10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2011,"2,928,787",10.00,10.00,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,374,735",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,"480,792",10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,"13,434",10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,"435,921",10.00,10.00,14,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Russian Federation
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Russian Federation
300431 -- Containing insulin,,10.00,10.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Russian Federation
300439 -- Other,"41,539",10.00,10.00,8,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Russian Federation
300490 - Other,"518,749",10.00,10.00,70,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Russian Federation
300590 - Other,"58,645",10.00,10.00,8,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,972",10.00,10.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Russian Federation
,2010,"394,932",9.86,9.86,214,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Russian Federation
300190 - Other,,10.00,10.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","394,866",10.00,10.00,8,,,,Russian Federation
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Russian Federation
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Russian Federation
300290 - Other,,10.00,10.00,5,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Russian Federation
300331 -- Containing insulin,,10.00,10.00,1,,,,Russian Federation
300339 -- Other,,10.00,10.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Russian Federation
300390 - Other,,10.00,10.00,14,,,,Russian Federation
