Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","4,000",16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","97,000",20.00,20.00,1,,,,Japan
170490 - Other,"246,000",20.00,20.00,3,,,,Japan
,2008,"413,000",16.73,16.73,22,,,,Japan
170111 -- Cane sugar,,16.00,16.00,1,,,,Japan
170112 -- Beet sugar,,16.00,16.00,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,Japan
170199 -- Other,,16.00,16.00,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","2,000",16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","111,000",20.00,20.00,1,,,,Japan
170490 - Other,"300,000",20.00,20.00,3,,,,Japan
,2007,"321,000",16.73,16.73,22,,,,Japan
170111 -- Cane sugar,,16.00,16.00,1,,,,Japan
170112 -- Beet sugar,,16.00,16.00,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,Japan
170199 -- Other,,16.00,16.00,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","4,000",16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","73,000",20.00,20.00,1,,,,Japan
170490 - Other,"244,000",20.00,20.00,3,,,,Japan
,2006,"191,000",16.73,16.73,22,,,,Japan
170111 -- Cane sugar,,16.00,16.00,1,,,,Japan
170112 -- Beet sugar,,16.00,16.00,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,Japan
170199 -- Other,,16.00,16.00,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","7,000",16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","50,000",20.00,20.00,1,,,,Japan
170490 - Other,"134,000",20.00,20.00,3,,,,Japan
,2005,"187,000",16.73,16.73,22,,,,Japan
170111 -- Cane sugar,,16.00,16.00,1,,,,Japan
170112 -- Beet sugar,,16.00,16.00,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,Japan
170199 -- Other,,16.00,16.00,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","36,000",20.00,20.00,1,,,,Japan
170490 - Other,"151,000",20.00,20.00,3,,,,Japan
,2004,"184,000",16.73,16.73,22,,,,Japan
170111 -- Cane sugar,,16.00,16.00,1,,,,Japan
170112 -- Beet sugar,,16.00,16.00,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,16.00,16.00,1,,,,Japan
170199 -- Other,,16.00,16.00,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,Japan
170219 -- Other,,16.00,16.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
170250 - Chemically pure fructose,,16.00,16.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","15,000",16.00,16.00,1,,,,Japan
170310 - Cane molasses,,16.00,16.00,1,,,,Japan
170390 - Other,,16.00,16.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","36,000",20.00,20.00,1,,,,Japan
170490 - Other,"133,000",20.00,20.00,3,,,,Japan
,2003,"106,000",18.23,18.23,22,,,,Japan
170111 -- Cane sugar,,17.50,17.50,1,,,,Japan
170112 -- Beet sugar,,17.50,17.50,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,Japan
170199 -- Other,,17.50,17.50,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,Japan
170219 -- Other,,17.50,17.50,1,,,,Japan
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,Japan
170250 - Chemically pure fructose,,17.50,17.50,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,17.50,17.50,1,,,,Japan
170310 - Cane molasses,,17.50,17.50,1,,,,Japan
170390 - Other,,17.50,17.50,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","14,000",21.50,21.50,1,,,,Japan
170490 - Other,"92,000",21.50,21.50,3,,,,Japan
,2002,"164,633",18.23,18.23,22,,,,Japan
170111 -- Cane sugar,,17.50,17.50,1,,,,Japan
170112 -- Beet sugar,,17.50,17.50,1,,,,Japan
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,Japan
170199 -- Other,,17.50,17.50,1,,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,Japan
170219 -- Other,,17.50,17.50,1,,,,Japan
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,Japan
170250 - Chemically pure fructose,,17.50,17.50,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",675,17.50,17.50,1,,,,Japan
170310 - Cane molasses,,17.50,17.50,1,,,,Japan
170390 - Other,,17.50,17.50,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","42,373",21.50,21.50,1,,,,Japan
170490 - Other,"121,585",21.50,21.50,3,,,,Japan
,2001,"210,766",19.23,19.23,22,,,,Japan
170111 - - Cane sugar,,18.50,18.50,1,,,,Japan
170112 - - Beet sugar,,18.50,18.50,1,,,,Japan
170191 - - Containing added flavouring or colouring matter,,18.50,18.50,1,,,,Japan
170199 - - Other,,18.50,18.50,1,,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,18.50,18.50,1,,,,Japan
170219 - - Other,,18.50,18.50,1,,,,Japan
170220 - Maple sugar and maple syrup,,18.50,18.50,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,18.50,18.50,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,18.50,18.50,2,,,,Japan
170250 - Chemically pure fructose,,18.50,18.50,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,18.50,18.50,2,,,,Japan
"170290 - Other, including invert sugar",654,18.50,18.50,1,,,,Japan
170310 - Cane molasses,,18.50,18.50,1,,,,Japan
170390 - Other,,18.50,18.50,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","38,025",22.50,22.50,1,,,,Japan
170490 - Other,"172,087",22.50,22.50,3,,,,Japan
,2000,"334,676",19.73,19.73,22,,,,Japan
170111 - - Cane sugar,,19.00,19.00,1,,,,Japan
170112 - - Beet sugar,,19.00,19.00,1,,,,Japan
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,Japan
170199 - - Other,,19.00,19.00,1,,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,Japan
170219 - - Other,,19.00,19.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,Japan
170250 - Chemically pure fructose,,19.00,19.00,1,,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,Japan
"170290 - Other, including invert sugar",607,19.00,19.00,1,,,,Japan
170310 - Cane molasses,,19.00,19.00,1,,,,Japan
170390 - Other,,19.00,19.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","40,814",23.00,23.00,1,,,,Japan
170490 - Other,"293,255",23.00,23.00,3,,,,Japan
,1999,"381,952",19.73,19.73,22,,,,Japan
170111 - - Cane sugar,,19.00,19.00,1,,,,Japan
170112 - - Beet sugar,,19.00,19.00,1,,,,Japan
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,Japan
170199 - - Other,,19.00,19.00,1,,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,Japan
170219 - - Other,64,19.00,19.00,1,,,,Japan
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,Japan
