Importer,Year,Value,Ad val. duties,Number of lines,Armenia
,(US$),Simple average,MFN duties,Pref. duties,Armenia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Armenia
300290 - Other,"2,693",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
"300320 - Other, containing antibiotics",,0.00,0.00,1,,,,Armenia
300331 - - Containing insulin,,0.00,0.00,1,,,,Armenia
300339 - - Other,,0.00,0.00,1,,,,Armenia
300341 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Armenia
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Armenia
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Armenia
300349 - - Other,,0.00,0.00,1,,,,Armenia
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,Armenia
300390 - Other,1,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
"300420 - Other, containing antibiotics",,0.00,0.00,1,,,,Armenia
300431 - - Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 - - Other,3,0.00,0.00,1,,,,Armenia
300441 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Armenia
300442 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Armenia
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Armenia
300449 - - Other,"3,913",0.00,0.00,1,,,,Armenia
"300450 - Other, containing vitamins or other products of heading 29.36","6,624",0.00,0.00,1,,,,Armenia
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,Armenia
300490 - Other,"5,994",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,1,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",1,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 - - Appliances identifiable for ostomy use,1,0.00,0.00,1,,,,Armenia
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2016,"85,782",0.00,0.00,50,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,122,0.00,0.00,2,,,,Armenia
300190 - Other,71,0.00,0.00,3,,,,Armenia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",21,0.00,0.00,3,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"1,118",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,"3,461",0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,012",0.00,0.00,1,,,,Armenia
300439 -- Other,481,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,056",0.00,0.00,1,,,,Armenia
300490 - Other,"72,379",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","5,061",0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2015,"9,841",0.00,0.00,50,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Armenia
300190 - Other,103,0.00,0.00,3,,,,Armenia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,0.00,0.00,3,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"3,099",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 -- Other,,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,379",0.00,0.00,1,,,,Armenia
300490 - Other,"5,260",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2014,"56,870",0.00,0.00,50,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Armenia
300190 - Other,103,0.00,0.00,3,,,,Armenia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","3,743",0.00,0.00,3,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"4,340",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","14,455",0.00,0.00,1,,,,Armenia
300439 -- Other,,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,344",0.00,0.00,1,,,,Armenia
300490 - Other,"30,157",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,123,0.00,0.00,1,,,,Armenia
300590 - Other,"1,644",0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,962,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2013,"18,874",0.00,0.00,50,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Armenia
300190 - Other,1,0.00,0.00,3,,,,Armenia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,0.00,0.00,3,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,81,0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 -- Other,"1,647",0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,421",0.00,0.00,4,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,332,0.00,0.00,1,,,,Armenia
300490 - Other,"15,392",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2012,"71,188",0.00,0.00,45,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,1,0.00,0.00,2,,,,Armenia
300190 - Other,,0.00,0.00,3,,,,Armenia
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,608",0.00,0.00,4,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"3,987",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,"3,715",0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 -- Other,,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,121",0.00,0.00,1,,,,Armenia
300490 - Other,"59,756",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2011,"6,348",0.00,0.00,46,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Armenia
300190 - Other,,0.00,0.00,3,,,,Armenia
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,0.00,0.00,4,,,,Armenia
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"6,348",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 -- Other,,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Armenia
300490 - Other,,0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Armenia
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Armenia
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Armenia
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,2,,,,Armenia
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Armenia
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Armenia
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Armenia
,2010,"26,686",0.00,0.00,46,,,,Armenia
300120 - Extracts of glands or other organs or of their secretions,"15,802",0.00,0.00,2,,,,Armenia
300190 - Other,,0.00,0.00,3,,,,Armenia
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",27,0.00,0.00,4,,,,Armenia
300220 - Vaccines for human medicine,437,0.00,0.00,1,,,,Armenia
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Armenia
300290 - Other,"2,134",0.00,0.00,4,,,,Armenia
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300331 -- Containing insulin,,0.00,0.00,1,,,,Armenia
300339 -- Other,,0.00,0.00,1,,,,Armenia
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Armenia
300390 - Other,,0.00,0.00,1,,,,Armenia
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Armenia
300420 - Containing other antibiotics,,0.00,0.00,1,,,,Armenia
300431 -- Containing insulin,,0.00,0.00,1,,,,Armenia
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Armenia
300439 -- Other,,0.00,0.00,1,,,,Armenia
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,Armenia
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Armenia
300490 - Other,"8,286",0.00,0.00,1,,,,Armenia
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Armenia
300590 - Other,,0.00,0.00,4,,,,Armenia
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Armenia
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Armenia
