Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,China
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2017,"108,767,650",7.91,7.91,401,,,,China
300120 - Extracts of glands or other organs or of their secretions,"269,928",6.00,6.00,2,,,,China
300190 - Other,"22,764,402",4.00,4.00,5,,,,China
300211 - - Malaria diagnostic test kits,"4,222",2.00,2.00,1,,,,China
300212 - - Antisera and other blood fractions,"3,442,900",3.37,3.37,19,,,,China
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,2.00,2.00,1,,,,China
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","3,486,976",2.00,2.00,2,,,,China
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","11,582,233",0.67,0.67,3,,,,China
300219 - - Other,"836,093",2.00,2.00,1,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"8,188,312",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,195,051",11.43,11.43,7,,,,China
"300320 - Other, containing antibiotics","11,016,672",6.69,6.69,26,,,,China
300331 - - Containing insulin,,14.00,14.00,1,,,,China
300339 - - Other,,7.25,7.25,32,,,,China
300341 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,China
300342 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,China
300343 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,China
300349 - - Other,,7.33,7.33,6,,,,China
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,China
300390 - Other,"9,515,071",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
"300420 - Other, containing antibiotics","4,204",6.69,6.69,26,,,,China
300431 - - Containing insulin,,14.00,14.00,1,,,,China
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 - - Other,"509,105",7.06,7.06,32,,,,China
300441 - - Containing ephedrine or its salts,,8.00,8.00,1,,,,China
300442 - - Containing pseudoephedrine (INN) or its salts,,8.00,8.00,1,,,,China
300443 - - Containing norephedrine or its salts,,8.00,8.00,1,,,,China
300449 - - Other,,7.33,7.33,6,,,,China
"300450 - Other, containing vitamins or other products of heading 29.36",,9.43,9.43,7,,,,China
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,8.00,8.00,1,,,,China
300490 - Other,"4,727,844",10.81,10.81,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"5,646,924",8.67,8.67,6,,,,China
300590 - Other,"11,299,614",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","835,747",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"10,064,652",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"303,649",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,436,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"11,379",14.00,14.00,1,,,,China
300691 - - Appliances identifiable for ostomy use,"62,236",12.00,12.00,2,,,,China
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2016,"73,263,598",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"17,059,400",4.00,4.00,5,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","4,917,486",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"3,280,588",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,375,545",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"11,896,357",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.25,7.25,32,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"5,521,776",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","138,981",11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"10,462",6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,"298,114",7.06,7.06,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"1,969,576",10.50,10.50,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"4,541,497",8.67,8.67,6,,,,China
300590 - Other,"11,081,774",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","453,542",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,360,119",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"237,964",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"18,870",14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"101,547",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2015,"93,087,677",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"21,695,288",4.00,4.00,5,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","3,954,389",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"3,495,034",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","8,517,297",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"8,049,922",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.25,7.25,32,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"3,915,929",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,195,6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.06,7.06,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"6,588,293",10.50,10.50,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"3,618,992",8.67,8.67,6,,,,China
300590 - Other,"21,091,416",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","807,087",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"11,118,890",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"8,507",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"54,645",14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"171,793",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2014,"114,945,648",7.93,7.93,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"36,084,657",4.00,4.00,5,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","3,964,683",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"7,450,625",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,464,052",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"14,354,518",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,"3,635",7.25,7.25,32,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"5,732,691",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,413,6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.06,7.06,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"8,754,868",10.53,10.53,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"4,859,624",8.67,8.67,6,,,,China
300590 - Other,"22,030,875",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","657,537",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,532,772",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"54,698",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2013,"73,649,128",7.93,7.93,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"24,491,864",4.00,4.00,5,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","7,719,348",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"3,266,107",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,382,036",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"5,438,452",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.25,7.25,32,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"4,560,445",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,,6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.06,7.06,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"2,589,312",10.53,10.53,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"3,331,309",8.67,8.67,6,,,,China
300590 - Other,"14,346,159",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","72,666",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,438,617",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"12,813",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2012,"77,854,151",7.93,7.93,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"23,786,575",4.00,4.00,5,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","12,142,583",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"4,540,964",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,754,559",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"6,077,437",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,"1,430",7.25,7.25,32,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,163,7.33,7.33,6,,,,China
300390 - Other,"2,719,405",10.53,10.53,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,,6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.06,7.06,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"3,351,737",10.53,10.53,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"575,880",8.67,8.67,6,,,,China
300590 - Other,"13,702,099",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","94,508",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,997,004",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,209",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"105,598",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2011,"81,271,000",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"21,306,000",4.00,4.00,5,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","7,402,000",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"5,771,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,917,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"10,483,000",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"2,858,000",10.48,10.48,71,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"177,000",6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"6,786,000",10.44,10.44,63,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"345,000",8.67,8.67,6,,,,China
300590 - Other,"13,012,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","211,000",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,295,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,000",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"704,000",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2010,"46,981,000",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"10,774,000",4.00,4.00,5,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","4,356,000",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"4,302,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,000,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"11,447,000",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"1,000",7.33,7.33,6,,,,China
300390 - Other,"1,768,000",10.48,10.48,71,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"274,000",6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"1,711,000",10.44,10.44,63,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"252,000",8.67,8.67,6,,,,China
300590 - Other,"4,041,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","247,000",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,"18,000",10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,058,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"732,000",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2009,"36,978,000",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"9,513,000",4.00,4.00,5,,,,China
