Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,India
,2017,"1,487,034,996",0.00,0.00,55,,,,India
300120 - Extracts of glands or other organs or of their secretions,"7,845",0.00,0.00,2,,,,India
300190 - Other,"619,207",0.00,0.00,3,,,,India
300211 - - Malaria diagnostic test kits,"10,851",0.00,0.00,1,,,,India
300212 - - Antisera and other blood fractions,"2,244,853",0.00,0.00,1,,,,India
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale","6,492",0.00,0.00,1,,,,India
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","288,430",0.00,0.00,1,,,,India
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","1,215,547",0.00,0.00,1,,,,India
300219 - - Other,"918,502",0.00,0.00,1,,,,India
300220 - Vaccines for human medicine,"378,552",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"67,372",0.00,0.00,1,,,,India
300290 - Other,"5,071,202",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","407,920",0.00,0.00,1,,,,India
"300320 - Other, containing antibiotics","1,705,412",0.00,0.00,1,,,,India
300331 - - Containing insulin,,0.00,0.00,1,,,,India
300339 - - Other,"54,673,391",0.00,0.00,1,,,,India
300341 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,India
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,India
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,India
300349 - - Other,"530,779",0.00,0.00,1,,,,India
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,India
300390 - Other,"32,987,200",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","22,685,840",0.00,0.00,1,,,,India
"300420 - Other, containing antibiotics","62,422,068",0.00,0.00,1,,,,India
300431 - - Containing insulin,"2,608,423",0.00,0.00,1,,,,India
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues","3,666,019",0.00,0.00,1,,,,India
300439 - - Other,"24,466,500",0.00,0.00,1,,,,India
300441 - - Containing ephedrine or its salts,"392,694",0.00,0.00,1,,,,India
300442 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,India
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,India
300449 - - Other,"24,078,845",0.00,0.00,1,,,,India
"300450 - Other, containing vitamins or other products of heading 29.36","2,467,046",0.00,0.00,1,,,,India
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter","2,267,662",0.00,0.00,1,,,,India
300490 - Other,"1,207,284,084",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"3,007,978",0.00,0.00,1,,,,India
300590 - Other,"16,199,394",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,099,980",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"327,144",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"273,573",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"798,424",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"354,048",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","9,136,995",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,333,228",0.00,0.00,1,,,,India
300691 - - Appliances identifiable for ostomy use,"22,646",0.00,0.00,1,,,,India
300692 - - Waste pharmaceuticals,"8,849",0.00,0.00,1,,,,India
,2016,"1,441,549,594",0.00,0.00,50,,,,India
300120 - Extracts of glands or other organs or of their secretions,"7,451",0.00,0.00,2,,,,India
300190 - Other,"234,369",0.00,0.00,3,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","7,011,549",0.00,0.00,3,,,,India
300220 - Vaccines for human medicine,"244,488",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"846,339",0.00,0.00,1,,,,India
300290 - Other,"5,589,233",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","562,884",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"936,143",0.00,0.00,1,,,,India
300331 -- Containing insulin,,0.00,0.00,1,,,,India
300339 -- Other,"56,413,313",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"1,076,828",0.00,0.00,4,,,,India
300390 - Other,"33,984,881",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","22,446,203",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"70,052,310",0.00,0.00,1,,,,India
300431 -- Containing insulin,"2,140,014",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","5,981,949",0.00,0.00,1,,,,India
300439 -- Other,"37,049,953",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","44,978,146",0.00,0.00,4,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,641,396",0.00,0.00,1,,,,India
300490 - Other,"1,117,206,282",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"2,362,113",0.00,0.00,1,,,,India
300590 - Other,"15,673,382",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,472,543",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"70,942",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"118,854",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"856,207",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"897,644",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","9,309,622",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,309,869",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"19,482",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"55,206",0.00,0.00,1,,,,India
,2015,"1,443,433,020",0.00,0.00,50,,,,India
300120 - Extracts of glands or other organs or of their secretions,"12,243",0.00,0.00,2,,,,India
300190 - Other,"522,655",0.00,0.00,3,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","6,814,725",0.00,0.00,3,,,,India
300220 - Vaccines for human medicine,"1,291,941",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"450,199",0.00,0.00,1,,,,India
300290 - Other,"5,040,715",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","705,085",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"4,404,630",0.00,0.00,1,,,,India
300331 -- Containing insulin,,0.00,0.00,1,,,,India
300339 -- Other,"53,730,274",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"1,518,709",0.00,0.00,4,,,,India
300390 - Other,"35,197,534",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","31,379,676",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"82,924,700",0.00,0.00,1,,,,India
300431 -- Containing insulin,"1,365,592",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","6,257,671",0.00,0.00,1,,,,India
300439 -- Other,"58,856,950",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","93,856,742",0.00,0.00,4,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,552,086",0.00,0.00,1,,,,India
300490 - Other,"1,024,212,189",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"1,563,201",0.00,0.00,1,,,,India
300590 - Other,"19,840,564",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","908,246",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"2,267",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"150,969",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"541,979",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"533,647",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","6,804,754",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"947,474",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"7,156",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"38,449",0.00,0.00,1,,,,India
,2014,"1,517,316,922",0.00,0.00,50,,,,India
300120 - Extracts of glands or other organs or of their secretions,"17,198",0.00,0.00,2,,,,India
300190 - Other,"326,148",0.00,0.00,3,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","12,886,192",0.00,0.00,3,,,,India
300220 - Vaccines for human medicine,"117,575",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"1,961,019",0.00,0.00,1,,,,India
300290 - Other,"4,381,233",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","559,969",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"2,634,023",0.00,0.00,1,,,,India
300331 -- Containing insulin,320,0.00,0.00,1,,,,India
300339 -- Other,"49,727,619",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,India
300390 - Other,"52,933,658",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","57,328,337",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"90,502,675",0.00,0.00,1,,,,India
300431 -- Containing insulin,"398,368",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","6,450,136",0.00,0.00,1,,,,India
300439 -- Other,"73,245,800",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","39,835,782",0.00,0.00,4,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"9,976,754",0.00,0.00,1,,,,India
300490 - Other,"1,079,321,515",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"2,732,318",0.00,0.00,1,,,,India
300590 - Other,"21,157,042",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,550,262",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"86,451",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"80,822",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,011,112",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"547,933",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","6,299,953",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,180,590",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"11,957",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"54,161",0.00,0.00,1,,,,India
,2013,"1,459,318,234",0.00,0.00,50,,,,India
300120 - Extracts of glands or other organs or of their secretions,"17,770",0.00,0.00,2,,,,India
300190 - Other,"6,069",0.00,0.00,3,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,584,215",0.00,0.00,3,,,,India
300220 - Vaccines for human medicine,"1,829,124",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"1,408,185",0.00,0.00,1,,,,India
300290 - Other,"3,392,396",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","438,685",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"3,033,912",0.00,0.00,1,,,,India
300331 -- Containing insulin,,0.00,0.00,1,,,,India
300339 -- Other,"37,762,080",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,90,0.00,0.00,4,,,,India
300390 - Other,"51,019,683",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","29,669,465",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"74,612,105",0.00,0.00,1,,,,India
300431 -- Containing insulin,"514,688",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","5,121,474",0.00,0.00,1,,,,India
300439 -- Other,"56,359,165",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","23,009,728",0.00,0.00,4,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"7,104,526",0.00,0.00,1,,,,India
300490 - Other,"1,132,705,919",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"4,260,505",0.00,0.00,1,,,,India
300590 - Other,"18,028,819",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,286,458",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"521,594",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"36,162",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"480,146",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"685,033",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","2,837,596",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,515,989",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"13,599",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"63,054",0.00,0.00,1,,,,India
,2012,"1,392,946,162",0.00,0.00,45,,,,India
300120 - Extracts of glands or other organs or of their secretions,"10,656",0.00,0.00,2,,,,India
300190 - Other,"121,470",0.00,0.00,3,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,357,073",0.00,0.00,4,,,,India
300220 - Vaccines for human medicine,"259,551",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"1,370,111",0.00,0.00,1,,,,India
300290 - Other,"2,719,576",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","354,383",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"1,726,333",0.00,0.00,1,,,,India
300331 -- Containing insulin,39,0.00,0.00,1,,,,India
300339 -- Other,"16,001,440",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"2,751",0.00,0.00,1,,,,India
300390 - Other,"56,827,577",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","19,530,495",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"94,751,665",0.00,0.00,1,,,,India
300431 -- Containing insulin,"839,491",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","2,797,853",0.00,0.00,1,,,,India
300439 -- Other,"43,855,116",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","30,390,292",0.00,0.00,1,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,788,713",0.00,0.00,1,,,,India
300490 - Other,"1,085,836,878",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"4,076,165",0.00,0.00,1,,,,India
300590 - Other,"18,894,518",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,322,452",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"312,185",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"14,589",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,324,692",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"1,097,018",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","2,038,521",0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,184,910",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"1,888",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"137,763",0.00,0.00,1,,,,India
,2011,"1,594,843,395",0.00,0.00,46,,,,India
300120 - Extracts of glands or other organs or of their secretions,"25,571",0.00,0.00,2,,,,India
300190 - Other,"218,210",0.00,0.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","973,955",0.00,0.00,4,,,,India
300220 - Vaccines for human medicine,"104,108",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"1,714,025",0.00,0.00,1,,,,India
300290 - Other,"2,425,365",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","714,026",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"4,552,021",0.00,0.00,1,,,,India
300331 -- Containing insulin,"6,125",0.00,0.00,1,,,,India
300339 -- Other,"2,028,589",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"229,068",0.00,0.00,1,,,,India
300390 - Other,"237,101,657",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","21,849,055",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"113,305,529",0.00,0.00,1,,,,India
300431 -- Containing insulin,"1,539,427",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","4,213,598",0.00,0.00,1,,,,India
300439 -- Other,"40,028,616",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","42,121,976",0.00,0.00,1,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,664,148",0.00,0.00,1,,,,India
300490 - Other,"1,083,993,608",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"5,432,544",0.00,0.00,1,,,,India
300590 - Other,"22,811,595",0.00,0.00,4,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","982,195",0.00,0.00,3,,,,India
300620 - Blood-grouping reagents,"119,239",0.00,0.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"10,120",0.00,0.00,1,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,536,726",0.00,0.00,1,,,,India
300650 - First-aid boxes and kits,"1,149,583",0.00,0.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","958,837",0.00,0.00,2,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"500,215",0.00,0.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,"47,203",0.00,0.00,1,,,,India
300692 -- Waste pharmaceuticals,"486,462",0.00,0.00,1,,,,India
,2010,"1,173,380,941",0.00,0.00,46,,,,India
300120 - Extracts of glands or other organs or of their secretions,"6,271",0.00,0.00,2,,,,India
300190 - Other,"1,161,777",0.00,0.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","606,110",0.00,0.00,4,,,,India
300220 - Vaccines for human medicine,"76,665",0.00,0.00,1,,,,India
300230 - Vaccines for veterinary medicine,"432,218",0.00,0.00,1,,,,India
300290 - Other,"1,847,204",0.00,0.00,4,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","586,503",0.00,0.00,1,,,,India
300320 - Containing other antibiotics,"9,917,005",0.00,0.00,1,,,,India
300331 -- Containing insulin,"6,297",0.00,0.00,1,,,,India
300339 -- Other,"980,302",0.00,0.00,1,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"70,289",0.00,0.00,1,,,,India
300390 - Other,"117,591,552",0.00,0.00,1,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","44,812,611",0.00,0.00,1,,,,India
300420 - Containing other antibiotics,"73,215,044",0.00,0.00,1,,,,India
300431 -- Containing insulin,"4,844,426",0.00,0.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","3,423,010",0.00,0.00,1,,,,India
300439 -- Other,"20,437,203",0.00,0.00,1,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","22,290,360",0.00,0.00,1,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,133,568",0.00,0.00,1,,,,India
300490 - Other,"844,053,596",0.00,0.00,1,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"6,158,500",0.00,0.00,1,,,,India
300590 - Other,"15,631,899",0.00,0.00,4,,,,India
