Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Viet Nam
170114 -- Other cane sugar,,60.00,60.00,3,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,"10,668",30.00,30.00,4,,,,Viet Nam
,2012,"34,890",35.37,35.37,41,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Viet Nam
170114 -- Other cane sugar,,60.00,60.00,3,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated","2,530",30.00,30.00,1,,,,Viet Nam
170490 - Other,"32,360",30.00,30.00,4,,,,Viet Nam
,2011,"52,010",35.37,35.37,41,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,Viet Nam
170114 -- Other cane sugar,,60.00,60.00,3,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,783",25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,"49,227",30.00,30.00,4,,,,Viet Nam
,2010,"7,516",33.42,33.42,38,,,,Viet Nam
170111 -- Cane sugar,,60.00,60.00,3,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,"7,516",30.00,30.00,4,,,,Viet Nam
,2009,"9,112",40.90,40.90,39,,,,Viet Nam
170111 -- Cane sugar,,100.00,100.00,3,,,,Viet Nam
170112 -- Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Viet Nam
170219 -- Other,,30.00,30.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,30.00,30.00,1,,,,Viet Nam
170390 - Other,,30.00,30.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,"9,112",33.00,33.00,5,,,,Viet Nam
,2008,,33.42,33.42,38,,,,Viet Nam
170111 -- Cane sugar,,60.00,60.00,3,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,,30.00,30.00,4,,,,Viet Nam
,2007,,33.42,33.42,38,,,,Viet Nam
170111 -- Cane sugar,,60.00,60.00,3,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,,30.00,30.00,4,,,,Viet Nam
,2006,"4,517",33.42,33.42,38,,,,Viet Nam
170111 -- Cane sugar,,60.00,60.00,3,,,,Viet Nam
170112 -- Beet sugar,,60.00,60.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,Viet Nam
170199 -- Other,,60.00,60.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,Viet Nam
170219 -- Other,,25.00,25.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,10.00,10.00,1,,,,Viet Nam
170390 - Other,,10.00,10.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,Viet Nam
170490 - Other,"4,517",30.00,30.00,4,,,,Viet Nam
,2005,"31,487",43.29,42.58,38,,3,,Viet Nam
170111 -- Cane sugar,,100.00,100.00,3,,,,Viet Nam
170112 -- Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 -- Other,,100.00,100.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Viet Nam
170219 -- Other,,30.00,30.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,30.00,21.00,1,,1,,Viet Nam
170390 - Other,,30.00,21.00,2,,2,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Viet Nam
170490 - Other,"31,487",30.00,30.00,4,,,,Viet Nam
,2004,"6,686",43.29,43.29,38,,,,Viet Nam
170111 -- Cane sugar,,100.00,100.00,3,,,,Viet Nam
170112 -- Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 -- Other,,100.00,100.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Viet Nam
170219 -- Other,,30.00,30.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,30.00,30.00,1,,,,Viet Nam
170390 - Other,,30.00,30.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Viet Nam
170490 - Other,"6,686",30.00,30.00,4,,,,Viet Nam
,2003,,43.29,43.29,38,,,,Viet Nam
170111 -- Cane sugar,,100.00,100.00,3,,,,Viet Nam
170112 -- Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 -- Other,,100.00,100.00,2,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,Viet Nam
170219 -- Other,,30.00,30.00,2,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,Viet Nam
170310 - Cane molasses,,30.00,30.00,1,,,,Viet Nam
170390 - Other,,30.00,30.00,2,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Viet Nam
170490 - Other,,30.00,30.00,4,,,,Viet Nam
,2002,,48.44,48.44,16,,,,Viet Nam
170111 -- Cane sugar,,100.00,100.00,1,,,,Viet Nam
170112 -- Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 -- Other,,100.00,100.00,1,,,,Viet Nam
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,Viet Nam
170219 -- Other,,30.00,30.00,1,,,,Viet Nam
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Viet Nam
170250 - Chemically pure fructose,,30.00,30.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,Viet Nam
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,Viet Nam
170310 - Cane molasses,,30.00,30.00,1,,,,Viet Nam
170390 - Other,,30.00,30.00,1,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,Viet Nam
170490 - Other,,30.00,30.00,1,,,,Viet Nam
,2001,,51.25,51.25,16,,,,Viet Nam
170111 - - Cane sugar,,100.00,100.00,1,,,,Viet Nam
170112 - - Beet sugar,,100.00,100.00,1,,,,Viet Nam
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,Viet Nam
170199 - - Other,,100.00,100.00,1,,,,Viet Nam
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,Viet Nam
170219 - - Other,,35.00,35.00,1,,,,Viet Nam
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,Viet Nam
170250 - Chemically pure fructose,,35.00,35.00,1,,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,Viet Nam
"170290 - Other, including invert sugar",,35.00,35.00,1,,,,Viet Nam
170310 - Cane molasses,,35.00,35.00,1,,,,Viet Nam
170390 - Other,,35.00,35.00,1,,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,35.00,35.00,1,,,,Viet Nam
170490 - Other,,35.00,35.00,1,,,,Viet Nam
,2000,,39.75,39.75,16,,,,Viet Nam
170111 - - Cane sugar,,60.00,60.00,1,,,,Viet Nam
