Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","599,221",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,"4,945",10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","59,071",30.00,30.00,1,,,,United States of America
170490 - Other,"1,213,020",30.00,30.00,4,,,,United States of America
,2013,"15,555,138",35.37,35.37,41,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,United States of America
170114 -- Other cane sugar,,60.00,60.00,3,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"5,836",60.00,60.00,1,,,,United States of America
170199 -- Other,"285,079",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","8,377,112",25.00,25.00,2,,,,United States of America
170219 -- Other,"4,334,979",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"171,633",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","127,905",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","75,482",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"576,638",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","43,333",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","601,475",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,"3,984",10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","11,461",30.00,30.00,1,,,,United States of America
170490 - Other,"940,221",30.00,30.00,4,,,,United States of America
,2012,"13,565,614",35.37,35.37,41,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,United States of America
170114 -- Other cane sugar,,60.00,60.00,3,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 -- Other,"351,465",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","5,890,803",25.00,25.00,2,,,,United States of America
170219 -- Other,"4,464,771",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"126,489",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","126,368",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","72,421",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"1,006,489",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","34,846",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","653,419",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,,10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","35,400",30.00,30.00,1,,,,United States of America
170490 - Other,"803,143",30.00,30.00,4,,,,United States of America
,2011,"15,580,578",35.37,35.37,41,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,United States of America
170114 -- Other cane sugar,"1,138",60.00,60.00,3,,,,United States of America
170191 -- Containing added flavouring or colouring matter,"5,658",60.00,60.00,1,,,,United States of America
170199 -- Other,"405,586",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","10,541,354",25.00,25.00,2,,,,United States of America
170219 -- Other,"1,983,141",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"287,662",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","81,145",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","237,044",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"842,280",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","2,051",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","354,412",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,"4,361",10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","12,429",30.00,30.00,1,,,,United States of America
170490 - Other,"822,317",30.00,30.00,4,,,,United States of America
,2010,"9,278,359",33.42,33.42,38,,,,United States of America
170111 -- Cane sugar,,60.00,60.00,3,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 -- Other,"169,945",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","5,895,744",25.00,25.00,2,,,,United States of America
170219 -- Other,"1,980,261",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"15,015",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","95,342",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","72,970",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"386,014",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","37,115",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","372,387",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,,10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","19,346",30.00,30.00,1,,,,United States of America
170490 - Other,"234,219",30.00,30.00,4,,,,United States of America
,2009,"7,221,075",40.90,40.90,39,,,,United States of America
170111 -- Cane sugar,,100.00,100.00,3,,,,United States of America
170112 -- Beet sugar,,100.00,100.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 -- Other,"760,417",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","4,355,379",30.00,30.00,2,,,,United States of America
170219 -- Other,"821,165",30.00,30.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"88,128",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","88,000",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","16,443",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"324,614",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","30,526",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","221,873",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,30.00,30.00,1,,,,United States of America
170390 - Other,"2,665",30.00,30.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","36,891",30.00,30.00,1,,,,United States of America
170490 - Other,"474,975",33.00,33.00,5,,,,United States of America
,2008,"4,545,721",33.42,33.42,38,,,,United States of America
170111 -- Cane sugar,,60.00,60.00,3,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 -- Other,575,60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,826,462",25.00,25.00,2,,,,United States of America
170219 -- Other,"354,338",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"18,428",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","111,541",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","26,450",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"315,408",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","150,549",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","284,434",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,"8,262",10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","12,300",30.00,30.00,1,,,,United States of America
170490 - Other,"436,974",30.00,30.00,4,,,,United States of America
,2007,"4,714,746",33.42,33.42,38,,,,United States of America
170111 -- Cane sugar,,60.00,60.00,3,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 -- Other,"172,647",60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,788,216",25.00,25.00,2,,,,United States of America
170219 -- Other,"135,713",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"3,995",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","395,648",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","67,550",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"157,950",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","53,048",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","331,252",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,"3,280",10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","36,059",30.00,30.00,1,,,,United States of America
170490 - Other,"569,390",30.00,30.00,4,,,,United States of America
,2006,"4,318,752",33.42,33.42,38,,,,United States of America
170111 -- Cane sugar,,60.00,60.00,3,,,,United States of America
170112 -- Beet sugar,,60.00,60.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 -- Other,,60.00,60.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,907,159",25.00,25.00,2,,,,United States of America
170219 -- Other,"353,955",25.00,25.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"32,819",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","428,893",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","141,305",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"103,942",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","3,038",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","174,538",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,,10.00,10.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","17,357",30.00,30.00,1,,,,United States of America
170490 - Other,"155,746",30.00,30.00,4,,,,United States of America
,2005,"1,902,209",43.29,43.29,38,,,,United States of America
170111 -- Cane sugar,,100.00,100.00,3,,,,United States of America
170112 -- Beet sugar,,100.00,100.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 -- Other,"46,297",100.00,100.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","465,888",30.00,30.00,2,,,,United States of America
170219 -- Other,"638,714",30.00,30.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"75,739",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","12,371",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","211,770",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"21,417",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","135,328",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","140,113",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,30.00,30.00,1,,,,United States of America
170390 - Other,"1,297",30.00,30.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","1,176",45.00,45.00,1,,,,United States of America
170490 - Other,"152,098",30.00,30.00,4,,,,United States of America
,2004,"2,634,463",43.29,43.29,38,,,,United States of America
170111 -- Cane sugar,,100.00,100.00,3,,,,United States of America
170112 -- Beet sugar,,100.00,100.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 -- Other,"77,810",100.00,100.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","859,574",30.00,30.00,2,,,,United States of America
170219 -- Other,"1,336,743",30.00,30.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"2,419",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","3,026",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","111,880",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"30,475",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","80,566",30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","23,279",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,30.00,30.00,1,,,,United States of America
170390 - Other,439,30.00,30.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","1,976",45.00,45.00,1,,,,United States of America
170490 - Other,"106,277",30.00,30.00,4,,,,United States of America
,2003,"1,714,757",43.29,43.29,38,,,,United States of America
170111 -- Cane sugar,,100.00,100.00,3,,,,United States of America
170112 -- Beet sugar,,100.00,100.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 -- Other,"8,849",100.00,100.00,2,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","531,434",30.00,30.00,2,,,,United States of America
170219 -- Other,"925,988",30.00,30.00,2,,,,United States of America
170220 - Maple sugar and maple syrup,"1,433",30.00,30.00,2,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","46,860",30.00,30.00,4,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","36,916",30.00,30.00,4,,,,United States of America
170250 - Chemically pure fructose,"32,342",30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","86,468",30.00,30.00,6,,,,United States of America
170310 - Cane molasses,,30.00,30.00,1,,,,United States of America
170390 - Other,,30.00,30.00,2,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated",705,45.00,45.00,1,,,,United States of America
170490 - Other,"43,762",30.00,30.00,4,,,,United States of America
,2002,"918,302",48.44,48.44,16,,,,United States of America
170111 -- Cane sugar,,100.00,100.00,1,,,,United States of America
170112 -- Beet sugar,,100.00,100.00,1,,,,United States of America
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 -- Other,28,100.00,100.00,1,,,,United States of America
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","104,062",30.00,30.00,1,,,,United States of America
170219 -- Other,"644,922",30.00,30.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,433",30.00,30.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","7,349",30.00,30.00,1,,,,United States of America
170250 - Chemically pure fructose,933,30.00,30.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,United States of America
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","143,022",30.00,30.00,1,,,,United States of America
170310 - Cane molasses,,30.00,30.00,1,,,,United States of America
170390 - Other,,30.00,30.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","4,328",45.00,45.00,1,,,,United States of America
170490 - Other,"12,226",30.00,30.00,1,,,,United States of America
,2001,"519,237",51.25,51.25,16,,,,United States of America
170111 - - Cane sugar,,100.00,100.00,1,,,,United States of America
170112 - - Beet sugar,,100.00,100.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,United States of America
170199 - - Other,,100.00,100.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","29,642",35.00,35.00,1,,,,United States of America
170219 - - Other,"448,892",35.00,35.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","8,750",35.00,35.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","4,655",35.00,35.00,1,,,,United States of America
170250 - Chemically pure fructose,,35.00,35.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,United States of America
"170290 - Other, including invert sugar","8,847",35.00,35.00,1,,,,United States of America
170310 - Cane molasses,,35.00,35.00,1,,,,United States of America
170390 - Other,,35.00,35.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","10,527",35.00,35.00,1,,,,United States of America
170490 - Other,"7,923",35.00,35.00,1,,,,United States of America
,2000,"274,951",39.75,39.75,16,,,,United States of America
