Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"13,920",0.00,0.00,1,,,,Russian Federation
300490 - Other,"12,897,301",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"6,982",0.00,0.00,1,,,,Russian Federation
300590 - Other,"40,021",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",153,0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"26,355",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"12,445",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"69,568",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"2,227",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"34,374",0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,"191,015",0.00,0.00,1,,,,Russian Federation
,2015,"36,203,647",0.00,0.00,50,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,563,0.00,0.00,2,,,,Russian Federation
300190 - Other,"233,055",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","11,952,260",0.00,0.00,3,,,,Russian Federation
300220 - Vaccines for human medicine,"2,307,267",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"420,406",0.00,0.00,1,,,,Russian Federation
300290 - Other,"1,705,490",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Russian Federation
300390 - Other,"22,056",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,014,636",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"161,642",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,"1,501",0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","86,016",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"61,700",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","66,959",0.00,0.00,4,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"10,963",0.00,0.00,1,,,,Russian Federation
300490 - Other,"17,857,171",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"6,491",0.00,0.00,1,,,,Russian Federation
300590 - Other,"18,778",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","217,116",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"25,269",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,228",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"29,720",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,715,0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,645,0.00,0.00,1,,,,Russian Federation
,2014,"46,393,160",0.00,0.00,50,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,494,0.00,0.00,2,,,,Russian Federation
300190 - Other,"265,242",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","5,390,174",0.00,0.00,3,,,,Russian Federation
300220 - Vaccines for human medicine,"5,909,414",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"487,701",0.00,0.00,1,,,,Russian Federation
300290 - Other,"3,453,508",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,115,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,9,0.00,0.00,4,,,,Russian Federation
300390 - Other,"8,875",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,636",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"337,034",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,"1,559",0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","127,037",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"92,792",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,741,648",0.00,0.00,4,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,244",0.00,0.00,1,,,,Russian Federation
300490 - Other,"27,163,313",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"87,477",0.00,0.00,1,,,,Russian Federation
300590 - Other,"210,060",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","8,901",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"57,804",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,489",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"25,496",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"6,455",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",82,0.00,0.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,531,0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,"8,703",0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,369,0.00,0.00,1,,,,Russian Federation
,2013,"42,061,336",0.00,0.00,50,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,454,0.00,0.00,2,,,,Russian Federation
300190 - Other,"271,456",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","4,982,352",0.00,0.00,3,,,,Russian Federation
300220 - Vaccines for human medicine,"4,491,939",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"624,914",0.00,0.00,1,,,,Russian Federation
300290 - Other,"2,999,466",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Russian Federation
300390 - Other,"17,012",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","203,963",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"1,243,097",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,"5,432",0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","14,801,100",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"441,062",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","863,297",0.00,0.00,4,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"651,094",0.00,0.00,1,,,,Russian Federation
300490 - Other,"10,139,976",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"59,600",0.00,0.00,1,,,,Russian Federation
300590 - Other,"118,884",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","7,078",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"26,454",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,448",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"84,369",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"4,170",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","20,487",0.00,0.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,226,0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,"2,005",0.00,0.00,1,,,,Russian Federation
,2012,"41,446,859",0.00,0.00,45,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,"4,086",0.00,0.00,2,,,,Russian Federation
300190 - Other,"230,195",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","3,520,228",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"11,895,463",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"345,103",0.00,0.00,1,,,,Russian Federation
300290 - Other,"3,205,792",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,5,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,39,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"8,406",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","26,440",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"430,058",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,334,0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","122,674",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"254,108",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,425,386",0.00,0.00,1,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"158,114",0.00,0.00,1,,,,Russian Federation
300490 - Other,"19,337,216",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"192,995",0.00,0.00,1,,,,Russian Federation
300590 - Other,"67,326",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","7,532",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"36,362",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"151,838",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"25,167",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","1,697",0.00,0.00,1,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,296,0.00,0.00,1,,,,Russian Federation
,2011,"23,177,120",0.00,0.00,46,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,571,0.00,0.00,2,,,,Russian Federation
300190 - Other,"248,583",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","5,289,878",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"693,480",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"215,384",0.00,0.00,1,,,,Russian Federation
300290 - Other,"3,425,322",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,42,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"1,161,735",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","344,924",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"346,789",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,153,0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","63,420",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"60,649",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,313,589",0.00,0.00,1,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"192,416",0.00,0.00,1,,,,Russian Federation
300490 - Other,"8,266,865",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"182,436",0.00,0.00,1,,,,Russian Federation
300590 - Other,"25,877",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,979",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"34,953",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"77,757",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","303,665",0.00,0.00,2,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,139,0.00,0.00,1,,,,Russian Federation
