Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
"300450 - Other, containing vitamins or other products of heading 29.36",125,0.00,0.00,1,,,,South Africa
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",6,0.00,0.00,1,,,,South Africa
300490 - Other,"18,303,241",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"9,664,928",0.00,0.00,1,,,,South Africa
300590 - Other,"1,462,170",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","299,968",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,459,0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,124",0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"93,491",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"15,337",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,046",0.00,0.00,1,,,,South Africa
300691 - - Appliances identifiable for ostomy use,"6,405",0.00,0.00,1,,,,South Africa
300692 - - Waste pharmaceuticals,921,0.00,0.00,1,,,,South Africa
,2016,"26,706,583",0.00,0.00,50,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"3,908",0.00,0.00,2,,,,South Africa
300190 - Other,"5,443",0.00,0.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,528,951",0.00,0.00,3,,,,South Africa
300220 - Vaccines for human medicine,"34,697",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"2,476,343",0.00,0.00,1,,,,South Africa
300290 - Other,"150,466",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,794",0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,,0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,445,0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,South Africa
300390 - Other,"319,050",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",532,0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"403,360",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,"2,099",0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",63,0.00,0.00,1,,,,South Africa
300439 -- Other,"285,290",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","13,421",0.00,0.00,4,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"5,051",0.00,0.00,1,,,,South Africa
300490 - Other,"14,579,463",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"4,341,516",0.00,0.00,1,,,,South Africa
300590 - Other,"2,182,399",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","317,689",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,593,0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,978",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"35,132",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,744",0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,"7,205",0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,"4,950",0.00,0.00,1,,,,South Africa
,2015,"21,019,111",0.00,0.00,50,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"8,035",0.00,0.00,2,,,,South Africa
300190 - Other,"8,921",0.00,0.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,009,654",0.00,0.00,3,,,,South Africa
300220 - Vaccines for human medicine,"26,611",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"223,101",0.00,0.00,1,,,,South Africa
300290 - Other,"313,624",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,79,0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,"24,629",0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,South Africa
300390 - Other,"470,217",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,222",0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"1,057,330",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,,0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",18,0.00,0.00,1,,,,South Africa
300439 -- Other,"2,900",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",50,0.00,0.00,4,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"12,727",0.00,0.00,1,,,,South Africa
300490 - Other,"11,033,625",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"3,283,626",0.00,0.00,1,,,,South Africa
300590 - Other,"3,071,670",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","416,841",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,"3,196",0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,16,0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,375,0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"48,859",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,"1,786",0.00,0.00,1,,,,South Africa
,2014,"46,856,915",0.00,0.00,50,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"1,189",0.00,0.00,2,,,,South Africa
300190 - Other,"27,378",0.00,0.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","464,934",0.00,0.00,3,,,,South Africa
300220 - Vaccines for human medicine,"1,579",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"248,140",0.00,0.00,1,,,,South Africa
300290 - Other,"194,784",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,96,0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,653,0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,South Africa
300390 - Other,"576,946",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,666",0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"179,027",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,433,0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",291,0.00,0.00,1,,,,South Africa
300439 -- Other,"6,803",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,433",0.00,0.00,4,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"11,714",0.00,0.00,1,,,,South Africa
300490 - Other,"37,016,598",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"3,953,606",0.00,0.00,1,,,,South Africa
300590 - Other,"3,839,546",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","175,113",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,"3,054",0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,126,0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"38,410",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"69,148",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","4,012",0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"17,677",0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,"17,558",0.00,0.00,1,,,,South Africa
,2013,"42,117,325",0.00,0.00,50,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,378,0.00,0.00,2,,,,South Africa
300190 - Other,"237,586",0.00,0.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","534,943",0.00,0.00,3,,,,South Africa
300220 - Vaccines for human medicine,"13,918",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"101,567",0.00,0.00,1,,,,South Africa
300290 - Other,"175,940",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,101,0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,,0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,South Africa
300390 - Other,"107,920",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,195",0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"4,158",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,,0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,South Africa
300439 -- Other,"6,826",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,4,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,005",0.00,0.00,1,,,,South Africa
300490 - Other,"33,200,980",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"2,753,205",0.00,0.00,1,,,,South Africa
300590 - Other,"4,730,135",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","148,167",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,212,0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"25,618",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"20,199",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","1,142",0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"37,224",0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,"13,904",0.00,0.00,1,,,,South Africa
,2012,"30,528,281",0.00,0.00,45,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"59,710",0.00,0.00,2,,,,South Africa
300190 - Other,"1,621",0.00,0.00,3,,,,South Africa
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","4,813,954",0.00,0.00,4,,,,South Africa
300220 - Vaccines for human medicine,"14,949",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"144,344",0.00,0.00,1,,,,South Africa
300290 - Other,"213,972",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,373",0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,78,0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,"15,103",0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,South Africa
300390 - Other,"2,346,050",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",964,0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"12,801",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,,0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,South Africa
300439 -- Other,"1,298",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","7,365",0.00,0.00,1,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"4,974",0.00,0.00,1,,,,South Africa
300490 - Other,"15,219,324",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"2,477,249",0.00,0.00,1,,,,South Africa
300590 - Other,"4,894,974",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","242,726",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,041",0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"9,357",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"7,494",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",193,0.00,0.00,1,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"31,645",0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,"1,722",0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,South Africa
,2011,"24,110,206",0.00,0.00,46,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"84,063",0.00,0.00,2,,,,South Africa
300190 - Other,181,0.00,0.00,3,,,,South Africa
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","727,431",0.00,0.00,4,,,,South Africa
300220 - Vaccines for human medicine,"1,503",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"176,575",0.00,0.00,1,,,,South Africa
300290 - Other,"224,070",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,002",0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,"4,496",0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,"7,211",0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,877,0.00,0.00,1,,,,South Africa
300390 - Other,"950,040",0.00,0.00,1,,,,South Africa
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,123",0.00,0.00,1,,,,South Africa
300420 - Containing other antibiotics,"52,980",0.00,0.00,1,,,,South Africa
300431 -- Containing insulin,,0.00,0.00,1,,,,South Africa
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",111,0.00,0.00,1,,,,South Africa
300439 -- Other,"53,230",0.00,0.00,1,,,,South Africa
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,South Africa
300450 - Other medicaments containing vitamins or other products of heading 29.36,"18,555",0.00,0.00,1,,,,South Africa
300490 - Other,"14,092,427",0.00,0.00,1,,,,South Africa
300510 - Adhesive dressings and other articles having an adhesive layer,"2,320,896",0.00,0.00,1,,,,South Africa
300590 - Other,"4,914,553",0.00,0.00,4,,,,South Africa
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","210,345",0.00,0.00,3,,,,South Africa
300620 - Blood-grouping reagents,"20,240",0.00,0.00,1,,,,South Africa
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,South Africa
300640 - Dental cements and other dental fillings; bone reconstruction cements,"59,536",0.00,0.00,1,,,,South Africa
300650 - First-aid boxes and kits,"49,500",0.00,0.00,1,,,,South Africa
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","82,003",0.00,0.00,2,,,,South Africa
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"47,258",0.00,0.00,1,,,,South Africa
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,South Africa
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,South Africa
,2010,"18,212,970",0.00,0.00,46,,,,South Africa
300120 - Extracts of glands or other organs or of their secretions,"284,429",0.00,0.00,2,,,,South Africa
300190 - Other,"1,008",0.00,0.00,3,,,,South Africa
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","219,311",0.00,0.00,4,,,,South Africa
300220 - Vaccines for human medicine,"4,892",0.00,0.00,1,,,,South Africa
300230 - Vaccines for veterinary medicine,"42,727",0.00,0.00,1,,,,South Africa
300290 - Other,"165,381",0.00,0.00,4,,,,South Africa
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","13,615",0.00,0.00,1,,,,South Africa
300320 - Containing other antibiotics,"21,370",0.00,0.00,1,,,,South Africa
300331 -- Containing insulin,,0.00,0.00,1,,,,South Africa
300339 -- Other,"44,318",0.00,0.00,1,,,,South Africa
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,South Africa
300390 - Other,"489,051",0.00,0.00,1,,,,South Africa
