Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2016,"218,453,517",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"2,397,477",4.00,4.00,5,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","78,870",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"19,837,793",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"1,941",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","48,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"934,334",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,"3,208",7.25,7.25,32,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"48,328,286",10.53,10.53,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","8,362,680",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"17,351,869",6.69,6.69,26,,,,India
300431 -- Containing insulin,"2,183,940",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,067,613",12.00,12.00,3,,,,India
300439 -- Other,"60,714",7.06,7.06,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,826,750",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"382,064",9.43,9.43,7,,,,India
300490 - Other,"114,119,240",10.50,10.50,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"417,195",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"51,543",4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2015,"247,173,367",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,,4.00,4.00,5,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","306,317",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"38,999,782",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"20,988",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","960,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"569,130",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.25,7.25,32,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,397,7.33,7.33,6,,,,India
300390 - Other,"45,772,956",10.53,10.53,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,334,659",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"17,155,703",6.69,6.69,26,,,,India
300431 -- Containing insulin,"1,671,732",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","389,161",12.00,12.00,3,,,,India
300439 -- Other,"340,096",7.06,7.06,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,082,103",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"527,669",9.43,9.43,7,,,,India
300490 - Other,"134,802,800",10.50,10.50,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,390,8.67,8.67,6,,,,India
300590 - Other,"208,430",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"31,054",14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2014,"229,874,942",7.93,7.93,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,,4.00,4.00,5,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","96,972",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"70,733,309",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","348,110",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"233,701",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.25,7.25,32,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"243,640",7.33,7.33,6,,,,India
300390 - Other,"23,393,542",10.53,10.53,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,812,719",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"17,958,400",6.69,6.69,26,,,,India
300431 -- Containing insulin,"1,871,617",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,India
300439 -- Other,"312,414",7.06,7.06,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","741,141",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"455,755",9.43,9.43,7,,,,India
300490 - Other,"110,481,075",10.53,10.53,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"187,797",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,750",2.80,2.80,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2013,"180,865,990",7.93,7.93,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"12,497,589",4.00,4.00,5,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","157,970",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"17,572,656",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"9,360",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","144,857",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"1,164,691",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.25,7.25,32,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"369,338",7.33,7.33,6,,,,India
300390 - Other,"22,089,005",10.53,10.53,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,812,232",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"12,125,351",6.69,6.69,26,,,,India
300431 -- Containing insulin,"4,394,530",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","54,709",12.00,12.00,3,,,,India
300439 -- Other,"412,181",7.06,7.06,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,558,953",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"246,875",9.43,9.43,7,,,,India
300490 - Other,"105,043,079",10.53,10.53,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"212,614",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2012,"175,338,209",7.93,7.93,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,112,6.00,6.00,2,,,,India
300190 - Other,"12,956,003",4.00,4.00,5,,,,India
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","60,055",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"10,833,707",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"1,736",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","115,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"2,083,167",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.25,7.25,32,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"15,677,768",10.53,10.53,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,296,551",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"13,602,068",6.69,6.69,26,,,,India
300431 -- Containing insulin,"2,250,798",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","72,235",12.00,12.00,3,,,,India
300439 -- Other,"379,349",7.06,7.06,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,457,463",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"386,362",9.43,9.43,7,,,,India
300490 - Other,"112,100,095",10.53,10.53,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"42,682",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","23,056",5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2011,"129,242,000",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"6,022,000",4.00,4.00,5,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","31,000",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"2,000",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","333,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"1,252,000",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"15,690,000",10.48,10.48,71,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,845,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"17,674,000",6.69,6.69,26,,,,India
300431 -- Containing insulin,"874,000",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,894,000",12.00,12.00,3,,,,India
300439 -- Other,"1,038,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,545,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"192,000",9.43,9.43,7,,,,India
300490 - Other,"77,957,000",10.44,10.44,63,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,"3,000",8.67,8.67,6,,,,India
300590 - Other,"305,000",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","585,000",5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2010,"120,733,000",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"4,320,000",4.00,4.00,5,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","2,000",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"2,000",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,159,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"1,586,000",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,"4,000",7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"9,941,000",10.48,10.48,71,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,551,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"20,756,000",6.69,6.69,26,,,,India
300431 -- Containing insulin,"1,670,000",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,509,000",12.00,12.00,3,,,,India
300439 -- Other,"4,063,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","727,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"866,000",9.43,9.43,7,,,,India
300490 - Other,"68,274,000",10.44,10.44,63,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"13,000",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","290,000",5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2009,"93,167,000",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"6,100,000",4.00,4.00,5,,,,India
