Importer,Year,Value,Ad val. duties,Number of lines,Armenia
,(US$),Simple average,MFN duties,Pref. duties,Armenia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,1,1,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,1,,Armenia
170310 - Cane molasses,,0.00,0.00,1,,,,Armenia
170390 - Other,,0.00,0.00,1,,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Armenia
170490 - Other,,13.40,0.00,10,9,10,9,Armenia
,2013,,6.84,1.60,44,39,14,12,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,,2,2,,,Armenia
170114 -- Other cane sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,1,1,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,1,,Armenia
170310 - Cane molasses,,0.00,0.00,1,,,,Armenia
170390 - Other,,0.00,0.00,1,,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Armenia
170490 - Other,,13.40,0.00,10,9,10,9,Armenia
,2012,,6.84,1.60,44,39,14,12,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,,2,2,,,Armenia
170114 -- Other cane sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,1,1,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,12.80,0.00,8,7,1,,Armenia
170310 - Cane molasses,,0.00,0.00,1,,,,Armenia
170390 - Other,,0.00,0.00,1,,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Armenia
170490 - Other,,13.40,0.00,10,9,10,9,Armenia
,2011,,11.40,2.67,42,39,14,12,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,1,1,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,0.00,8,7,1,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,2,2,Armenia
170490 - Other,,13.40,0.00,10,9,10,9,Armenia
,2010,106,11.40,11.40,42,39,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Armenia
170490 - Other,106,13.40,13.40,10,9,,,Armenia
,2009,"22,400",11.40,11.40,42,39,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,190",,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,8,7,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Armenia
170490 - Other,"20,211",13.40,13.40,10,9,,,Armenia
,2008,"4,922",11.40,11.40,42,39,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,3,3,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","4,922",12.80,12.80,8,7,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,2,2,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2007,411,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,411,13.40,13.40,10,9,,,Armenia
,2006,766,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,766,13.40,13.40,10,9,,,Armenia
,2005,,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2004,,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2003,,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2002,,11.40,11.40,47,44,,,Armenia
170111 -- Cane sugar,,,,2,2,,,Armenia
170112 -- Beet sugar,,,,2,2,,,Armenia
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 -- Other,,,,2,2,,,Armenia
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 -- Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Armenia
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2001,,11.40,11.40,47,44,,,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Armenia
"170290 - Other, including invert sugar",,12.80,12.80,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,13.40,13.40,10,9,,,Armenia
,2000,,11.87,11.87,47,44,,,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Armenia
"170290 - Other, including invert sugar",,13.40,13.40,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,14.05,14.05,10,9,,,Armenia
,1999,,12.80,12.80,47,44,,,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Armenia
"170290 - Other, including invert sugar",,14.60,14.60,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,15.30,15.30,10,9,,,Armenia
,1998,,13.27,13.27,47,44,,,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,8.70,8.70,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Armenia
"170290 - Other, including invert sugar",,15.20,15.20,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,15.90,15.90,10,9,,,Armenia
,1997,,14.20,14.20,46,43,,,Armenia
