Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Nepal
300331 -- Containing insulin,,10.00,0.00,1,,1,,Nepal
300339 -- Other,,10.00,0.00,1,,1,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Nepal
300390 - Other,"5,135,448",10.00,0.00,14,,14,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Nepal
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Nepal
300431 -- Containing insulin,,10.00,0.00,2,,2,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Nepal
300439 -- Other,,10.00,0.00,8,,8,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Nepal
300490 - Other,"257,579",10.00,0.00,70,,70,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Nepal
300590 - Other,,10.00,0.00,8,,8,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Nepal
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Nepal
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Nepal
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Nepal
,2015,"9,097,740",9.86,0.00,214,,211,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Nepal
300190 - Other,,10.00,0.00,3,,3,,Nepal
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Nepal
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Nepal
300290 - Other,261,10.00,0.00,5,,5,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Nepal
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Nepal
300331 -- Containing insulin,,10.00,0.00,1,,1,,Nepal
300339 -- Other,,10.00,0.00,1,,1,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Nepal
300390 - Other,"9,097,479",10.00,0.00,14,,14,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Nepal
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Nepal
300431 -- Containing insulin,,10.00,0.00,2,,2,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Nepal
300439 -- Other,,10.00,0.00,8,,8,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Nepal
300490 - Other,,10.00,0.00,70,,70,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Nepal
300590 - Other,,10.00,0.00,8,,8,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Nepal
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Nepal
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Nepal
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Nepal
,2014,"9,019,621",9.86,0.00,214,,211,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Nepal
300190 - Other,,10.00,0.00,3,,3,,Nepal
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Nepal
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Nepal
300290 - Other,,10.00,0.00,5,,5,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Nepal
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Nepal
300331 -- Containing insulin,,10.00,0.00,1,,1,,Nepal
300339 -- Other,,10.00,0.00,1,,1,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Nepal
300390 - Other,"8,955,071",10.00,0.00,14,,14,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Nepal
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Nepal
300431 -- Containing insulin,,10.00,0.00,2,,2,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Nepal
300439 -- Other,,10.00,0.00,8,,8,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Nepal
300490 - Other,"64,550",10.00,0.00,70,,70,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Nepal
300590 - Other,,10.00,0.00,8,,8,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Nepal
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Nepal
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Nepal
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Nepal
,2013,"8,560,511",9.86,0.75,214,,211,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Nepal
300190 - Other,,10.00,0.00,3,,3,,Nepal
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",96,10.00,0.00,8,,8,,Nepal
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Nepal
300290 - Other,,10.00,0.00,5,,5,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Nepal
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Nepal
300331 -- Containing insulin,,10.00,0.00,1,,1,,Nepal
300339 -- Other,,10.00,0.00,1,,1,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Nepal
300390 - Other,"8,560,415",10.00,0.36,14,,14,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,5.00,8,,8,,Nepal
300420 - Containing other antibiotics,,10.00,4.00,29,,29,,Nepal
300431 -- Containing insulin,,10.00,0.00,2,,2,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Nepal
300439 -- Other,,10.00,0.00,8,,8,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Nepal
300490 - Other,,10.00,0.00,70,,70,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Nepal
300590 - Other,,10.00,0.00,8,,8,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,0.00,2,,2,,Nepal
300620 - Blood-grouping reagents,,10.00,0.00,1,,1,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,0.00,1,,1,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,0.00,1,,1,,Nepal
300650 - First-aid boxes and kits,,10.00,0.00,1,,1,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,0.00,1,,1,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,0.00,1,,1,,Nepal
300692 -- Waste pharmaceuticals,,10.00,0.00,1,,1,,Nepal
,2012,"7,378,874",9.86,9.86,214,,,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Nepal
300190 - Other,,10.00,10.00,3,,,,Nepal
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Nepal
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Nepal
300290 - Other,,10.00,10.00,5,,,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Nepal
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Nepal
300331 -- Containing insulin,,10.00,10.00,1,,,,Nepal
300339 -- Other,"369,265",10.00,10.00,1,,,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Nepal
300390 - Other,"7,009,609",10.00,10.00,14,,,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Nepal
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Nepal
300431 -- Containing insulin,,10.00,10.00,2,,,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Nepal
300439 -- Other,,10.00,10.00,8,,,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Nepal
300490 - Other,,10.00,10.00,70,,,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Nepal
300590 - Other,,10.00,10.00,8,,,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Nepal
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Nepal
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Nepal
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Nepal
,2011,"9,416,558",10.00,10.00,214,,,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Nepal
300190 - Other,,10.00,10.00,3,,,,Nepal
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Nepal
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Nepal
300290 - Other,,10.00,10.00,5,,,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Nepal
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Nepal
300331 -- Containing insulin,,10.00,10.00,1,,,,Nepal
300339 -- Other,"8,975",10.00,10.00,1,,,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Nepal
300390 - Other,"8,688,019",10.00,10.00,14,,,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Nepal
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Nepal
300431 -- Containing insulin,,10.00,10.00,2,,,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Nepal
300439 -- Other,,10.00,10.00,8,,,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Nepal
300490 - Other,"719,564",10.00,10.00,70,,,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Nepal
300590 - Other,,10.00,10.00,8,,,,Nepal
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Nepal
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Nepal
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Nepal
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Nepal
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Nepal
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Nepal
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Nepal
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Nepal
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Nepal
,2010,"4,685,317",9.86,0.05,214,,210,,Nepal
300120 - Extracts of glands or other organs or of their secretions,,10.00,0.00,4,,4,,Nepal
300190 - Other,,10.00,0.00,3,,3,,Nepal
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,10.00,0.00,8,,8,,Nepal
300220 - Vaccines for human medicine,,10.00,0.00,14,,14,,Nepal
300230 - Vaccines for veterinary medicine,,10.00,0.00,1,,1,,Nepal
300290 - Other,,10.00,0.00,5,,5,,Nepal
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,1,,1,,Nepal
300320 - Containing other antibiotics,,10.00,0.00,1,,1,,Nepal
300331 -- Containing insulin,,10.00,0.00,1,,1,,Nepal
300339 -- Other,,10.00,0.00,1,,1,,Nepal
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,0.00,1,,1,,Nepal
300390 - Other,"4,061,273",10.00,0.00,14,,14,,Nepal
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,0.00,8,,8,,Nepal
300420 - Containing other antibiotics,,10.00,0.00,29,,29,,Nepal
300431 -- Containing insulin,,10.00,0.00,2,,2,,Nepal
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,0.00,1,,1,,Nepal
300439 -- Other,,10.00,0.00,8,,8,,Nepal
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,0.00,8,,8,,Nepal
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,0.00,11,,11,,Nepal
300490 - Other,"612,354",10.00,0.00,70,,70,,Nepal
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,0.00,3,,3,,Nepal
300590 - Other,,10.00,0.00,8,,8,,Nepal
