Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
300650 - First-aid boxes and kits,17,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 - - Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 - - Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2016,"137,492,447",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","41,470,315",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"35,854,779",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"388,967",3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"5,616,235",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"3,403,669",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.25,7.25,32,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"1,715,625",10.53,10.53,72,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"18,335",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"43,226,519",7.06,7.06,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"1,172,525",10.50,10.50,64,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"1,782,729",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"78,286",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","997,076",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"693,046",4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,074,341",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2015,"89,781,625",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","20,803,316",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"18,801,477",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"630,110",3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"3,872,269",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",25,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"716,344",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.25,7.25,32,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"1,619,634",10.53,10.53,72,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"471,838",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"39,233,389",7.06,7.06,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"1,566,199",10.50,10.50,64,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"384,285",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"90,135",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","895,059",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"82,234",4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"615,311",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2014,"79,752,314",7.93,7.93,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","15,788,058",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"8,637,047",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,"110,000",3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"2,606,542",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"3,363,194",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.25,7.25,32,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"1,674,241",10.53,10.53,72,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"2,727,022",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"42,230,495",7.06,7.06,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"435,995",10.53,10.53,64,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"225,600",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"60,894",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","769,099",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"680,775",2.80,2.80,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"443,352",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2013,"84,036,292",7.93,7.93,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","23,457,576",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"19,627,882",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"2,664,934",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"1,355,363",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.25,7.25,32,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"1,831,505",10.53,10.53,72,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"386,477",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"32,772,233",7.06,7.06,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"195,321",10.53,10.53,64,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"280,280",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"230,102",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","908,295",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"56,174",2.80,2.80,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"270,150",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2012,"79,733,304",7.93,7.93,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"35,406",6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","25,253,156",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"13,336,500",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"520,733",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"662,023",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,"438,216",7.25,7.25,32,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"3,987,288",10.53,10.53,72,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"2,606,205",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"29,451,664",7.06,7.06,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"1,436,292",10.53,10.53,64,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"175,694",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"73,546",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","765,093",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"613,403",2.80,2.80,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"378,085",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2011,,7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,,6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,,10.48,10.48,71,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,6.69,6.69,26,,,,"Korea, Republic of"
