Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,China
300691 - - Appliances identifiable for ostomy use,,0.00,0.00,1,,,,China
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,China
,2017,"1,426,959,788",0.00,0.00,55,,,,China
300120 - Extracts of glands or other organs or of their secretions,"17,205,473",0.00,0.00,2,,,,China
300190 - Other,"244,673,354",0.00,0.00,3,,,,China
300211 - - Malaria diagnostic test kits,"1,669,723",0.00,0.00,1,,,,China
300212 - - Antisera and other blood fractions,"9,407,719",0.00,0.00,1,,,,China
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale","591,275",0.00,0.00,1,,,,China
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","117,135",0.00,0.00,1,,,,China
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","13,259,366",0.00,0.00,1,,,,China
300219 - - Other,"5,850,386",0.00,0.00,1,,,,China
300220 - Vaccines for human medicine,"9,840",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"284,898",0.00,0.00,1,,,,China
300290 - Other,"5,128,345",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","11,078,672",0.00,0.00,1,,,,China
"300320 - Other, containing antibiotics","36,095,225",0.00,0.00,1,,,,China
300331 - - Containing insulin,,0.00,0.00,1,,,,China
300339 - - Other,"30,753",0.00,0.00,1,,,,China
300341 - - Containing ephedrine or its salts,"5,091",0.00,0.00,1,,,,China
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,China
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,China
300349 - - Other,,0.00,0.00,1,,,,China
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,China
300390 - Other,"21,424,040",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","17,639,473",0.00,0.00,1,,,,China
"300420 - Other, containing antibiotics","33,359,229",0.00,0.00,1,,,,China
300431 - - Containing insulin,"3,818",0.00,0.00,1,,,,China
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues","11,360,771",0.00,0.00,1,,,,China
300439 - - Other,"2,866,125",0.00,0.00,1,,,,China
300441 - - Containing ephedrine or its salts,3,0.00,0.00,1,,,,China
300442 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,China
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,China
300449 - - Other,"183,353",0.00,0.00,1,,,,China
"300450 - Other, containing vitamins or other products of heading 29.36","7,689,338",0.00,0.00,1,,,,China
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter","75,996",0.00,0.00,1,,,,China
300490 - Other,"291,188,825",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"195,878,149",0.00,0.00,1,,,,China
300590 - Other,"391,011,334",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","13,663,172",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"334,509",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"22,878,075",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,983,526",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"57,491,835",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","44,510",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,993,234",0.00,0.00,1,,,,China
300691 - - Appliances identifiable for ostomy use,"6,398,106",0.00,0.00,1,,,,China
300692 - - Waste pharmaceuticals,"85,111",0.00,0.00,1,,,,China
,2016,"1,323,744,609",0.00,0.00,50,,,,China
300120 - Extracts of glands or other organs or of their secretions,"18,410,446",0.00,0.00,2,,,,China
300190 - Other,"174,492,406",0.00,0.00,3,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","30,440,538",0.00,0.00,3,,,,China
300220 - Vaccines for human medicine,"33,789",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,285,0.00,0.00,1,,,,China
300290 - Other,"5,722,294",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","21,471,540",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"29,860,084",0.00,0.00,1,,,,China
300331 -- Containing insulin,"6,093",0.00,0.00,1,,,,China
300339 -- Other,"57,194",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"10,138",0.00,0.00,4,,,,China
300390 - Other,"18,262,988",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,973,738",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"32,174,436",0.00,0.00,1,,,,China
300431 -- Containing insulin,"3,760",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","6,039,945",0.00,0.00,1,,,,China
300439 -- Other,"1,178,305",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","675,227",0.00,0.00,4,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,670,348",0.00,0.00,1,,,,China
300490 - Other,"306,106,529",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"173,478,487",0.00,0.00,1,,,,China
300590 - Other,"384,385,053",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","9,568,051",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"73,160",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"36,214,662",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,896,866",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"56,693,483",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","99,565",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"3,381,838",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"3,247,184",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"116,179",0.00,0.00,1,,,,China
,2015,"1,245,183,488",0.00,0.00,50,,,,China
300120 - Extracts of glands or other organs or of their secretions,"18,462,640",0.00,0.00,2,,,,China
300190 - Other,"208,900,771",0.00,0.00,3,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","16,508,876",0.00,0.00,3,,,,China
300220 - Vaccines for human medicine,"2,998",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"1,071,197",0.00,0.00,1,,,,China
300290 - Other,"7,496,492",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","23,010,885",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"23,768,942",0.00,0.00,1,,,,China
300331 -- Containing insulin,,0.00,0.00,1,,,,China
300339 -- Other,"428,421",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"26,024",0.00,0.00,4,,,,China
300390 - Other,"24,679,312",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","618,832",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"59,869,066",0.00,0.00,1,,,,China
300431 -- Containing insulin,"81,927",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","305,132",0.00,0.00,1,,,,China
300439 -- Other,"1,561,320",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","242,303",0.00,0.00,4,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,440,721",0.00,0.00,1,,,,China
300490 - Other,"213,735,817",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"149,926,104",0.00,0.00,1,,,,China
300590 - Other,"400,982,803",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,292,938",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"25,560",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"16,194,441",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,090,476",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"55,736,721",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","137,624",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,406,951",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"4,170,368",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"7,826",0.00,0.00,1,,,,China
,2014,"1,402,800,828",0.00,0.00,50,,,,China
300120 - Extracts of glands or other organs or of their secretions,"14,892,432",0.00,0.00,2,,,,China
300190 - Other,"244,826,197",0.00,0.00,3,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","17,063,555",0.00,0.00,3,,,,China
300220 - Vaccines for human medicine,"1,970,564",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"3,300,271",0.00,0.00,1,,,,China
300290 - Other,"4,610,641",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","13,924,707",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"19,153,851",0.00,0.00,1,,,,China
300331 -- Containing insulin,"3,243",0.00,0.00,1,,,,China
300339 -- Other,"222,414",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,China
300390 - Other,"22,070,363",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","914,898",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"58,706,908",0.00,0.00,1,,,,China
300431 -- Containing insulin,"18,378",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","442,687",0.00,0.00,1,,,,China
300439 -- Other,"7,561,979",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","66,423",0.00,0.00,4,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,316,448",0.00,0.00,1,,,,China
300490 - Other,"319,278,908",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"139,235,132",0.00,0.00,1,,,,China
300590 - Other,"421,438,676",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","5,980,384",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"33,585",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"35,959,418",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,231,964",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"57,000,889",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","84,615",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,037,476",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"3,405,654",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"48,166",0.00,0.00,1,,,,China
,2013,"1,414,718,121",0.00,0.00,50,,,,China
300120 - Extracts of glands or other organs or of their secretions,"10,736,960",0.00,0.00,2,,,,China
300190 - Other,"352,769,040",0.00,0.00,3,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","13,910,240",0.00,0.00,3,,,,China
300220 - Vaccines for human medicine,"4,172,958",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"144,608",0.00,0.00,1,,,,China
300290 - Other,"4,714,870",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","10,911,262",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"13,327,028",0.00,0.00,1,,,,China
300331 -- Containing insulin,,0.00,0.00,1,,,,China
300339 -- Other,"786,228",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"35,843",0.00,0.00,4,,,,China
300390 - Other,"18,848,218",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,484,972",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"66,647,818",0.00,0.00,1,,,,China
300431 -- Containing insulin,"18,898",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","90,544",0.00,0.00,1,,,,China
300439 -- Other,"7,635,623",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","73,904",0.00,0.00,4,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,722,089",0.00,0.00,1,,,,China
300490 - Other,"277,216,718",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"120,300,639",0.00,0.00,1,,,,China
300590 - Other,"412,009,935",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","7,446,001",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"101,586",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"28,093,416",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,041,776",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"51,708,823",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","206,587",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,604,871",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"2,901,287",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"55,378",0.00,0.00,1,,,,China
,2012,"1,382,867,364",0.00,0.00,45,,,,China
300120 - Extracts of glands or other organs or of their secretions,"6,699,076",0.00,0.00,2,,,,China
300190 - Other,"366,821,693",0.00,0.00,3,,,,China
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","5,111,499",0.00,0.00,4,,,,China
300220 - Vaccines for human medicine,"3,592,609",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"395,900",0.00,0.00,1,,,,China
300290 - Other,"4,245,576",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","9,114,165",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"12,338,780",0.00,0.00,1,,,,China
300331 -- Containing insulin,"2,262",0.00,0.00,1,,,,China
300339 -- Other,"1,707,288",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"11,003",0.00,0.00,1,,,,China
300390 - Other,"31,416,125",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","225,743",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"82,878,238",0.00,0.00,1,,,,China
300431 -- Containing insulin,"31,375",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",80,0.00,0.00,1,,,,China
300439 -- Other,"6,190,970",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","155,321",0.00,0.00,1,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,454,488",0.00,0.00,1,,,,China
300490 - Other,"242,515,763",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"98,052,296",0.00,0.00,1,,,,China
300590 - Other,"407,825,760",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,360,487",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"85,977",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"42,835,694",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,407,766",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"44,646,283",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","68,946",0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"974,634",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"1,693,483",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"8,085",0.00,0.00,1,,,,China
,2011,"1,523,818,294",0.00,0.00,46,,,,China
300120 - Extracts of glands or other organs or of their secretions,"2,831,231",0.00,0.00,2,,,,China
300190 - Other,"590,591,705",0.00,0.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","6,118,452",0.00,0.00,4,,,,China
300220 - Vaccines for human medicine,"2,017,704",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"192,012",0.00,0.00,1,,,,China
300290 - Other,"2,976,862",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,164,598",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"7,839,688",0.00,0.00,1,,,,China
300331 -- Containing insulin,"3,480",0.00,0.00,1,,,,China
300339 -- Other,"4,154,285",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,China
300390 - Other,"11,176,800",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,542,058",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"35,643,496",0.00,0.00,1,,,,China
300431 -- Containing insulin,"960,800",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","550,188",0.00,0.00,1,,,,China
300439 -- Other,"3,209,688",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,769,677",0.00,0.00,1,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,127,228",0.00,0.00,1,,,,China
300490 - Other,"217,570,700",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"83,065,470",0.00,0.00,1,,,,China
300590 - Other,"447,290,803",0.00,0.00,4,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,412,847",0.00,0.00,3,,,,China
300620 - Blood-grouping reagents,"531,688",0.00,0.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"35,136,600",0.00,0.00,1,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,351,057",0.00,0.00,1,,,,China
300650 - First-aid boxes and kits,"47,530,202",0.00,0.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","79,970",0.00,0.00,2,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"483,957",0.00,0.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"2,492,961",0.00,0.00,1,,,,China
300692 -- Waste pharmaceuticals,"2,088",0.00,0.00,1,,,,China
,2010,"1,538,022,747",0.00,0.00,46,,,,China
300120 - Extracts of glands or other organs or of their secretions,"2,675,607",0.00,0.00,2,,,,China
300190 - Other,"886,391,695",0.00,0.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","8,341,994",0.00,0.00,4,,,,China
300220 - Vaccines for human medicine,"4,766,634",0.00,0.00,1,,,,China
300230 - Vaccines for veterinary medicine,"138,045",0.00,0.00,1,,,,China
300290 - Other,"3,133,690",0.00,0.00,4,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,163,416",0.00,0.00,1,,,,China
300320 - Containing other antibiotics,"5,904,456",0.00,0.00,1,,,,China
300331 -- Containing insulin,"1,379",0.00,0.00,1,,,,China
300339 -- Other,"81,411",0.00,0.00,1,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,China
300390 - Other,"20,459,183",0.00,0.00,1,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","733,457",0.00,0.00,1,,,,China
300420 - Containing other antibiotics,"34,398,389",0.00,0.00,1,,,,China
300431 -- Containing insulin,"83,890",0.00,0.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",13,0.00,0.00,1,,,,China
300439 -- Other,"272,007",0.00,0.00,1,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,1,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,115,298",0.00,0.00,1,,,,China
300490 - Other,"73,191,009",0.00,0.00,1,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"60,964,330",0.00,0.00,1,,,,China
300590 - Other,"362,948,502",0.00,0.00,4,,,,China
