Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"30,737,349",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"3,766,595",1.70,1.70,1,,,,United States of America
880529 -- Other,"15,050,778",1.70,1.70,1,,,,United States of America
,2007,"12,192,847,450",3.07,3.07,21,,,,United States of America
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,124,235",3.20,3.20,2,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","74,734,763",7.50,7.50,1,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","125,109,930",2.70,2.70,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","149,176,115",7.70,7.70,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,444,374,596",2.70,2.70,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","7,716,813,006",2.70,2.70,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"218,445,736",4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"56,939,506",2.70,2.70,1,,,,United States of America
880320 - Under-carriages and parts thereof,"291,056,799",2.70,2.70,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"1,937,978,782",2.70,2.70,1,,,,United States of America
880390 - Other,"119,908,581",1.95,1.95,4,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"12,828,373",2.70,2.70,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"30,829,329",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"1,216,278",1.70,1.70,1,,,,United States of America
880529 -- Other,"12,311,421",1.70,1.70,1,,,,United States of America
,2006,"13,223,236,887",3.10,3.10,22,,,,United States of America
880110 - Gliders and hang gliders,"175,960",3.70,3.70,1,,,,United States of America
880190 - Other,"2,500,829",3.20,3.20,2,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","45,168,891",7.50,7.50,1,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","105,661,651",2.70,2.70,1,,,,United States of America
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","84,031,016",7.70,7.70,1,,,,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,300,302,625",2.70,2.70,1,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","9,043,880,143",2.70,2.70,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"194,745,666",4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"47,966,531",2.70,2.70,1,,,,United States of America
880320 - Under-carriages and parts thereof,"249,777,131",2.70,2.70,1,,,,United States of America
880330 - Other parts of airplanes or helicopters,"1,932,419,290",2.70,2.70,1,,,,United States of America
880390 - Other,"119,240,362",1.95,1.95,4,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"11,483,190",2.70,2.70,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"44,539,747",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"7,999,528",1.70,1.70,1,,,,United States of America
880529 -- Other,"33,344,328",1.70,1.70,1,,,,United States of America
,2005,"13,876,623,700",2.01,2.01,34,,,,United States of America
880110 - Gliders and hang gliders,"864,127",1.85,1.85,2,,,,United States of America
880190 - Other,"1,310,821",2.13,2.13,3,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","84,293,177",3.75,3.75,2,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","62,806,328",1.35,1.35,2,,,,United States of America
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","80,774,888",3.85,3.85,2,,,,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,362,420,857",1.35,1.35,2,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","10,528,325,205",1.35,1.35,2,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"30,319,671",1.35,1.35,2,,,,United States of America
880320 - Under-carriages and parts thereof,"183,832,910",1.35,1.35,2,,,,United States of America
880330 - Other parts of airplanes or helicopters,"1,383,019,629",1.35,1.35,2,,,,United States of America
880390 - Other,"118,079,508",1.56,1.56,5,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,871,572",2.70,2.70,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"11,913,973",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"4,047,169",1.70,1.70,1,,,,United States of America
880529 -- Other,"14,743,865",0.85,0.85,2,,,,United States of America
,2004,"13,717,762,236",2.06,2.06,34,,,,United States of America
880110 - Gliders and hang gliders,"885,358",1.85,1.85,2,,,,United States of America
880190 - Other,"1,250,854",2.13,2.13,3,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","40,711,113",3.75,3.75,2,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","49,271,821",1.35,1.35,2,,,,United States of America
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","59,420,778",3.85,3.85,2,,,,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,845,837,064",1.35,1.35,2,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","10,100,966,672",1.35,1.35,2,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"1,101,772",4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"31,398,343",1.35,1.35,2,,,,United States of America
880320 - Under-carriages and parts thereof,"152,619,803",1.35,1.35,2,,,,United States of America
880330 - Other parts of airplanes or helicopters,"1,259,160,268",1.35,1.35,2,,,,United States of America
880390 - Other,"131,666,553",1.96,1.96,5,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,683,431",2.70,2.70,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"8,444,577",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"4,322,715",1.70,1.70,1,,,,United States of America
880529 -- Other,"22,021,114",0.85,0.85,2,,,,United States of America
,2003,"9,915,073,081",2.01,2.01,34,,,,United States of America
880110 - Gliders and hang gliders,"437,537",1.85,1.85,2,,,,United States of America
880190 - Other,"1,137,965",2.13,2.13,3,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","24,910,630",3.75,3.75,2,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","31,182,986",1.35,1.35,2,,,,United States of America
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","31,026,915",3.85,3.85,2,,,,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,164,926,432",1.35,1.35,2,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","6,749,239,664",1.35,1.35,2,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"1,558,873",4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"25,170,987",1.35,1.35,2,,,,United States of America
880320 - Under-carriages and parts thereof,"153,948,499",1.35,1.35,2,,,,United States of America
880330 - Other parts of airplanes or helicopters,"1,624,226,536",1.35,1.35,2,,,,United States of America
880390 - Other,"79,016,659",1.56,1.56,5,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,614,865",2.70,2.70,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"3,530,464",2.20,2.20,2,,,,United States of America
880521 -- Air combat simulators and parts thereof,"3,561,085",1.70,1.70,1,,,,United States of America
880529 -- Other,"13,582,985",0.85,0.85,2,,,,United States of America
,2002,"9,529,525,620",2.01,2.01,34,,,,United States of America
880110 - Gliders and hang gliders,"94,568",1.85,1.85,2,,,,United States of America
880190 - Other,"1,749,404",2.13,2.13,3,,,,United States of America
"880211 -- Of an unladen weight not exceeding 2,000 kg","17,730,374",3.75,3.75,2,,,,United States of America
"880212 -- Of an unladen weight exceeding 2,000 kg","173,969,378",1.35,1.35,2,,,,United States of America
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","38,372,903",3.85,3.85,2,,,,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","410,686,858",1.35,1.35,2,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","7,200,534,929",1.35,1.35,2,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"103,974,050",4.20,4.20,2,,,,United States of America
880310 - Propellers and rotors and parts thereof,"47,145,536",1.35,1.35,2,,,,United States of America
880320 - Under-carriages and parts thereof,"152,895,236",1.35,1.35,2,,,,United States of America
880330 - Other parts of airplanes or helicopters,"1,284,000,267",1.35,1.35,2,,,,United States of America
880390 - Other,"42,565,786",1.56,1.56,5,,,,United States of America
