Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
300431 - - Containing insulin,,10.00,10.00,2,,,,Brazil
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 - - Other,,10.00,10.00,8,,,,Brazil
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Brazil
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Brazil
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Brazil
300449 - - Other,,10.00,10.00,8,,,,Brazil
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,Brazil
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Brazil
300490 - Other,,10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2017,,9.87,9.87,224,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
300211 - - Malaria diagnostic test kits,,10.00,10.00,1,,,,Brazil
300212 - - Antisera and other blood fractions,,10.00,10.00,5,,,,Brazil
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Brazil
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Brazil
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Brazil
300219 - - Other,,10.00,10.00,1,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Brazil
300290 - Other,,10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,Brazil
300331 - - Containing insulin,,10.00,10.00,1,,,,Brazil
300339 - - Other,,10.00,10.00,1,,,,Brazil
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Brazil
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Brazil
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Brazil
300349 - - Other,,10.00,10.00,1,,,,Brazil
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Brazil
300390 - Other,,10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Brazil
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,Brazil
300431 - - Containing insulin,,10.00,10.00,2,,,,Brazil
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 - - Other,,10.00,10.00,8,,,,Brazil
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Brazil
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Brazil
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Brazil
300449 - - Other,,10.00,10.00,8,,,,Brazil
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,Brazil
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Brazil
300490 - Other,,10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2016,"76,459,713",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",,10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"866,862",10.00,10.00,1,,,,Brazil
300290 - Other,"10,247",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,,10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","36,748",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"230,517",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"73,173,423",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","9,180",10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","15,095",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"539,929",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,"111,578",10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,261,755",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"204,379",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2015,"49,332,985",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","180,102",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,"104,942",10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"1,094,282",10.00,10.00,1,,,,Brazil
300290 - Other,12,10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,284,10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","38,339",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,634,10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"45,384,153",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",306,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","43,620",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"363,624",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,930,422",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"191,679",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,586,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2014,"66,695,676",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","28,962",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"477,869",10.00,10.00,1,,,,Brazil
300290 - Other,"10,886",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,"1,916",10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,,10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,701",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"41,211",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"62,463,141",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,692,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","9,493",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,244",10.00,10.00,11,,,,Brazil
300490 - Other,"1,271,176",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,241,865",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"138,919",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,601,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2013,"41,158,636",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,228",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"1,829,751",10.00,10.00,1,,,,Brazil
300290 - Other,"12,272",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"7,981",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,540",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"10,277",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"35,795,527",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,"13,294",10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","14,308",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"11,157",10.00,10.00,11,,,,Brazil
300490 - Other,"855,115",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,455,341",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"138,173",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","3,634",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,293,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,"2,745",10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2012,"17,136,587",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"2,776",10.00,10.00,4,,,,Brazil
300190 - Other,"45,606",10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",246,10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"66,591",10.00,10.00,1,,,,Brazil
300290 - Other,"13,212",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"17,679",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","26,404",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"53,886",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"12,844,365",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","3,443",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"867,490",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"2,556",10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","3,015,839",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"176,494",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2011,"17,257,233",10.00,10.00,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,"8,104",10.00,10.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","76,053",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,"447,164",10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"2,267,933",10.00,10.00,1,,,,Brazil
300290 - Other,"42,328",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"141,162",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","16,880",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"7,796",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"10,108,028",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,638",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"1,231,616",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,379,10.00,10.00,3,,,,Brazil
300590 - Other,"9,079",10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","2,836,970",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"60,924",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,179,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2010,"19,916,648",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,"936,616",10.00,10.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,236",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"754,850",10.00,10.00,1,,,,Brazil
300290 - Other,,10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"116,968",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",905,10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"1,306",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"17,206,834",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,"1,386",10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",709,10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,044",10.00,10.00,11,,,,Brazil
300490 - Other,"621,337",10.00,10.00,70,,,,Brazil
