Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
080231 -- In shell,"297,399",30.00,30.00,1,,,,United States of America
080232 -- Shelled,"99,124",30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"18,356,195",10.00,10.00,1,,,,United States of America
080252 -- Shelled,,10.00,10.00,1,,,,United States of America
080261 -- In shell,,30.00,30.00,1,,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,4,,,,United States of America
080290 - Other,"7,168",100.00,100.00,1,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,,25.00,25.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"3,798,728",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","6,637",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"5,214,620",30.00,30.00,1,,,,United States of America
080620 - Dried,"1,108,996",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"82,830,925",50.00,50.00,1,,,,United States of America
080830 - Pears,"4,095,916",30.00,30.00,1,,,,United States of America
080840 - Quinces,,30.00,30.00,1,,,,United States of America
080910 - Apricots,858,30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,United States of America
080929 -- Other,"153,392",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","5,255",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"399,837",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","18,516",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,15.00,15.00,1,,,,United States of America
081090 - Other,,15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,435,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,593,30.00,30.00,1,,,,United States of America
081320 - Prunes,"733,705",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"30,123",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"25,774",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2011,"364,830,138",36.75,36.75,101,4,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,"2,191,740",30.00,30.00,1,,,,United States of America
080132 -- Shelled,"65,282",30.00,30.00,3,,,,United States of America
080211 -- In shell,"248,351,112",,,1,1,,,United States of America
080212 -- Shelled,"13,798,806",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,,30.00,30.00,1,,,,United States of America
080231 -- In shell,"40,891",,,1,1,,,United States of America
080232 -- Shelled,,30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"5,293,640",30.00,30.00,1,,,,United States of America
080252 -- Shelled,"5,293,640",30.00,30.00,1,,,,United States of America
080261 -- In shell,,,,1,1,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,2,,,,United States of America
080290 - Other,,100.00,100.00,3,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,"700,605",30.00,30.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","22,887",30.00,30.00,5,,,,United States of America
080510 - Oranges,"8,738,881",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","2,830",30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","17,615",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",197,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"4,282,909",30.00,30.00,1,,,,United States of America
080620 - Dried,"263,253",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,"1,301",30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"70,802,214",50.00,50.00,1,,,,United States of America
080830 - Pears,"1,798,696",30.00,30.00,1,,,,United States of America
080840 - Quinces,"1,798,696",30.00,30.00,1,,,,United States of America
080910 - Apricots,73,30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),"77,454",30.00,30.00,1,,,,United States of America
080929 -- Other,"77,454",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","7,016",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"646,292",25.00,25.00,1,,,,United States of America
081010 - Strawberries,8,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",956,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","18,317",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,"84,286",30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,30.00,30.00,1,,,,United States of America
081090 - Other,"7,809",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,"24,227",30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,"51,048",30.00,30.00,1,,,,United States of America
081320 - Prunes,"332,879",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"14,486",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"22,639",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2010,"321,086,764",31.82,31.82,87,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"240,869,493",,,1,1,,,United States of America
080212 -- Shelled,"16,466,745",,,1,1,,,United States of America
080221 -- In shell,"90,729",30.00,30.00,1,,,,United States of America
080222 -- Shelled,903,30.00,30.00,1,,,,United States of America
080231 -- In shell,"313,567",30.00,30.00,1,,,,United States of America
080232 -- Shelled,123,30.00,30.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,30.00,30.00,1,,,,United States of America
080250 - Pistachios,"7,531,554",30.00,30.00,1,,,,United States of America
080260 - Macadamia nuts,,30.00,30.00,1,,,,United States of America
080290 - Other,357,30.00,30.00,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.",,30.00,30.00,1,,,,United States of America
080410 - Dates,"14,875",30.00,30.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"3,644,556",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","24,625",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"4,134,739",30.00,30.00,1,,,,United States of America
080620 - Dried,"52,466",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"43,706,400",50.00,50.00,1,,,,United States of America
080820 - Pears and quinces,"3,108,103",30.00,30.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080920 - Cherries,"8,166",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","7,506",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"548,476",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","1,917",30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","44,507",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,"31,970",30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081090 - Other,"31,052",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"439,265",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"7,694",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"6,975",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2009,"235,289,433",38.00,38.00,87,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,"21,532",30.00,30.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"156,651,061",,,1,1,,,United States of America
080212 -- Shelled,"13,599,596",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,30,30.00,30.00,1,,,,United States of America
080231 -- In shell,,30.00,30.00,1,,,,United States of America
080232 -- Shelled,,30.00,30.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,30.00,30.00,1,,,,United States of America
080250 - Pistachios,"17,670,449",30.00,30.00,1,,,,United States of America
080260 - Macadamia nuts,,30.00,30.00,1,,,,United States of America
080290 - Other,,100.00,100.00,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.",,30.00,30.00,1,,,,United States of America
080410 - Dates,"1,429",30.00,30.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"671,029",40.00,40.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,40.00,40.00,1,,,,United States of America
080590 - Other,"1,248",30.00,30.00,1,,,,United States of America
080610 - Fresh,"2,872,530",40.00,40.00,1,,,,United States of America
080620 - Dried,"39,617",95.00,95.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"41,035,148",50.00,50.00,1,,,,United States of America
080820 - Pears and quinces,"2,249,584",35.00,35.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080920 - Cherries,"14,199",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","3,514",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"262,343",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","8,338",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,30.00,30.00,1,,,,United States of America
081090 - Other,"24,499",30.00,30.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","7,889",30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,"5,457",30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"141,277",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"5,203",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"2,837",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",624,30.00,30.00,1,,,,United States of America
,2008,"205,094,249",35.12,35.12,87,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"164,264,283",,,1,1,,,United States of America
080212 -- Shelled,"5,489,178",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,,30.00,30.00,1,,,,United States of America
080231 -- In shell,,30.00,30.00,1,,,,United States of America
080232 -- Shelled,,30.00,30.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,30.00,30.00,1,,,,United States of America
080250 - Pistachios,"6,356,693",30.00,30.00,1,,,,United States of America
080260 - Macadamia nuts,,30.00,30.00,1,,,,United States of America
080290 - Other,"7,149",86.00,86.00,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.",,30.00,30.00,1,,,,United States of America
080410 - Dates,"4,514",30.00,30.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","20,553",30.00,30.00,5,,,,United States of America
080510 - Oranges,"1,762,339",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","8,711",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"3,421,260",30.00,30.00,1,,,,United States of America
080620 - Dried,"46,224",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"21,480,607",50.00,50.00,1,,,,United States of America
080820 - Pears and quinces,"1,480,147",30.00,30.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080920 - Cherries,406,30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","9,234",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"436,764",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081090 - Other,,15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,133,30.00,30.00,1,,,,United States of America
081320 - Prunes,"212,359",25.00,25.00,1,,,,United States of America
081330 - Apples,"10,054",30.00,30.00,1,,,,United States of America
081340 - Other fruit,"62,590",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"15,440",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","5,611",30.00,30.00,1,,,,United States of America
,2007,"175,430,479",32.18,32.18,87,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,30.00,30.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"141,576,835",,,1,1,,,United States of America
080212 -- Shelled,"4,807,806",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,,30.00,30.00,1,,,,United States of America
080231 -- In shell,,30.00,30.00,1,,,,United States of America
080232 -- Shelled,,30.00,30.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,30.00,30.00,1,,,,United States of America
080250 - Pistachios,"3,811,461",30.00,30.00,1,,,,United States of America
080260 - Macadamia nuts,,30.00,30.00,1,,,,United States of America
080290 - Other,"6,496",30.00,30.00,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.",,30.00,30.00,1,,,,United States of America
080410 - Dates,"5,294",30.00,30.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"420,752",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","2,108",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"3,324,746",30.00,30.00,1,,,,United States of America
080620 - Dried,"18,101",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"19,127,037",50.00,50.00,1,,,,United States of America
080820 - Pears and quinces,"1,887,398",30.00,30.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080920 - Cherries,"2,468",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","44,416",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"248,520",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081090 - Other,,15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,416,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,55,30.00,30.00,1,,,,United States of America
081320 - Prunes,"100,860",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"32,030",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"11,093",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","2,586",30.00,30.00,1,,,,United States of America
,2006,"171,515,704",35.12,35.12,87,2,,,United States of America
080111 -- Dessicated,,70.00,70.00,1,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"136,676,896",,,1,1,,,United States of America
080212 -- Shelled,"14,739,651",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,,30.00,30.00,1,,,,United States of America
080231 -- In shell,,30.00,30.00,1,,,,United States of America
080232 -- Shelled,,30.00,30.00,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,30.00,30.00,1,,,,United States of America
080250 - Pistachios,"39,122",30.00,30.00,1,,,,United States of America
080290 - Other,"9,083",86.00,86.00,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.",,30.00,30.00,1,,,,United States of America
080410 - Dates,"4,334",30.00,30.00,4,,,,United States of America
080420 - Figs,"37,740",30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"355,967",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
080540 - Grapefruit,"2,778",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"1,155,626",30.00,30.00,1,,,,United States of America
080620 - Dried,"22,565",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"17,693,575",50.00,50.00,1,,,,United States of America
080820 - Pears and quinces,"533,667",30.00,30.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080920 - Cherries,399,30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","10,892",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"112,133",25.00,25.00,1,,,,United States of America
081010 - Strawberries,431,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries","5,520",30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081090 - Other,"2,609",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,"30,098",30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"54,420",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"3,506",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"19,856",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","4,835",30.00,30.00,1,,,,United States of America
,2005,"140,177,531",38.24,38.24,87,2,,,United States of America
080111 -- Dessicated,,70.00,70.00,1,,,,United States of America
