Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","26,759,032",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,"55,075",0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"52,308",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,708,933",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"43,469",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","220,309",0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"4,710",0.00,0.00,1,,,,Brazil
300691 - - Appliances identifiable for ostomy use,"12,406",0.00,0.00,1,,,,Brazil
300692 - - Waste pharmaceuticals,"9,389",0.00,0.00,1,,,,Brazil
,2016,"147,092,463",0.00,0.00,50,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"2,074,604",0.00,0.00,2,,,,Brazil
300190 - Other,"23,919,898",0.00,0.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","18,035,647",0.00,0.00,3,,,,Brazil
300220 - Vaccines for human medicine,"2,268",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"689,608",0.00,0.00,1,,,,Brazil
300290 - Other,"222,865",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","148,896",0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,"205,035",0.00,0.00,1,,,,Brazil
300339 -- Other,962,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Brazil
300390 - Other,"67,255",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","99,590",0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"990,913",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"2,846",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","4,118,203",0.00,0.00,1,,,,Brazil
300439 -- Other,"222,220",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",51,0.00,0.00,4,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"692,054",0.00,0.00,1,,,,Brazil
300490 - Other,"64,005,719",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"57,398",0.00,0.00,1,,,,Brazil
300590 - Other,"141,183",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","27,041,982",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"95,500",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,021,863",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"25,951",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","189,379",0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"11,297",0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,4,0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"9,272",0.00,0.00,1,,,,Brazil
,2015,"175,412,607",0.00,0.00,50,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"1,989,574",0.00,0.00,2,,,,Brazil
300190 - Other,"16,578,017",0.00,0.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","13,330,330",0.00,0.00,3,,,,Brazil
300220 - Vaccines for human medicine,"4,344",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"557,486",0.00,0.00,1,,,,Brazil
300290 - Other,"373,238",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",173,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,"264,611",0.00,0.00,1,,,,Brazil
300339 -- Other,"1,889",0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Brazil
300390 - Other,"279,527",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","201,439",0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"2,021,597",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"6,509",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","5,191,637",0.00,0.00,1,,,,Brazil
300439 -- Other,"2,451,007",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",459,0.00,0.00,4,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"53,133",0.00,0.00,1,,,,Brazil
300490 - Other,"105,345,124",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"51,890",0.00,0.00,1,,,,Brazil
300590 - Other,"341,889",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","20,203,486",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,323,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,424,453",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,321,744",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"94,115",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","313,322",0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,478",0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,"2,299",0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"6,515",0.00,0.00,1,,,,Brazil
,2014,"231,406,405",0.00,0.00,50,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"1,119,493",0.00,0.00,2,,,,Brazil
300190 - Other,"16,978,624",0.00,0.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","7,723,963",0.00,0.00,3,,,,Brazil
300220 - Vaccines for human medicine,"1,982",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"701,605",0.00,0.00,1,,,,Brazil
300290 - Other,"1,269,559",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",195,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,"395,949",0.00,0.00,1,,,,Brazil
300339 -- Other,"1,690",0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Brazil
300390 - Other,"4,198",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","314,176",0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"2,281,434",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"4,256",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","7,007,193",0.00,0.00,1,,,,Brazil
300439 -- Other,"2,043,665",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,215",0.00,0.00,4,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Brazil
300490 - Other,"160,889,048",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"63,621",0.00,0.00,1,,,,Brazil
300590 - Other,"294,669",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","25,861,728",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,598,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"191,355",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,107,553",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"103,134",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",338,0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"11,564",0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,"2,090",0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"31,510",0.00,0.00,1,,,,Brazil
,2013,"178,008,829",0.00,0.00,50,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"1,845,280",0.00,0.00,2,,,,Brazil
300190 - Other,"18,296,902",0.00,0.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","10,559,031",0.00,0.00,3,,,,Brazil
300220 - Vaccines for human medicine,"753,240",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"2,479,416",0.00,0.00,1,,,,Brazil
300290 - Other,"680,608",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,173,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,4,,,,Brazil
300390 - Other,"129,993",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","658,340",0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"6,277,742",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"241,687",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","8,261,584",0.00,0.00,1,,,,Brazil
300439 -- Other,"45,299",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","39,017",0.00,0.00,4,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,426,321",0.00,0.00,1,,,,Brazil
300490 - Other,"108,042,437",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"47,375",0.00,0.00,1,,,,Brazil
300590 - Other,"218,367",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","14,012,449",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,"2,337",0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"204,967",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,633,932",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"89,376",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","4,086",0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,882",0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,"4,954",0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"51,035",0.00,0.00,1,,,,Brazil
,2012,"210,565,212",0.00,0.00,45,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"2,759,152",0.00,0.00,2,,,,Brazil
300190 - Other,"21,133,373",0.00,0.00,3,,,,Brazil
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","17,116,847",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"247,866",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"2,515,334",0.00,0.00,1,,,,Brazil
300290 - Other,"2,442,779",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,220,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,231,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"548,627",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",668,0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"4,084,063",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"30,852,742",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","5,812,224",0.00,0.00,1,,,,Brazil
300439 -- Other,"29,871",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","235,938",0.00,0.00,1,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"936,877",0.00,0.00,1,,,,Brazil
300490 - Other,"111,968,670",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"28,307",0.00,0.00,1,,,,Brazil
300590 - Other,"253,380",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,203,186",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,913,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"106,967",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,857,105",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"153,753",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","245,630",0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,951,0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,296,0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"29,242",0.00,0.00,1,,,,Brazil
,2011,"383,859,270",0.00,0.00,46,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"420,913",0.00,0.00,2,,,,Brazil
300190 - Other,"25,351,716",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","20,779,832",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"11,359",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"784,281",0.00,0.00,1,,,,Brazil
300290 - Other,"2,426,451",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,111,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"27,408",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",933,0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"2,811,130",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"194,003,875",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","12,311,140",0.00,0.00,1,,,,Brazil
300439 -- Other,"1,010,856",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",891,0.00,0.00,1,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"676,860",0.00,0.00,1,,,,Brazil
300490 - Other,"113,356,504",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"7,851",0.00,0.00,1,,,,Brazil
300590 - Other,"429,321",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","5,362,040",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"558,331",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,031,762",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"82,476",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","406,353",0.00,0.00,2,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,004",0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"4,872",0.00,0.00,1,,,,Brazil
,2010,"525,934,024",0.00,0.00,46,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"2,203,950",0.00,0.00,2,,,,Brazil
300190 - Other,"19,270,388",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","14,057,365",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"2,201,670",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"703,390",0.00,0.00,1,,,,Brazil
300290 - Other,"5,273,688",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"2,877",0.00,0.00,1,,,,Brazil
