Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","121,935,883",2.09,2.09,18,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"2,705,973",0.00,0.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","96,858,807",0.00,0.00,3,,,,United States of America
950440 - Playing cards,"51,508,390",2.70,2.70,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","11,398,186",0.00,0.00,1,,,,United States of America
950490 - Other,"51,116,796",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,978,529",1.35,1.35,2,,,,United States of America
950590 - Other,"16,038,205",2.70,2.70,1,,,,United States of America
950611 -- Skis,"4,427,252",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"2,036,071",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,035,359",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"703,327",2.70,2.70,1,,,,United States of America
950629 -- Other,"16,422,832",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","9,863,583",2.70,2.70,1,,,,United States of America
950632 -- Balls,"36,303,731",2.70,2.70,1,,,,United States of America
950639 -- Other,"27,281,319",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"77,498",2.70,2.70,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","447,473",4.70,4.70,1,,,,United States of America
950659 -- Other,"394,890",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"30,778",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"928,703",2.70,2.70,1,,,,United States of America
950669 -- Other,"1,677,959",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,118,636",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","212,721,828",2.70,2.70,2,,,,United States of America
950699 -- Other,"110,411,886",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,381,818",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,535,324",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"3,235,942",3.70,3.70,1,,,,United States of America
950790 - Other,"18,687,866",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"161,847",1.70,1.70,1,,,,United States of America
950890 - Other,"14,733,666",1.70,1.70,1,,,,United States of America
,2013,"762,520,299",2.17,2.17,62,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","103,503,614",2.09,2.09,18,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"2,832,563",0.00,0.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","85,753,544",0.00,0.00,3,,,,United States of America
950440 - Playing cards,"30,536,271",2.70,2.70,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","10,286,426",0.00,0.00,1,,,,United States of America
950490 - Other,"65,801,736",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,970,879",1.35,1.35,2,,,,United States of America
950590 - Other,"15,503,722",2.70,2.70,1,,,,United States of America
950611 -- Skis,"6,396,865",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"1,495,069",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,436,556",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"752,619",2.70,2.70,1,,,,United States of America
950629 -- Other,"15,269,291",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","11,181,453",2.70,2.70,1,,,,United States of America
950632 -- Balls,"38,112,764",2.70,2.70,1,,,,United States of America
950639 -- Other,"23,104,365",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"183,315",2.70,2.70,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","916,521",4.70,4.70,1,,,,United States of America
950659 -- Other,"343,756",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"153,959",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"776,367",2.70,2.70,1,,,,United States of America
950669 -- Other,"1,617,664",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,358,570",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","183,007,382",2.70,2.70,2,,,,United States of America
950699 -- Other,"94,289,297",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,570,801",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,249,441",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,329,631",3.70,3.70,1,,,,United States of America
950790 - Other,"18,065,458",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"122,683",1.70,1.70,1,,,,United States of America
950890 - Other,"32,597,718",1.70,1.70,1,,,,United States of America
,2012,"774,511,272",2.17,2.17,62,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","101,061,604",2.09,2.09,18,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"3,710,797",0.00,0.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","92,682,276",0.00,0.00,3,,,,United States of America
950440 - Playing cards,"16,584,630",2.70,2.70,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","10,731,514",0.00,0.00,1,,,,United States of America
950490 - Other,"97,535,582",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,159,269",1.35,1.35,2,,,,United States of America
950590 - Other,"16,588,743",2.70,2.70,1,,,,United States of America
950611 -- Skis,"6,530,162",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"710,501",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,771,248",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"691,080",2.70,2.70,1,,,,United States of America
950629 -- Other,"15,598,641",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","13,206,338",2.70,2.70,1,,,,United States of America
950632 -- Balls,"38,641,657",2.70,2.70,1,,,,United States of America
950639 -- Other,"23,072,533",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"78,719",2.70,2.70,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","441,492",4.70,4.70,1,,,,United States of America
950659 -- Other,"362,136",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"124,512",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"496,990",2.70,2.70,1,,,,United States of America
950669 -- Other,"1,875,368",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,628,763",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","178,518,093",2.70,2.70,2,,,,United States of America
950699 -- Other,"96,028,603",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,089,284",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,527,790",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,548,841",3.70,3.70,1,,,,United States of America
950790 - Other,"18,370,488",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"802,789",1.70,1.70,1,,,,United States of America
950890 - Other,"20,340,829",1.70,1.70,1,,,,United States of America
,2011,"816,115,137",2.17,2.17,62,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","104,056,357",2.09,2.09,18,,,,United States of America
950410 - Video games of a kind used with a television receiver,"12,768,245",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"2,498,153",0.00,0.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","122,225,172",0.00,0.00,3,,,,United States of America
950440 - Playing cards,"12,575,189",2.70,2.70,1,,,,United States of America
950490 - Other,"93,793,920",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,362,291",1.35,1.35,2,,,,United States of America
950590 - Other,"14,694,077",2.70,2.70,1,,,,United States of America
950611 -- Skis,"4,456,279",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"943,233",3.70,3.70,1,,,,United States of America
950619 -- Other,"3,774,826",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"682,205",2.70,2.70,1,,,,United States of America
950629 -- Other,"16,219,904",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","17,845,635",2.70,2.70,1,,,,United States of America
950632 -- Balls,"48,995,741",2.70,2.70,1,,,,United States of America
950639 -- Other,"24,951,516",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"147,636",2.70,2.70,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","554,030",4.70,4.70,1,,,,United States of America
950659 -- Other,"404,209",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"106,683",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"460,070",2.70,2.70,1,,,,United States of America
950669 -- Other,"1,491,876",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,255,677",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","167,815,177",2.70,2.70,2,,,,United States of America
950699 -- Other,"99,113,393",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,524,863",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,410,639",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"3,104,619",3.70,3.70,1,,,,United States of America
950790 - Other,"18,623,860",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"455,616",1.70,1.70,1,,,,United States of America
950890 - Other,"27,804,045",1.70,1.70,1,,,,United States of America
,2010,"808,913,173",2.12,2.12,66,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","104,503,181",2.09,2.09,18,,,,United States of America
950410 - Video games of a kind used with a television receiver,"15,000,759",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"3,309,517",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","117,772,139",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"11,567,806",2.70,2.70,1,,,,United States of America
950490 - Other,"104,217,479",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,389,578",1.35,1.35,2,,,,United States of America
950590 - Other,"16,085,779",2.70,2.70,1,,,,United States of America
950611 -- Skis,"5,542,460",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"442,996",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,229,151",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"440,371",2.70,2.70,1,,,,United States of America
950629 -- Other,"15,403,520",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","25,656,206",2.70,2.70,1,,,,United States of America
950632 -- Balls,"52,865,005",2.70,2.70,1,,,,United States of America
950639 -- Other,"33,467,747",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"379,667",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","312,136",4.70,4.70,1,,,,United States of America
950659 -- Other,"297,169",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"130,608",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"955,193",2.70,2.70,2,,,,United States of America
950669 -- Other,"1,740,790",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,225,089",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","150,534,892",2.70,2.70,2,,,,United States of America
950699 -- Other,"95,098,824",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"3,931,907",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,661,513",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"1,986,257",3.70,3.70,1,,,,United States of America
950790 - Other,"17,879,398",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"25,347",1.70,1.70,1,,,,United States of America
950890 - Other,"14,860,686",1.70,1.70,1,,,,United States of America
,2009,"837,424,837",2.12,2.12,66,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","102,500,588",2.09,2.09,18,,,,United States of America
950410 - Video games of a kind used with a television receiver,"21,425,411",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"3,482,788",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","132,931,470",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"12,237,599",2.70,2.70,1,,,,United States of America
950490 - Other,"108,689,623",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,370,759",1.35,1.35,2,,,,United States of America
950590 - Other,"14,084,844",2.70,2.70,1,,,,United States of America
950611 -- Skis,"6,300,005",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"499,952",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,313,134",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"607,463",2.70,2.70,1,,,,United States of America
950629 -- Other,"16,143,262",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","42,346,742",2.70,2.70,1,,,,United States of America
950632 -- Balls,"57,179,212",2.70,2.70,1,,,,United States of America
950639 -- Other,"35,342,168",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"192,720",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","359,356",4.70,4.70,1,,,,United States of America
950659 -- Other,"180,906",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"413,753",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"863,660",2.70,2.70,2,,,,United States of America
950669 -- Other,"2,537,713",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","4,913,992",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","138,757,382",2.70,2.70,2,,,,United States of America
950699 -- Other,"87,197,861",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,368,737",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,476,577",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,651,417",3.70,3.70,1,,,,United States of America
950790 - Other,"18,470,820",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"109,436",1.70,1.70,1,,,,United States of America
950890 - Other,"15,475,487",1.70,1.70,1,,,,United States of America
,2008,"1,092,719,186",2.12,2.12,66,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","122,379,829",2.09,2.09,18,,,,United States of America
950410 - Video games of a kind used with a television receiver,"36,313,575",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"6,335,504",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","200,491,273",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"14,310,177",2.70,2.70,1,,,,United States of America
950490 - Other,"84,027,319",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,815,703",1.35,1.35,2,,,,United States of America
950590 - Other,"18,459,208",2.70,2.70,1,,,,United States of America
950611 -- Skis,"5,681,503",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"614,612",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,352,569",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"708,317",2.70,2.70,1,,,,United States of America
950629 -- Other,"20,309,986",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","91,976,358",2.70,2.70,1,,,,United States of America
950632 -- Balls,"68,947,816",2.70,2.70,1,,,,United States of America
950639 -- Other,"71,265,024",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"366,910",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","833,003",4.70,4.70,1,,,,United States of America
