Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Japan
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Japan
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2017,,9.87,9.87,224,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,,10.00,10.00,3,,,,Japan
300211 - - Malaria diagnostic test kits,,10.00,10.00,1,,,,Japan
300212 - - Antisera and other blood fractions,,10.00,10.00,5,,,,Japan
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Japan
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Japan
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,10.00,10.00,1,,,,Japan
300219 - - Other,,10.00,10.00,1,,,,Japan
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,,10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
"300320 - Other, containing antibiotics",,10.00,10.00,1,,,,Japan
300331 - - Containing insulin,,10.00,10.00,1,,,,Japan
300339 - - Other,,10.00,10.00,1,,,,Japan
300341 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Japan
300342 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Japan
300343 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Japan
300349 - - Other,,10.00,10.00,1,,,,Japan
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Japan
"300420 - Other, containing antibiotics",,10.00,10.00,29,,,,Japan
300431 - - Containing insulin,,10.00,10.00,2,,,,Japan
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 - - Other,,10.00,10.00,8,,,,Japan
300441 - - Containing ephedrine or its salts,,10.00,10.00,1,,,,Japan
300442 - - Containing pseudoephedrine (INN) or its salts,,10.00,10.00,1,,,,Japan
300443 - - Containing norephedrine or its salts,,10.00,10.00,1,,,,Japan
300449 - - Other,,10.00,10.00,8,,,,Japan
"300450 - Other, containing vitamins or other products of heading 29.36",,10.00,10.00,11,,,,Japan
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,10.00,10.00,1,,,,Japan
300490 - Other,,10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Japan
300590 - Other,,10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,,10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Japan
300691 - - Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Japan
300692 - - Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2016,"16,782,679",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,,10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,194,816",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,"15,809",10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"1,298,262",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,"5,733",10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","27,534",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Japan
300431 -- Containing insulin,"1,585",10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,,10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","20,662",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Japan
300490 - Other,"5,846,467",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"226,070",10.00,10.00,3,,,,Japan
300590 - Other,"2,726,189",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,369,621",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"32,813",10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"17,118",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2015,"16,569,277",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,"7,519",10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,330,465",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,20,10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"1,437,092",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,,10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","106,148",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,"31,408",10.00,10.00,29,,,,Japan
300431 -- Containing insulin,,10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,,10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","236,137",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Japan
300490 - Other,"7,025,603",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"298,895",10.00,10.00,3,,,,Japan
300590 - Other,"1,792,820",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",266,10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,268,926",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,"1,592",10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"26,537",10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"5,849",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2014,"21,138,494",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,"2,517",10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","518,705",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"1,353,997",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,,10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","10,905",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,"3,642",10.00,10.00,29,,,,Japan
300431 -- Containing insulin,"8,018",10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,,10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","49,024",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Japan
300490 - Other,"11,533,771",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"42,592",10.00,10.00,3,,,,Japan
300590 - Other,"1,792,626",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",495,10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,797,259",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,159,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"13,741",10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"11,043",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2013,"11,973,178",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,,10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,995,993",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"1,009,829",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,,10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","14,352",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,"13,705",10.00,10.00,29,,,,Japan
300431 -- Containing insulin,"762,498",10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,,10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,087",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,591",10.00,10.00,11,,,,Japan
300490 - Other,"4,067,678",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"56,025",10.00,10.00,3,,,,Japan
300590 - Other,"1,529,093",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","4,237",10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,481,997",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"21,048",10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"11,045",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2012,"20,245,020",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Japan
300190 - Other,"4,404",10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","1,866,487",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,"3,635,193",10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"831,423",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,,10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,,10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","12,081",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,,10.00,10.00,29,,,,Japan
300431 -- Containing insulin,"4,970",10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,"828,240",10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,735",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,"176,734",10.00,10.00,11,,,,Japan
300490 - Other,"9,961,481",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"450,064",10.00,10.00,3,,,,Japan
300590 - Other,"2,079,725",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",398,10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,"1,566",10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"379,810",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,842,10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"8,867",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2011,"30,378,335",10.00,10.00,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,"1,795",10.00,10.00,4,,,,Japan
300190 - Other,63,10.00,10.00,3,,,,Japan
"300210 - Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","6,458,640",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,"4,483,592",10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,"7,338",10.00,10.00,1,,,,Japan
300290 - Other,"1,393,104",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,"46,912",10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,179,10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,"80,044",10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","18,779",10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,"59,595",10.00,10.00,29,,,,Japan
300431 -- Containing insulin,"1,459,027",10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,"385,731",10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,"254,629",10.00,10.00,11,,,,Japan
300490 - Other,"12,896,423",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"369,112",10.00,10.00,3,,,,Japan
300590 - Other,"1,356,251",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","116,404",10.00,10.00,2,,,,Japan
300620 - Blood-grouping reagents,"24,561",10.00,10.00,1,,,,Japan
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"49,183",10.00,10.00,1,,,,Japan
300640 - Dental cements and other dental fillings; bone reconstruction cements,"899,634",10.00,10.00,1,,,,Japan
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Japan
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,Japan
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,980",10.00,10.00,1,,,,Japan
300691 -- Appliances identifiable for ostomy use,"15,359",10.00,10.00,1,,,,Japan
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Japan
,2010,"19,186,252",9.86,9.86,214,,,,Japan
300120 - Extracts of glands or other organs or of their secretions,797,10.00,10.00,4,,,,Japan
300190 - Other,,10.00,10.00,3,,,,Japan
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","1,415,245",10.00,10.00,8,,,,Japan
300220 - Vaccines for human medicine,"2,525,772",10.00,10.00,14,,,,Japan
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,Japan
300290 - Other,"1,082,439",10.00,10.00,5,,,,Japan
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Japan
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Japan
300331 -- Containing insulin,,10.00,10.00,1,,,,Japan
300339 -- Other,"547,961",10.00,10.00,1,,,,Japan
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Japan
300390 - Other,"120,061",10.00,10.00,14,,,,Japan
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",988,10.00,10.00,8,,,,Japan
300420 - Containing other antibiotics,"40,063",10.00,10.00,29,,,,Japan
300431 -- Containing insulin,,10.00,10.00,2,,,,Japan
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Japan
300439 -- Other,"110,555",10.00,10.00,8,,,,Japan
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","10,193",10.00,10.00,8,,,,Japan
300450 - Other medicaments containing vitamins or other products of heading 29.36,"912,284",10.00,10.00,11,,,,Japan
300490 - Other,"9,732,266",10.00,10.00,70,,,,Japan
300510 - Adhesive dressings and other articles having an adhesive layer,"480,828",10.00,10.00,3,,,,Japan
300590 - Other,"1,529,942",10.00,10.00,8,,,,Japan
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Japan
